BURTON RANGEMOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK177223,Long,-1.7381,Lat,52.7985,Elevation,424,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,2.14,2.58,1.81,3.03,2.09,1.3,4.45,2.06,2.31,2.92,1.85,4.01,2.24,1.48,0.35,0.37,2.66,2.86,2.5,1.67,3.04,2.24,1.08,0.78,2.47,1.99,1.85,1.41,1.53,3.68,1.59,2,1.39,2.99,3.69,1.92,1.83,1.77,1.73,0.95,3.65,1.05,0.92,1.21,1.79,0.52,3.77,3.18,1.49,3.12,1.34,2.06,1.65,2.94,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,2.11,2.25,2.22,2.56,1.4,2.08,3.52,0.57,2.06,0.71,2.61,2.28,0.92,2.67,1.78,3.37,1.66,2.36,1.53,2.26,0.53,0.5,0.44,1.44,0.67,0.07,1.32,2.73,2.33,0.23,0.98,3.43,1.2,1.52,3.35,1.43,1.38,1.04,3.29,0.82,2.61,1.62,1.35,0.74,2.05,1.37,1.26,1.07,1.35,1.4,3.24,1.09,2,2.37,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,2.04,2.69,3.44,1.93,1.6,0.74,2.02,2.72,1.26,0.5,2.65,1.96,0.74,0.59,0.64,2.28,1.7,1.34,1.9,0.98,2.65,1.27,1.95,3.48,1.44,1.35,0.82,0.46,0.97,1.92,2.85,2.6,1.3,1.06,0.63,1.81,1.41,3.49,1.43,2.57,1.67,1.33,2.63,2.45,0.31,1.16,2.55,3.96,2.94,0.94,4.04,0.73,1.36,4.31,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,0.71,3.61,2.49,1.9,1.15,3.89,2.14,1.53,1.42,0.52,2.65,2.71,1.56,2.03,0.89,0.59,3.73,2.19,1.59,1.72,1.92,1.12,1.53,4.22,1.04,2.73,0.92,0.53,1.57,2.29,0.97,2.06,1.69,2.47,1.16,1.87,2.24,1.31,1.59,1.59,0.87,1.57,2.94,1.17,2.08,0.99,0.05,3.28,0.81,0.87,1.81,0.56,1.72,1.37,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,1.15,2.06,2.26,4,0.92,2.44,2.23,2.87,1.57,1.5,1.16,2.07,4.08,1.64,1.8,1.37,3.58,1.36,1.26,2.5,5.65,1.4,0.44,6.16,2.44,2.67,2.33,2.08,2.27,1.33,0.32,1.24,3.06,2.64,1.78,1.35,2.31,3.89,1.59,0.33,2.37,3.97,3.08,1.57,2.28,0.82,2.86,1.88,1.69,1.66,2.23,1.93,2.01,1.15,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,4.43,2.23,0.33,1.28,2.01,4.03,5.95,3.91,0.67,3.44,2.61,2.11,2.73,4.24,2.87,2.34,5.39,3.95,1.67,3.15,1.76,1.52,1.75,0.86,2,3.53,3.15,0.95,2.56,2.01,2,3.32,1.65,2.08,3.02,1.61,1.7,1.52,0.55,1.52,2.2,3.02,2.36,3.54,0.7,2.94,4.22,1.01,1.77,1.01,1.81,0.71,0.62,0.79,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,3.02,3.95,0.35,0.6,1.83,4.72,4.84,2.4,1.51,4.72,2.02,4.73,0.89,2.89,6.67,1.54,2.46,3.16,3.07,0.29,3.06,1.51,6.06,2.6,3.3,1.66,1.96,2.95,2.69,3.29,1.47,0.59,1.11,1.95,3.39,4.41,1.51,2.42,2.1,2.34,1.11,3.92,2.8,3.46,2.96,0.5,3.84,0.74,3.46,5.84,2.59,0.2,3.32,2.32,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,5.54,4.05,4.59,1.93,1.85,1.56,4.89,5.24,2.58,2.79,1.78,3.41,6.99,5.46,1.51,5.01,1.74,1.6,1.78,2.06,1.91,1.92,2.86,3.32,3.19,3.79,2.11,2.06,2.16,2.41,2.07,4.57,3.05,1.39,4.7,1.97,4.24,4.75,3.18,4.86,1.12,3.23,2.67,1.67,3.6,1.25,6.77,2.07,1.57,1.46,2.43,5.24,2.3,1.92,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,7.21,2.74,2.14,5.38,1.1,5.24,4.23,1.92,3.21,3.41,3.62,2.08,1.98,3.34,3.68,1.72,2.3,5.9,3.02,3.24,1.78,2.23,1.36,2.5,0.98,1.84,3.64,2.38,1.14,0.29,4.49,2.76,0.47,2.78,0.99,0.88,1.91,3.37,1.67,1.7,1.2,0.95,2.63,2.66,0.45,1.68,1.19,1.98,1.69,0.47,1.05,1.16,5.8,1.59,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,3.19,3.67,3.11,1.49,5.79,3.19,6.25,2.12,2.7,6.51,2.15,1.67,3.01,1.42,4.19,3.09,5.65,2.92,1.45,4.95,3.47,2.24,0.51,2.55,1.83,4.54,2.64,1.98,2.4,2.75,2.53,1.1,3.18,3.38,2.72,2.24,2.54,4.77,1.34,1.33,4.62,5.02,1.26,3.31,2.54,1.97,2.44,3.07,1.94,1.75,3.08,3.99,1.43,3.19,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
