"TROON, COLLENAN RES.",,,,,,,,,,,,
Grid ref,NS350331,Long,-4.617999,Lat,55.563568,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.40,2.10,3.70,5.50,3.20,3.60,4.60,3.60,5.50,1.00,,
February,2.20,1.00,1.70,2.40,2.30,3.00,3.50,3.80,1.80,2.50,,
March,2.00,1.80,2.40,6.27,1.70,3.90,3.00,4.20,3.10,2.00,,
April,1.90,2.70,0.80,1.50,1.50,1.80,1.00,3.00,1.00,3.80,,
May,2.20,1.50,2.40,3.50,2.70,1.90,4.40,1.30,0.10,1.40,,
June,2.70,2.80,1.70,3.40,1.90,1.50,1.30,2.60,2.50,3.90,,
July,2.00,1.20,2.60,3.40,2.70,3.20,3.10,2.00,2.70,3.70,,
August,5.40,5.20,2.70,5.50,5.60,4.40,5.60,1.20,3.80,2.70,,
September,3.10,3.10,3.00,3.00,3.80,3.40,1.90,1.30,2.90,1.80,,
October,5.80,4.20,1.90,6.70,1.60,4.00,5.50,6.70,1.00,5.80,,
November,4.80,4.50,3.00,3.20,4.00,3.10,3.50,3.70,3.60,1.60,,
December,5.10,4.90,2.10,2.90,2.30,3.90,4.40,4.50,1.20,4.20,,
Total,43.60,35.00,28.00,47.27,33.30,37.70,41.80,37.90,29.20,34.40,,
Calc annual,43.60,35.00,28.00,47.27,33.30,37.70,41.80,37.90,29.20,34.40,,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,,
