"LUNEDALE (LUNEHEAD)",,,,,,,,,,,,
Grid ref,NY850215,Long,-2.233629,Lat,54.588468,,,,,,,
Station no,3496,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.50,5.50,2.30,5.10,3.10,5.30,7.30,4.00,5.00,7.00,,
February,5.40,2.50,2.90,3.00,2.70,2.20,4.10,8.50,1.60,5.30,,
March,6.00,3.30,0.70,4.00,2.30,3.00,4.40,3.40,3.10,3.40,,
April,5.20,3.40,4.70,0.90,3.00,1.20,1.10,2.00,4.50,3.00,,
May,3.90,2.40,2.60,5.40,5.00,2.40,3.10,6.90,1.00,2.50,,
June,2.20,4.40,2.90,5.00,4.10,2.10,2.40,3.20,2.50,2.50,,
July,2.60,3.70,7.30,5.00,2.70,6.70,7.50,5.10,4.30,5.50,,
August,4.90,8.00,7.40,8.30,1.40,10.50,7.40,5.70,1.40,5.00,,
September,4.30,5.30,3.60,9.00,3.10,4.00,6.40,4.50,1.40,3.70,,
October,1.80,5.80,2.20,10.50,3.40,4.00,6.10,4.40,3.70,6.80,,
November,9.30,4.00,7.00,7.50,2.30,2.00,2.40,1.40,6.00,7.00,,
December,10.30,4.50,3.00,7.50,9.50,6.20,5.20,4.10,8.10,5.50,,
Total,62.40,52.80,46.60,71.20,42.60,49.60,57.40,53.20,42.60,57.20,,
Calc annual,62.40,52.80,46.60,71.20,42.60,49.60,57.40,53.20,42.60,57.20,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
