WEYMOUTH WESTHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY676791,Long,-2.459265,Lat,50.610707,Elevation,16,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,3.09,2.24,3.49,2.85,1.35,0.8,2.61,2.52,1.96,2.59,3.36,3.9,0.85,1.82,0.63,3.89,3.34,1.95,0.79,2.24,4.03,1.09,5.64,1.13,0.93,0.8,3.19,1.06,5.38,4.72,0.55,3.01,0.71,1.11,3.18,5.49,4.48,3.62,4.12,1.44,4.67,4.42,3.64,2.14,4.91,1.61,3.44,1.9,2.04,1.96,2.51,0.61,4.5,4.66,3.48,5.67,3.42,4.41,3.88,5.87,2.27,2.01,2.97,3.15,5.95,0.79,0.65,3.71,2.29,0.76,1.66,2.95,4.26,3.1,2.88,4.53,3.25
February,,,,,2.89,3.23,0.93,0.72,0.6,1.39,0.86,0,0.91,3.98,2.68,0.02,0.25,4.02,1.84,2.93,4.27,0.97,1.4,1.61,4.06,0.44,3.07,1.22,1.55,0.26,3.79,1.49,2.44,1.46,4.64,5.15,4.83,1.33,1.35,3.67,0.44,0.3,2.72,5.55,1.15,3.99,1.71,2.57,2.77,1.91,0.94,1.78,0.02,4.01,0.03,3.11,3.29,5.59,0.69,1.99,4.14,4.16,0.42,1.35,0.44,2.1,2.85,2.23,1.16,1.16,5.5,5.37,0.59,1.74,3.11,1.85,0.11,3.98,2.82,0.33,2.9
March,,,,,2.26,1.13,3.22,1.18,3.02,1.54,1.12,4,0.58,0.41,1.12,2.36,2.61,4.41,1.3,0.58,1.2,2.04,2.01,2.96,1.07,4.54,1,0.39,2.36,3.9,0.62,2.23,4.45,2.22,4.98,0.93,3.08,2.65,1.04,4.68,2.9,1.25,2.44,1.28,1.51,0.56,0.36,2.68,2.69,0.15,1.26,1.26,1.84,3.13,2.43,1.1,3.78,4.21,0.3,0.94,3.1,3.06,1.59,0.98,0.22,0.95,1.2,8.21,1.17,1.36,1.4,3.84,3.06,0.57,3.91,1.43,0.77,2.6,1.17,3.55,2.97
April,,,,,2.4,2.08,1.72,0.82,1.1,1.87,2.71,0.84,1.17,0.16,1.77,2.35,0.52,3.23,1.08,3.08,1.12,2.42,1.69,3.04,0.9,1.5,0.85,3.2,1.86,1.11,1.22,1.39,0.08,2.05,1.02,0.84,0.56,1.19,1.35,1.43,3.41,0.89,3.01,2.99,2.49,2.09,2.91,2.02,1.88,0.71,2.09,2.18,2.02,1.57,1.63,3.1,1.23,2.13,0.11,2.11,1.47,2.03,1.72,0.65,1.87,0.61,2.46,2.29,1.62,1.52,1.78,2.51,1.64,2.16,0.02,0.67,1.41,0.24,0.49,1.94,2.52
May,,,,,0.68,2.68,2.75,1.91,1.63,1.53,1.65,1.98,0.54,0.93,1.52,0.32,0.19,2.12,3.51,0.92,1.29,0.85,2.02,2.23,2.96,0.24,2.96,1.89,1.42,1.16,1.54,0.6,2.79,2.06,1.51,2.53,1.42,1.93,1.84,0.81,1.51,2.27,1.03,1.48,4.21,3.15,1.31,1.07,1.35,2.35,2.22,3.19,2.39,1.66,0.68,2.02,0.51,3.28,1.13,0.99,1.47,3.29,3.72,2.41,0.15,2.33,3.55,2.07,1.85,2.2,1.25,2.71,2.47,2.78,1.37,3.49,0.55,1.89,1.95,0.83,1.77
June,,,,,2.8,2.28,0.85,0.32,3.35,3.84,2.42,2.36,0.64,0.74,1.78,1.65,1.21,2.72,1.11,1.05,2.62,0.79,2.47,1.31,0.86,1.56,1.59,1.57,0.39,3.14,2.14,1.25,3.16,0.56,0.92,0.58,0.98,1.35,0.63,0.73,2.16,0.3,0.7,0.55,1.62,0.35,2.57,1.74,2.02,1.77,0.49,2.59,2.24,0.37,1.16,3.39,1.39,0.57,0.41,2.19,0.27,2.45,0.26,0.91,1.78,3.08,3.8,2.28,1.77,0.63,1.27,0.39,1.25,1.85,2.4,2.78,2.26,2.43,2.55,0.79,1.95
July,,,,,1.98,0.38,3.09,0.86,2.97,2.04,2.08,1.9,2.77,4.69,4.49,2.34,0.64,0.16,0.14,0.86,0.96,1.92,1.34,2.12,2.63,0.47,1.04,1.06,1.09,1.69,2.64,0.12,1.7,0.23,3.04,3.44,0.96,2.55,3.59,2.17,3.93,0.28,4.08,0.85,3.49,2.93,1.6,2.04,2,1.24,1.58,3.35,1.99,1.76,0.12,0.35,3.16,4.47,1.91,3.66,2.37,1.3,1.2,1.66,2.92,1.39,1.2,1.39,1.81,0.84,5.37,1.9,0.57,3.03,3.24,7.2,2.35,4.71,2.33,1.43,3.26
August,,,,,1.43,0.89,0.87,1.74,1.89,2.21,2.91,4.69,2.35,0.63,2.73,2.19,1,2.2,1.22,0.42,1.36,2.34,3.46,3.95,3.3,2.63,0.64,1.2,1.84,2.28,1.94,0.51,5.21,1.66,3.48,1.01,3.58,4.09,1.54,2.56,1.54,1.24,2.96,1.25,2.3,2.88,0.77,3.28,2.56,1.55,2.91,3.2,1.02,0.54,2.5,2.64,0.08,1.63,2.46,2.43,0.02,3.34,3.35,1.67,1.8,2.03,4.06,1.16,2.86,1.11,3.37,4.29,1.91,1.64,2.6,0.49,2.97,2.37,2.53,1.49,5.69
September,,,,,1.4,4.37,2.79,2.46,1.09,0.89,1.39,2.56,2.89,1.83,3.29,0.27,5.94,2.08,0.73,2.33,1.03,3.21,1.37,2.75,1.58,2.31,0.85,0.68,2.42,2.16,0.15,1.05,1.9,3.03,1.97,1.77,2.74,1.62,5.77,1.31,1.59,0.71,1.55,3.26,3.23,3.5,0.52,6.69,2.04,0.41,3.27,1.5,3.21,2.18,2.59,2.93,2.08,2.13,2.01,0.82,1.81,1.17,1.59,2.99,1.78,2.73,4.73,1.35,2.93,4.44,4.21,3.77,4,2.61,2.93,1.63,5.76,3.25,4.32,0.27,5.58
October,,,,,1.01,3.66,4.22,2.83,2.68,4.33,0.84,7.27,4.4,3.14,3.74,2.61,2.53,0.93,3.42,1.67,1.82,3.19,2.05,7.08,1.95,2,5.13,8.23,6.5,6.3,4,3.83,4.52,3.02,2.04,5.25,4.79,3.71,1.33,1.85,2.94,1.13,1.74,5.06,5.33,4.22,3.15,2.11,5.72,4.05,2.52,0.51,5.74,1.81,1.85,4.67,1.16,4.49,3.4,6.07,5.84,1.04,3.39,3.62,3.5,3.72,1.5,1.1,2.45,6.48,1.06,0.86,4.68,3.32,2.36,3.77,1.61,2.49,3.3,3.48,8.32
