HIGH LANE LYME VIEW,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2736,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,,,1.80,4.47,
February,,,,,,,,,,1.03,0.29,
March,,,,,,,,,,0.98,2.55,
April,,,,,,,,,,1.13,1.97,
May,,,,,,,,,,2.60,1.67,
June,,,,,,,,,,1.40,2.44,
July,,,,,,,,,,4.33,7.08,
August,,,,,,,,,,4.32,3.66,
September,,,,,,,,,,2.08,3.35,
October,,,,,,,,,,5.40,5.39,
November,,,,,,,,,,7.18,3.85,
December,,,,,,,,,,5.80,3.09,
Total,,,,,,,,,,38.05,39.81,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.05,39.81,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,
