PORT-TALBOT-MARGAM (TWYN-YR-HYDD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS810853,Long,-3.7177,Lat,51.5542,Elevation,180,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,2.66,2.25,4.59,5.36,1.27,7.4,2.74,2.68,1.97,4.67,1.48,5.78,7.04,2.64,4.95,3.31,1.97,4.67,5.58,5.58,5.5,4.55,3.14,5.79,3.68,7.19,4.71,9.11,3.25,6.76,4.29,4.16,2.6,4.75,0.9,6.08,5.15,4.79,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,1.63,1.71,2.19,5.88,1.41,3.62,2.03,2.83,0.46,5.3,3.81,3.21,1.57,4.28,6.46,4.93,2.21,3.13,3.7,1.56,0.13,4.17,7.9,0.55,6.04,4.24,3.49,4.79,1.37,0.73,4.68,0.04,4.48,0.74,4.25,1.97,6.65,1.66,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,1.63,2.98,5.94,2.52,5.4,3.05,1.5,3.99,4.71,0.92,2.46,7.03,5.94,7.13,1.49,2.27,2.31,2.27,5.2,5.15,3.25,3.73,2.34,2.36,0.91,0.71,3.85,3.42,1.63,2.42,1.39,2.29,3.33,3.46,1.33,3.76,2.6,0.85,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,4.52,2.01,2.26,2.35,2.95,1.27,3.83,3.05,3.35,3.32,2.17,0.4,5.19,1.71,2.16,1.94,1.98,1.86,2.21,5.66,0.84,3.02,3.48,3.78,3.47,2.39,2.09,0.88,0.74,3.15,3.64,2.32,2.44,3.41,5.63,3.34,3.35,0.15,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.02,2.47,2.53,3.32,0.42,7.18,3.16,3.43,2.15,2.23,1.24,2.44,3.48,2.5,2.5,3.17,2.76,1.82,1.7,3.58,2.1,2.4,2.41,2.36,5.44,2.7,1.81,0.77,4.05,2.84,4.64,5.66,1.94,2.03,2.59,1.22,1.81,5.05,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,3.3,4.28,1.24,1.49,2.53,2.4,4.78,0.73,2.64,3.48,2.66,8.82,2.25,2.34,3.56,3,2.27,1.63,1.16,3.54,0.22,1.64,0.72,2.49,0.35,2.42,4.03,4.67,2.94,1.46,4.27,1.91,2.38,1.84,5.05,3.69,1.36,2.37,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,3.72,2.66,4.35,3.93,2.15,2.53,2.58,4.27,3.32,3.97,0.39,3.9,0.68,5.62,6.39,1.79,4.27,5.96,1,6.37,1.65,5.25,3.01,6.72,3.8,3.24,5.9,2.44,3.82,4.79,6.67,4.63,3.71,0.46,1.07,6.69,3,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,5.33,2.9,6.46,6.24,4.86,3.82,6,4.51,2.11,5.6,3.22,11.55,1.89,5.12,2.13,2.67,8.09,3.26,2.3,2.47,4.27,4.35,4.29,6.42,5.76,4.4,7.05,5.05,3.82,7.02,3.89,0.86,1.84,4.14,2.39,1.32,0.79,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,3.5,1.63,5.44,3.72,1.77,1.76,1.24,3.54,4.38,0.17,3.29,1.27,2.98,2.9,1.87,3.2,3.1,10.32,1.97,5.08,2.68,4.17,3.21,6.16,5.36,1.81,7.77,1.67,0.98,5.34,3.53,4.53,2.34,3.59,7.9,4.31,3.39,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,3.65,3.81,10.2,3.54,2.45,9.13,6.38,2.34,7.49,4.38,3.33,5.65,4.04,2.21,4.99,10.44,6.27,3.38,2.02,4.76,1.66,0.96,5.21,5.53,4.79,3.24,3.06,10.26,7.51,7.25,1.25,8.33,7,3.73,5.86,2,4.29,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
