ELY-PALACE-GDNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL539802,Long,0.260569,Lat,52.398182,Elevation,60,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1215/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,1.03,2.13,1.32,1.82,3.2,0.7,0.74,1.9,1.58,1.19,3.23,1.23,1.02,0.97,1.16,1.44,2.91,2.52,1.76,2.69,1.18,1.56,,,,,,,,,,,,,,,,,,,,,2.74,3.75,1.35,,,3.98,1.6,2.25,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,0.73,2.29,0.82,1,3.75,1.08,1.22,0.43,2.62,1.12,2.13,1.32,1.23,0.3,2.45,1.06,1.5,0.73,1.16,2.17,4.25,0.85,,,,,,,,,,,,,,,,,,,,,0.6,0.47,1.76,,,0.61,0.97,1.49,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,1.75,3.05,2.05,1.51,0.69,0.91,1.69,1.25,2.26,1.26,1.91,1.44,1.1,1.64,2.7,0.86,1.65,2.45,2.01,3.07,1.35,3.01,1.92,,,,,,,,,,,,,,,,,,,,,0.4,1.87,2.46,,1.5,0.73,0.4,0.82,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.08,0.67,1.44,1.66,1.91,1.1,2.18,1.13,1.59,0.77,1.77,0.9,2.2,2.89,1.44,1.89,1.06,0.22,1.7,0.73,0.52,1.2,1.22,,,,,,,,,,,,,,,,,,,,,0.37,1.87,1.31,,,1,1.4,1.12,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,0.75,0.35,1.45,3.66,2.2,1.14,0.71,2.98,2.66,3.11,1.56,1.48,3.11,1.07,1.78,2.75,1.75,1.36,1.97,1.27,1.68,1.81,0.85,,,,,,,,,,,,,,,,,,,,,1.93,0.74,1.37,,2.28,1.83,1.2,1.74,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,1.51,1.82,2.19,2.4,1.06,2.6,1.03,2.68,2.64,0.65,3.3,4.37,1.3,1.23,5.34,1.51,2.79,2.74,1.36,1.96,1.24,1.99,2.46,,,,,,,,,,,,,,,,,,,,,1.14,1.51,0.62,,0.65,2.82,1.12,1.97,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,2.56,1.9,1.12,1.27,1.99,1.2,1.04,1.82,4.62,2.08,0.79,1.03,2.16,3.2,3.89,3.77,0.35,3.21,0.92,2.3,4.26,1.24,2.53,,,,,,,,,,,,,,,,,,,,,1.78,1.62,3.2,,3.33,0.94,2.93,1.02,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,3.73,1.64,2.99,2.67,1.91,2.65,1.49,2.38,3.09,2.02,2.13,0.95,1.69,2.36,2.25,2.09,1.78,8.2,2.27,2.1,2.61,2.57,3.96,,,,,,,,,,,,,,,,,,,,,1.62,2.79,0.25,,1.18,2.06,1.81,1.81,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,0.52,4.62,3.28,0.32,2.75,0.57,1.23,0.68,3.03,1.54,3.22,0.86,0.78,1.52,2.23,1.14,1.89,1.69,1.9,0.96,1.25,1.44,1.97,,,,,,,,,,,,,,,,,,,,,2.58,1.72,0.67,,1.17,1.33,3.2,1.12,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,2.19,3.08,1.18,2.45,2.27,2.43,2.09,1.59,4.85,1.39,1.91,3.33,2.46,1.06,3.52,1.79,1.82,1.96,2.71,2.13,1.19,1.53,3.55,,,,,,,,,,,,,,,,,,,,,2.49,3.67,1.81,,3.53,1.15,2.47,2.07,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,3.07,0.82,1.16,1.6,2.45,2.16,1.47,1.26,2.25,1.19,1.84,3.6,2.54,0.99,0.5,1.98,2.73,2.46,1.75,2.44,2.61,2.37,1.38,,,,,,,,,,,,,,,,,,,,,2.36,3.12,5.67,,2.73,1.47,2.88,0.35,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,1.53,2.89,1.34,2.34,1.27,2.3,2.44,1.26,1.24,1.69,0.91,2.8,2.61,1.8,3.4,4.12,3.68,2.28,0.77,4.87,3.32,2.59,0.7,,,,,,,,,,,,,,,,,,,,,2.88,1.24,1.74,,2.01,1.01,0.97,1.93,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,22.6,22.62,22.02,21.32,24.01,17.15,18.99,30.56,19.9,21.65,26.12,22.5,20.01,28.32,25.51,22,30.98,20.61,24.75,24.89,25.18,22.95,,,,,,,,,,,,,,,,,,,,,20.89,24.37,22.21,,,18.93,20.95,17.69,23.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942 Jan Feb Apr estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
