"HOLFORD, DYTCHE SCHOOL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR8524,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,2.21,2.89,,,,,,,,,
February,,0.15,2.14,7.26,,,,,,,,
March,,1.37,2.25,,,,,,,,,
April,,0.90,2.70,,,,,,,,,
May,,1.91,0.55,,,,,,,,,
June,,0.55,0.79,,,,,,,,,
July,,0.41,2.90,,,,,,,,,
August,,1.27,3.53,,7.16,,,,,,,
September,,1.60,1.33,,,,,,,,,
October,,0.78,1.42,,,,,,,,,
November,,2.06,1.54,,,,,,,,,
December,,1.69,4.82,,,,,,,,,
Total,,14.90,26.86,,,,,,,,,
Calc annual,0.00,14.90,26.86,7.26,7.16,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,NaN,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
