SHERINGHAM-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TG1599942229,Long,1.2125818,Lat,52.933981,Elevation,150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1450/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,,,2.14,1.17,0.83,1.33,2.46,2.48,3.63,2.41,3.62,1.23,1.44,3.11,4.37,2.16,2.38,2.1,1.46,4.82,1.42,1.1,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,,,2.56,0.57,1.69,0.75,2.36,2.64,2.4,0.45,0.65,1.43,2.02,1.14,0.96,1.81,2.05,2.96,2.55,1.01,0.94,3.31,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,,,0.7,2.32,2.16,1.59,0.56,0.41,2.57,0.34,1.82,1.97,3.05,1.28,0.49,0.69,2.02,0.88,4.5,0.72,1.15,0.32,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,,,2.74,2.88,0.64,2.18,2.51,0.95,2.39,0.52,1.91,1.27,0.94,0.45,1.01,1.81,2.48,1.11,1.87,1.14,2.45,1.77,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,,2.32,4.03,3.42,2.06,1.64,0.71,1.57,1.74,1.98,0.76,1.48,1.81,2.96,2.1,1.52,2.82,1.94,0.76,3.85,1.79,1.91,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,,0.66,2.32,0.26,1.79,0.88,2.25,2.64,1.38,1.25,1.52,0.26,0.95,1.4,1.93,2.22,1.82,2.54,2,2.24,0.96,2.63,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,,3.92,1.99,4.07,1.7,0.65,0.92,4.77,2.93,1.42,2.25,2.75,2.75,2.34,0.84,1.88,1.9,4.43,1.66,1.42,0.95,6.85,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,,2.06,4.6,0.88,0.67,1.84,0.8,1.17,0.93,1.49,1.34,1.04,3.7,1.37,1.4,1.33,3.8,4.86,0.34,3.18,1.45,2.77,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,,4.65,0.83,1.89,2.21,1.63,4.28,2.68,1.87,2.46,1.22,1.28,0.47,1.86,2.4,4.92,1.29,2.92,0.94,1.74,1.05,2.58,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,,1.31,1.04,4.3,2.63,1.64,2.73,1.81,1.63,2.48,4.5,3.16,3.23,3.18,2.25,3.18,2.01,2.4,0.3,2.69,3.4,1.08,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
