WISBECH-QUEENS-ROAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF461093,Long,0.158801,Lat,52.661738,Elevation,10,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,1.53,1.53,2.63,1.85,1.05,0.75,1.9,1.72,0.75,1.5,1.79,2.82,1.13,1.54,1.15,1.8,3.08,0.65,0.75,1.54,1.56,0.94,3.14,1.35,0.84,0.77,1.82,1.91,2.56,2.4,1.57,2.48,1.19,2.34,2.35,3.34,1.94,2.1,2.74,1.5,2.07,0.78,2.88,1.68,3.19,1.4,1.55,2.03,0.95,1.32,0.87,2.14,2.7,2.87,2.27,4.1,1.56,2.22,2.51,,,,,,,,
February,,,,,0.53,3.49,0.13,0.61,2.33,1.64,0.69,0.04,2.11,2,1.14,0.17,0.79,2.22,0.72,0.91,3.6,1.14,1.16,0.62,2.48,0.8,1.99,1.15,1.32,0.41,2.21,1.14,1.26,0.44,0.76,2.35,3.76,0.81,1.25,2.71,0.74,0.39,2.35,3.1,1.09,1.69,1.72,2.2,1,0.36,0.86,2.18,0.27,1.64,0.53,1.4,2.18,2.79,0.73,0.46,1.97,2.4,0.94,,,,,,,,
March,,,,,0.82,0.85,1.76,1.37,2.6,1.5,2.25,0.74,0.55,0.35,0.8,1.66,1.96,2,1.08,0.6,0.52,1.56,0.86,2.26,1.45,2.03,1.69,1.01,1.6,4.55,0.6,1.86,2.24,2.13,2.67,1.07,4.31,1.62,0.78,2.35,2.18,1.16,2.13,2.33,0.61,1.33,0.24,1.66,1.35,0.2,1.26,0.48,1.27,2.16,1.26,0.4,0.58,2.72,0.3,1.64,1.79,3.12,1.74,,,,,,,,
April,,,,,1.23,1,1.47,1.18,1.44,2.14,0.45,0.71,1.9,0.14,1.4,1.47,0.7,1.04,1.34,1.46,1.25,1.78,1.11,1.58,0.47,1.55,1.01,2.7,2.69,1.64,1.9,1,0.19,1.66,0.89,0.42,1.25,1.86,2.17,2.44,3.39,1.62,2.26,1.08,1.99,1.76,2.14,2.02,1.39,0.7,2.18,2.49,2.71,1.09,1.82,2.45,1.9,2.64,0.29,1.82,1.65,0.97,0.49,,,,,,,,
May,,,,,0.85,2.5,2.66,1.62,0.83,3.92,2.48,2.81,1.45,1.13,1.88,0.71,0.46,0.74,2.52,2,1.67,1.12,2.75,2.38,1.75,1.02,1.27,2.43,1.41,1.31,2.84,0.66,1.98,2.4,0.92,1.42,2.02,1.04,2.1,0.49,2.03,1.13,1.32,1.44,3.81,2.35,2.32,0.68,1.7,1.32,3.54,2.61,3.71,1.24,0.6,0.66,1.21,3.56,1.95,0.81,0.96,2.33,2.36,,,,,,,,
June,,,,,2.25,1.92,0.83,0.36,1.4,1.15,2.43,1.4,2.05,1.6,2.32,1.16,1.93,2.01,1.86,1.42,2.13,0.77,3.47,2.08,0.52,3.69,2.54,1.69,1.12,4.07,0.99,2.11,4.08,0.9,2.02,0.88,2.31,2.59,0.5,1.19,2.17,0.67,1.48,0.57,1.83,0.32,3.44,3.33,3.01,0.91,1.3,1.66,0.96,2.19,0.83,2.58,2.88,1.35,0.96,2.07,0.31,0.83,,,,,,,,,
July,,,,,4.46,0.63,5.3,0.98,3.75,2.73,2.42,3.17,2.65,2.8,3.43,1.18,1.7,0.52,1.1,2.06,1.48,1.59,1.76,4.37,1.94,0.92,0.37,2.32,2.44,3.47,3.66,0.13,4.81,1,1.23,3.88,1.93,2.01,3.63,3.6,2.73,0.23,4.95,3.6,2.67,2.31,1.49,2.45,2.37,3.59,3.48,3.89,2.76,1.41,1.68,1.01,5.88,2.79,1.48,2.41,2.39,3.16,,,,,,,,,
August,,,,,1.96,1.29,1.85,2.58,2.5,2.34,1.96,3.84,2.15,1.71,2.05,2.4,2.3,3.2,2.77,1.24,3.5,1.86,3.3,3.73,2,1.92,2.19,2.03,2.34,2.58,2.49,2.19,6.98,0.63,1.98,1.82,5.8,5,1.34,2.45,1.45,1.65,1.94,2.35,1.42,2.31,1.25,2.75,1.16,0.77,2.62,3.68,2.63,0.74,1.63,0.85,0.86,1.42,1.27,1.66,0.42,3.78,,,,,,,,,
September,,,,,2.52,3.7,1.03,2.32,1.08,2.66,0.41,0.75,3.35,0.72,1.24,0.65,4.1,3.34,0.3,4.82,0.55,0.97,1.44,3.17,2.06,3.45,0.92,0.56,1.01,1.12,0.75,2.08,1.91,1.48,0.75,1.03,2.03,1.66,5.88,1.7,2.48,1.13,2.85,2.18,2.73,2.3,1.98,3.11,0.77,0.37,3.54,3.55,2.7,2.24,1.29,2.69,1.43,1.46,2.07,1.37,0.5,0.49,,,,,,,,,
October,,,,,1.33,4.85,4.5,2.15,0.52,3.53,1.02,4.77,5.45,2.69,2.52,2.5,3.7,1.07,2.63,2.57,2.07,1.5,1.74,4.9,1.24,1.26,3.59,2.3,1.05,3.18,1.6,1.66,2.04,3.43,1.95,1.35,1.91,3.18,2,1.48,0.82,1.71,0.83,2.81,4.5,2.24,2.18,2.09,2.96,2.68,0.76,0.69,3.03,2.41,1.59,2.46,1.46,1.58,2.14,2.95,1.63,2.42,,,,,,,,,
