GATEHOUSE CALLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NX600549,Long,-4.183127,Lat,54.86922,Elevation,87,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,2.65,8.48,4.81,4.39,7.46,2.76,10.84,5.2,2.28,1.87,0.93,3.74,7.76,9.88,4.87,5.01,4.89,3.94,3.6,6.01,2.73,4.55,1.62,4.3,2.82,2.73,2.81,3.85,5.97,8.64,2.73,4.05,5.92,4.48,4.1,5.52,2.93,3.67,3.13,2.98,2.64,4.78,7.99,4,4.75,5.01,3,6.89,6.71,7.17,,,,,,,,,,
February,,9.31,5.49,1.69,2.35,2.19,6.36,3.92,3.68,2.4,5.4,5.74,5.52,5.19,8,5.46,3.29,1.86,1.9,3.34,1.2,0.48,2.24,6.39,7.35,1.44,2.63,3.83,4.72,3.13,5.01,2.07,5.26,6.5,5.03,3.54,3.13,2.51,3.33,2.29,4.29,5.24,3.58,2.06,5.37,6.81,4.53,1.21,6.94,1.34,4.21,,,,,,,,,,
March,,2.3,4.23,3.61,3.57,1.57,5.02,3.35,2.26,1.29,2.92,5.88,4.13,2.59,5.08,5.9,5.11,2.39,2.15,3.56,3.34,2.76,1.23,2.5,1.98,4.37,4.6,7.53,0.99,4.39,0.5,2.46,5.7,6.53,4.42,4.8,3.14,4.05,4.91,3.7,1.99,1.24,6.18,4.99,6.16,2.29,1.52,2.79,2.02,5.53,5.53,,,,,,,,,,
April,,5,1.15,0.49,2.12,1.43,2.75,3.64,3.09,1.12,3.05,2.06,5.5,2.89,1.82,4.22,1.76,2.52,1.71,2.71,1.52,4.23,1.24,1.74,2.07,2.5,1.92,3.98,3.61,4.75,4.75,4.64,2.55,2.23,3.79,3.59,1.86,3.34,2.05,4.11,3.88,4.19,1.25,3.77,1.62,3.7,4.41,1.97,0.56,2.78,,,,,,,,,,,
May,,0.77,3.16,2.96,1.04,2.91,0.3,4,3.39,2.44,2.7,3.81,1.48,2.98,3.73,2.8,5.15,1.88,2.97,3.59,2.98,2.51,5.98,2.44,3.89,0.15,0.7,2.4,4.31,5.25,5.5,1.84,4.44,3.49,3.03,1.84,6.17,5.1,3.44,2.74,2.78,2.82,1.81,5.01,1.89,1.18,5.47,3.66,2.28,1.45,,,,,,,,,,,
June,,2.67,8.11,2.01,1.01,4.33,4.15,4,2.91,6.21,3.68,5.13,4.04,2.44,0.89,1.74,1.46,0.51,1.84,0.9,6.07,1.77,3.35,1.35,4.21,1.51,3.97,5.04,2.02,3.56,6.07,4.8,3.52,2.73,1.75,1.95,2.36,5.85,3.34,3.09,2.47,2.87,7.51,2.79,1,1.09,2.4,2.66,2.08,4.31,,,,,,,,,,,
July,,3.67,3.63,6.35,3.28,2.62,2.08,4.7,0.51,5.96,3.57,4.52,7.02,2.57,5.59,3.89,3.51,3.56,4.55,4.06,4.18,1.51,2.79,3.6,3.29,5.42,7.63,1.48,0.8,3.76,5.76,1.21,4.37,4.19,3.43,3.29,2.14,2.11,4.68,4.06,3.88,2.21,2.58,0.87,3.13,4.27,4.22,1.63,4.82,0.82,,,,,,,,,,,
August,,4.73,5.45,5.36,6.94,2.69,4.38,6.78,3.24,5.56,0.85,3.75,5.27,6.32,1.57,2.86,4.67,3.39,4.03,4.79,3.74,7.69,7.13,5.31,4.03,7.3,2.49,6.64,6.95,1.18,6.7,7.33,4.55,4.83,5.84,5.2,3.41,5.08,5.43,2.74,8.17,2.07,4.3,1.8,4.53,2.9,3,7.17,4.68,4.19,,,,,,,,,,,
September,,2.4,7.32,4.55,3.96,7.24,4.63,2.06,3.89,6.78,3.87,4.2,4.66,5.82,5.35,9.91,5.82,5.36,2.38,3.42,4.24,4.92,4.62,2.75,0.28,1.04,5.32,3.63,4.78,6.45,4.71,5.35,4.41,4.75,3.47,3.47,1.18,0.88,4.84,2.41,1.37,2.95,3.31,3.21,1.51,1.44,2.61,4.17,6.85,3.9,,,,,,,,,,,
October,,4.86,4.53,6.21,7.8,5.78,6.87,8.56,4.78,3.23,1.45,3.69,5.6,5.32,4.32,5.59,5.72,2.26,1.88,4.77,2.92,6.82,3.85,4.5,7.14,4.81,4.01,2.68,4.13,4.03,6.66,10.65,4.05,7.52,3.16,4.78,5.34,7.12,2.83,4.46,3.74,4.15,6.15,3.33,2.62,5.02,7.98,9.09,5.77,2.77,,,,,,,,,,,
November,,4.57,5.8,2.84,6.92,6.3,4.83,10.33,1.44,1.39,5.61,7.76,7.36,7.54,2.94,4.14,5.3,4.32,6.72,3.85,12.09,5.64,4.34,2.97,5.42,5.05,2.4,5.38,4.77,5.75,6.58,5.71,7.25,4.32,3.01,5.1,3.58,4.14,3.65,1.82,6.24,5.92,4.6,5.96,6.69,3.22,5.56,5.69,5.56,2.73,,,,,,,,,,,
December,,5.14,8.92,1.82,3.4,3.47,9.59,8.39,1.73,2.33,4.89,5.1,4.61,5.5,6.11,3.64,7.17,4.28,5.52,3.54,2.56,9,3.23,6.27,5.88,3.94,7.72,8.98,6.18,6.11,6.24,5.5,5.45,4.77,3.2,2.97,3.91,3.85,6.1,4.84,7.81,9.2,6.16,3.76,6.72,8.02,5.44,3.28,8.72,9.7,,,,,,,,,,,
Total,,48.07,66.27,42.7,46.78,47.99,53.72,70.57,36.12,40.99,39.86,52.57,58.93,56.92,55.28,55.02,53.97,37.22,39.59,42.13,50.85,50.06,44.55,41.44,49.84,40.35,46.12,54.38,47.11,54.33,67.12,54.29,55.6,57.78,44.61,44.63,41.74,46.96,48.27,39.39,49.6,45.5,52.21,45.54,45.24,44.69,52.15,46.32,57.17,46.23,,,,,,,,,,,
