"ROCHDALE (LORD STREET)",,,,,,,,,,,,
Grid ref,SD885108,Long,-2.175220,Lat,53.593647,,,,,,,
Station no,2861/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,5.05,5.38,1.69,4.29,2.93,4.92,4.45,4.28,3.89,5.79,,
February,3.15,1.37,2.50,3.25,2.09,1.24,3.01,6.70,0.56,2.78,,
March,5.31,2.88,2.25,2.95,1.93,1.59,4.04,2.62,2.14,1.01,,
April,2.61,3.93,3.00,0.77,2.25,2.76,0.50,1.40,3.65,2.43,,
May,1.95,2.12,2.33,3.01,3.92,1.72,1.95,3.68,1.91,1.90,,
June,0.83,3.93,3.74,3.48,3.22,2.63,2.21,5.19,3.79,1.63,,
July,3.52,2.30,5.29,5.58,1.94,6.77,5.19,3.88,3.29,,,
August,5.75,4.63,5.28,5.82,1.03,11.46,5.92,5.56,0.56,,,
September,3.09,3.66,3.67,5.83,3.16,3.42,6.42,5.53,0.34,,,
October,1.40,4.90,2.35,7.70,2.44,3.20,6.34,4.26,4.98,,,
November,8.86,2.38,4.63,6.07,2.17,1.68,2.18,1.63,4.48,,,
December,8.24,3.96,1.60,6.47,5.47,4.53,4.58,4.22,7.62,,,
Total,49.76,41.44,38.33,55.22,32.55,45.92,46.79,48.95,37.21,,,
Calc annual,49.76,41.44,38.33,55.22,32.55,45.92,46.79,48.95,37.21,15.54,,
Difference,0.00,-0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,NaN,,
