TULLAMORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IN3421525207,Long,-7.4877767,Lat,53.276318,Elevation,235,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889
January,1.76,6.09,4.08,3.58,2.15,0.35,1.14,1.95,1.48,2.44,4.04,1.39,4.44,2.79,1.78,2.05,3.3,2.41,2.29,3.53,2.81,3.43,3.45,5.22,1.54,4.62,0.95,4.04,3,1.43,1.12,0.25,2.31,4.47,,,,,,
February,1.43,1.06,3.57,0.92,1.62,0.95,1.41,0.93,1.4,1.37,0.98,1.77,1.17,1.13,0.71,2.48,2.48,2.27,1.96,2,1.82,2.14,2.41,0.82,1.16,1.44,4.24,2.19,1.4,2.86,1.31,3.91,1.33,3.27,,,,,,
March,0,3.35,0.78,1.75,1.45,1.63,0.87,1.72,2.22,3.12,2.22,2.71,2.74,2.06,2.41,1.98,2.2,2.62,2.83,1.92,2.67,1.75,2.11,3.49,1.94,0.78,3.17,3.05,1.71,1.41,2.42,1.9,3.35,0.84,,,,,,
April,2.5,1.73,1.25,2.25,0.35,0.48,1.37,2.58,3.43,2.47,1.52,0.74,3,1.31,1.13,0.72,1.17,2.39,1.06,2.24,0.98,4,2.1,2.19,1.89,0.81,2.77,3.67,1.28,1.22,2.6,0.97,3.09,2.15,,,,,,
May,1.6,1.73,1.6,0.78,4.38,1.37,3.94,1.59,2.16,0.64,3.3,0.27,3.13,1.71,1.15,3.36,1,3.36,2.34,2.21,2.12,0.45,1.87,1.72,1.55,1.72,0.59,2.13,3.47,2.41,0.89,2.53,3.7,1.79,,,,,,
June,1.78,2.75,6.3,2.45,3.65,0.91,1.64,2.48,0.48,0.82,4.99,2.85,1.94,3.13,2.53,0.87,2.62,0.86,1.96,0.68,0.69,2.71,3.99,1.12,0.69,3.01,1.37,4.92,3.99,3.27,4.09,3.47,2.46,1.89,,,,,,
July,0.88,2.67,2.35,1.75,3.32,2.54,1.51,1.16,2.28,2.22,2,5.31,2.52,0.27,0.56,2.18,0.96,3.03,1.13,1.5,1.07,6.29,2.14,3.96,3.3,1.6,1.37,2.88,1.28,3.63,7.03,1.49,4.3,3.47,,,,,,
August,2.95,3.97,2.8,0.8,1.01,2.12,1.86,0.97,1.74,2.4,3.53,4.51,2.89,3.46,1.56,2.99,2.78,3.01,4.34,1.26,1.49,1.7,3.51,4.22,3.76,1.98,3.7,3.96,4.27,4.28,1.91,3.82,1.99,4.68,,,,,,
September,1.8,1.84,0.85,1.38,0.79,0.83,2.05,2.43,2.5,3.94,1.4,4.04,1.59,2.07,3.27,0.29,4.17,1.5,2.48,3.75,2.66,1.19,2.51,2.55,3.34,4.86,3.7,2.41,3.05,4.44,2.21,2.02,2.39,4.05,,,,,,
October,1.55,3.36,1.88,4.17,1.51,1.11,2.18,1.74,2,1.32,1.18,2.38,3.46,4.33,3.94,3.66,1.47,3.59,1.96,2.49,5.54,2.29,3.85,4.62,3.25,4.49,2.54,3.18,2.68,1.49,2.11,1.9,3.2,2.56,,,,,,
November,2.84,0.83,8.58,4.35,1.37,0.74,0.74,1.08,1.42,2.77,2.3,2.38,1.82,3.11,3.26,3.87,1.5,1.01,2.33,2.84,0.65,1.44,3.59,2.3,2.49,2.94,3.31,4.19,1.47,0.6,3.3,3.72,4.4,3.89,,,,,,
December,1.86,1.08,4.26,0.94,1.78,1.39,3.03,0.59,3.14,2.35,1.93,1.18,2.61,2.05,1.68,2.47,2.71,1.4,3.88,4.04,2.36,1.7,4.15,0.91,3.61,1.59,5.76,3.28,0.4,1.05,3.18,2.44,3.51,1.97,,,,,,
Total,20.95,30.46,38.3,25.12,23.38,14.42,21.74,19.22,24.25,25.86,29.39,29.53,31.31,27.42,23.98,26.92,26.36,27.45,28.56,28.46,24.86,29.09,35.68,33.12,28.52,29.84,33.47,39.9,28,28.09,32.17,28.42,36.03,35.03,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Observer HJB Kane; probably the Engineer Henry John Bolson Kane ca 1824-1884.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Secretary to the boards of the Parsontown, Frankford River, Derrinlough and Boolinarrig drainage districts on County Offaly in the 1870s and early 1880s.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No information for location on records,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGR for the Waterways Ireland local office, Tullamore where there was a builidng in the 1837 OS map at the edge of Canal Harbour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
