"LEUCHARS AIRFIELD",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5498,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,2.74,1.63,1.93,1.36,1.05,4.07,2.92,3.47,4.19,2.04,,
February,1.35,0.07,2.09,0.12,1.17,3.53,2.89,0.47,2.22,1.02,,
March,0.90,2.23,1.27,2.83,1.12,2.33,2.61,0.48,2.06,2.84,,
April,1.76,2.30,1.19,4.62,2.57,0.52,1.86,0.08,0.88,1.06,,
May,3.07,2.67,1.23,2.25,0.83,1.28,2.37,4.31,1.31,1.12,,
June,4.53,1.13,1.17,1.59,3.35,1.56,1.93,2.50,1.41,0.26,,
July,4.41,3.20,2.89,3.15,0.78,5.33,3.64,3.26,3.13,7.13,,
August,3.39,0.36,0.66,3.06,1.67,0.96,3.42,2.12,1.92,1.06,,
September,1.15,1.58,1.68,2.42,3.06,2.93,1.10,2.93,1.69,2.18,,
October,0.97,6.21,3.07,2.33,3.65,1.12,3.54,3.52,3.51,3.53,,
November,5.09,1.35,1.69,0.73,4.05,1.74,0.52,3.39,4.24,4.49,,
December,0.70,3.03,1.16,3.11,1.91,1.57,3.19,2.55,0.82,1.39,,
Total,30.06,25.76,20.03,27.57,25.21,26.94,29.99,29.08,27.38,28.12,,
Calc annual,30.06,25.76,20.03,27.57,25.21,26.94,29.99,29.08,27.38,28.12,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,,
