SHERIFFMUIR LYNNS FARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NN814011,Long,-3.91256,Lat,56.187708,Elevation,680,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,,3.62,1.15,4.9,1.95,5.06,2.85,6.3,3.2,2.2,1.83,2.94,6.04,6.1,2.4,2.81,6.4,3.43,1.91,4.4,2.32,,4.95,4.96,,,,,,,,,
February,,,,,,,,,1.83,1.75,0.8,0.7,1.55,3.85,10.6,0.91,1.7,2.89,2.49,3.18,5.9,0.91,2.45,6.63,2.91,2.9,3.1,2.88,,1.94,3.84,,,,,,,,,
March,,,,,,,,,5.41,0.8,1.85,1.65,0.94,1.13,3.12,3.89,3.21,4.91,1.4,2.76,1.25,2.7,1.83,6.02,2.05,4.51,2.95,3.2,,3.84,2.02,,,,,,,,,
April,,,,,,3.1,,,1.26,1.93,0.85,0.4,0.98,1.18,1.62,2.51,2.03,2.13,3.58,3.76,2.53,1.95,1.37,0.9,4.45,2.3,1.38,2.53,,4.56,4.3,,,,,,,,,
May,,,,,,2.43,,,1.85,2.55,1.25,1.68,3.85,2.92,2.12,0.71,0.85,1.96,2.3,3.38,2.91,1.58,1.8,1.73,3.83,2.45,5.41,3.88,,4.05,1.82,,,,,,,,,
June,,,,,,1.58,,,2.25,0.6,2.9,0.85,4.4,2.4,2.95,3.75,4.05,5.36,3.18,2.25,3.6,3.08,2.28,2.68,1.48,1.61,1.69,4.82,,1.45,1.93,,,,,,,,,
July,,,,,,1.86,,,3.4,1.25,3.05,1.75,2.5,2.7,3.1,4.85,3.71,1.71,1.43,3.7,3.44,1.98,3.5,4.82,2.7,1.18,2.08,3.26,,3.48,4.3,,,,,,,,,
August,,,,,,2.26,,,2.95,3.9,3.2,5.7,6.6,4,5.6,8.25,2.65,5.5,4.5,1.57,4.09,4.08,3.92,5.08,4.96,4.32,5.48,4.3,,2.4,8.02,,,,,,,,,
September,,,,,,6.92,,,0.82,1.3,3.1,3.96,4.6,2.1,0.32,1.54,4.22,3.28,4.45,5.1,3.15,2.6,2.64,3.18,3.25,2.4,2.14,1.32,,1.9,1.63,,,,,,,,,
October,,,,,,2.45,,,1.55,3.1,2.4,1.5,5.1,3.71,4.1,3.82,3.75,2.16,6.38,3.27,4.58,3.97,2.28,9.25,1.5,2.64,5.04,6.72,,6.2,2.96,,,,,,,,,
November,,,,,,1.66,,,4.25,1.45,4.9,2.35,4.15,2.4,2.82,5.45,1.43,3.48,4.9,5.1,6.08,2.93,2.52,2.67,1.54,5.15,4.52,2.55,,1.25,4.25,,,,,,,,,
December,,,,,,1.29,,,2.05,1.5,0.9,4.15,1.4,4.7,3.38,5.26,5.82,5.56,5.25,3.78,6.25,4.45,5.04,2.95,4.32,3.78,2.88,4.63,,5.55,3.31,,,,,,,,,
Total,,,,,,,,,31.24,21.28,30.1,,41.13,33.94,46.03,44.14,35.62,40.77,42.8,43.89,49.88,32.63,32.44,52.31,36.42,35.15,41.07,42.41,,41.57,43.34,,,,,,,,,
