ROTHERHAM MOORGATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK434915,Long,-1.3484,Lat,53.4192,Elevation,275,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,1,2.21,2.3,2.77,2.76,1.76,1.31,2.95,1.85,1.01,2.28,1.3,3.99,1.96,1.35,0.15,0.85,3.34,3.14,3.72,1.53,4.76,1.84,1.08,1.38,2.68,1.2,1.09,1.67,1.86,3.99,0.66,2.39,0.57,2.72,2.58,1.33,0.6,2.16,1.98,0.78,2.86,1.4,1.16,0.91,2.59,0.88,3.35,3.52,1.16,2.71,0.8,3.05,2.67,3.98,2.71,1.79,3.37,0.65,1.53,2.24,2.31,1.24,4.19,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,1.39,2.4,1.62,1.59,1.68,1.53,1.58,2.14,0.88,1.31,1.14,2.29,2.11,0.96,2.38,2,4.11,1.66,2.31,1.54,2.48,0.63,0.67,1.43,1.83,0.93,0.09,2.63,2.84,2.8,0.19,0.72,2.87,0.93,1.75,3.89,1.11,1.48,1.73,3.31,0.92,2.63,1.57,1.93,0.59,2.64,1.4,1.81,1.04,1.3,3.46,4.79,0.56,1.69,2.14,2.29,0.19,2.55,4.59,0.82,3.09,1.38,1.3,2.49,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,0.6,1.76,2.5,1.52,1.73,2.18,0.9,1.98,1.99,1.14,0.8,3.33,2.64,0.68,1.12,2.12,3.94,1.43,0.99,1.49,1.25,2.76,1.4,2.94,3.2,1.7,1.55,1.38,0.56,0.8,1.8,2.18,2.8,1.32,0.91,0.37,1.82,1.31,2.92,1.92,2.35,1.43,1.31,2.9,3.4,0.57,0.81,2.55,2.83,2.06,1.24,5.3,2.81,1.08,3.05,1.84,0.91,1.41,1.35,0.99,0.58,0.63,2.23,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,1.43,1.13,2.78,1.93,1.61,0.31,2.56,3.88,0.51,1.68,0.59,1.61,3.55,1.68,2.9,1.28,0.89,3.57,3.03,2.01,1.79,1.27,1.05,1.85,3.22,0.73,2.13,1.45,0.39,2.8,2.33,1.02,1.42,2.38,1.64,0.67,1.32,2.7,1.44,1.72,2.11,0.39,1.48,2.23,1.27,2.06,0.82,0.13,3.41,1.09,0.96,0.85,3.24,1.22,1.27,4.13,0.74,3.09,1.93,1.42,2.32,1.25,1.83,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,3.29,0.76,2.3,0.73,5.44,0.73,1.56,2.1,1.96,1.15,1.43,0.6,3.22,3.31,2.81,2.27,1.76,2.02,1.36,0.93,1.56,6.11,1.74,0.62,4.08,2.88,2.96,3.17,2.55,1.72,0.87,0.57,0.88,2.53,2.19,1.44,1.5,2.58,2.75,2.76,0.55,1.49,3.66,2.1,1.37,2.2,1.06,3.44,1.75,1.63,1.7,2.48,1.85,2.34,0.93,2.22,1.05,0.56,2.64,3.43,3.34,2.36,1.19,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,1.03,3.44,2.06,0.4,0.87,1.82,3.98,4,1.24,0.82,2.54,3.23,2.18,2.46,3.56,4.01,1.95,3.6,2.36,1.22,2.7,0.92,0.26,1.77,0.54,1.93,2.17,3.53,1.26,2.14,3.52,2.24,2.04,1.25,2.22,2.6,1.3,1.63,1.69,0.28,2.8,2.31,3.18,1.44,3.69,2.9,2.45,4.16,0.46,2.46,2.1,1.16,1.98,0.69,0.77,2.61,0.36,0.87,0.52,1.98,0.1,3.04,2.72,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,1.74,4.26,2.31,0.25,0.11,0.51,2.87,6.55,1.74,1.63,4.67,1.37,3.37,0.69,3.66,5.47,1.57,3.23,1.99,2.67,0.55,3.66,1.89,4.6,1.2,2.25,1.66,2.45,3.57,2.84,4.61,1.12,0.74,2.4,1.79,2.52,3.27,1.7,1.71,2.02,1.68,1.16,1.83,1.89,2.97,2.48,0.09,5.58,1.44,3.41,4.39,1.44,0.7,3.22,3.52,3.98,0.23,3,5.78,2.28,0.82,2.17,2.56,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,3.46,2.78,3.41,2.01,1.83,1,1.35,1.8,1.99,2.61,4.87,1.37,4.54,6.62,3.5,2.03,4.95,1.91,0.9,1.53,3.47,1.68,1.59,2.3,2.6,2.78,2.39,1.96,1.68,2.08,1.71,1.77,2.42,3.5,0.86,5.08,0.81,3.97,3.26,3.48,2.8,1.39,1.63,2.31,2.5,2.95,1.65,5.14,1.95,1.58,2.29,1.58,4.52,1.55,2.69,0.75,4.5,5.25,2.27,2.48,2.61,3,5.19,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,0.19,3.86,1.99,3.3,3.59,0.99,5.37,3.08,1.61,1.77,2.34,4.02,3.55,1.97,1.69,4.37,2.37,2.17,4.85,0.93,1.9,0.89,1.89,1.16,1.75,1.42,2.08,2.13,1.22,0.51,0.77,4,1.78,0.37,2.88,0.58,0.84,1.15,2.99,1.06,1.26,0.72,0.39,1.1,2.53,0.24,1.84,1.16,2.79,1.29,0.82,1.21,0.7,6.02,2.28,1.19,0.59,1.95,1.89,2.58,2.16,0.94,3.67,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,4.37,3.2,2.2,2.59,1.23,6.41,2.26,4.59,1.56,2.46,4.54,2.25,1.9,2.57,1.05,6.97,3.32,5.13,3.36,1.1,5.81,4.34,2.19,0.6,3.21,1.1,3.14,5.41,1.56,3.97,2.98,2.74,0.98,2.85,2.78,2.45,1.86,2.75,5.42,0.6,1.52,5.25,4.97,0.88,2.39,2.04,1.68,2.11,3.74,2.29,1.53,2.34,2.92,1.05,2.56,1.77,1.47,0.92,1.41,3.01,2.64,2.03,1.92,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
