"ROTHERHAM MOORGATE GRANGE",,,,,,,,,,,,
Grid ref,SK434918,Long,-1.348412,Lat,53.421220,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.58,1.33,0.60,2.16,1.98,0.78,2.86,1.40,1.16,0.91,,
February,3.89,1.11,1.48,1.73,3.31,0.92,2.63,1.57,1.93,0.59,,
March,0.37,1.82,1.31,2.92,1.92,2.35,1.43,1.31,2.90,3.40,,
April,0.67,1.32,2.70,1.44,1.72,2.11,0.39,1.48,2.23,1.27,,
May,1.44,1.50,2.58,2.75,2.76,0.55,1.49,3.66,2.10,1.37,,
June,2.60,1.30,1.63,1.69,0.28,2.80,2.31,3.18,1.44,3.69,,
July,2.52,3.27,1.70,1.71,2.02,1.68,1.16,1.83,1.89,2.97,,
August,5.08,0.81,3.97,3.26,3.48,2.80,1.39,1.63,2.31,2.50,,
September,0.58,0.84,1.15,2.99,1.06,1.26,0.72,0.39,1.10,2.53,,
October,2.45,1.86,2.75,5.42,0.60,1.52,5.25,4.97,0.88,2.39,,
November,2.18,2.99,2.05,1.18,1.20,3.19,3.07,2.30,1.05,0.31,,
December,3.63,5.88,2.04,1.01,1.16,0.40,3.24,1.64,1.78,4.79,,
Total,27.99,24.03,23.96,28.26,21.49,20.36,25.94,25.36,20.77,26.72,,
Calc annual,27.99,24.03,23.96,28.26,21.49,20.36,25.94,25.36,20.77,26.72,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,,
