"WYRESDALE, QUERNMORE 9HIGH CROSS MOOR) OLD GAUGE BASIN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD541576,Long,-2.701916,Lat,54.012361,Elevation,963,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,5,2.85,5.3,2.8,1.7,2.35,4.65,2.2,4.25,3,4,2.75,3.7,1.06,5.33,6.55,5.22,1.65,2.3,5.2,5.25,3.2,6.27,2.61,5.56,2.45,7.23,1.65,5.3,4.95,5.71,4.9,4.67,3.07,4.58,4.82,4.67,8.42,3.44,6.29,4.27,3.65,5.72,4.95,11.59,1.73,6.73,6.42,6.31,4.33,5.93,3.03,4.89,3.85,8.98,5.1,2.8,1.21,5.3,8.35,7.6,4.97,4.65,4.4,9.3,4.75,3.1,5.56,5.2,3.1,6.3,2.82,,5.4,4.6,3.4,7.4
February,,,,,3.55,3.25,1.6,2.5,1.95,2.55,1.35,0.55,2,4.5,5.35,2,2.04,3.63,3.26,2.24,5.11,2.05,1.8,3.97,4.07,2.25,4.71,1.74,3.17,3.15,7.09,4.1,2.91,2.58,3.07,4.52,3.6,1.25,5.56,1.38,3.75,0.45,5.86,4.37,0.8,5.55,5.07,3.36,5.97,1.19,0.27,5.23,0.09,5.55,0.19,7.31,3.06,7.55,3.05,4.56,1.92,6.53,2.1,3.38,2.55,6.14,5.76,1.01,2.87,3.1,5.4,4.7,1.6,2.24,4.08,2.91,,3.7,7.68,1.6,5.6
March,,,,,2.95,3.6,4,2.5,3.25,3.6,4.3,0.6,0.75,2.09,3.07,5.1,5.76,5.6,1.65,2.74,0.72,3.5,3.35,4.22,2.9,3.38,4.26,4.72,3.55,2.85,0.85,1.53,6.77,4.6,4.5,2.47,1.23,2.57,2.23,5.09,5.37,5.42,2.63,1.5,1.8,1.87,3.3,4.63,3.57,1.33,3.65,0.67,2.51,2.65,3.03,1.81,3.05,1.52,2.01,2.2,5.2,3.6,3.1,1.84,1.1,4.47,1.4,6.5,3.88,2.1,2.8,5.8,3.1,1.08,3.34,1.21,,3.7,2.3,3,2
April,,,,,1.4,2.25,2.45,2.2,2.45,2.05,1.6,1.4,1.35,0.25,2.11,3.02,2,3.1,3.53,4.39,2.81,2.25,2.09,2.28,4.34,3.96,1.71,1.5,2.56,3.7,2.22,3.58,0.75,4.64,1.02,2.22,2.91,1.52,1.49,2.21,5.58,2.06,2.2,3.02,2.37,3.55,3.82,2.67,2.14,1.37,2.03,2.72,3.32,2.67,3.5,3.3,1.02,4.44,1.1,3.9,3.98,2.25,2.2,3.82,3.95,3.49,2.37,4.5,2.46,6.13,3.25,3.55,3.75,2.8,1.49,3.94,,1.1,2.2,3,4.1
May,,,,,3.3,2.05,4.6,2,1.15,4.15,2.3,1.1,5.2,1.6,3.24,1.03,0.64,2.63,3.42,3.94,2.4,1.31,3.73,4.44,2.72,1.05,6.78,4.27,3.95,2.5,2.82,1.69,2.19,2.72,3.34,1.82,3.71,1.71,2.52,2.47,6.73,3.69,2.93,3.97,4.57,4.03,2.58,2.08,1.12,2.7,1.53,2.17,5.17,3.1,5.33,1.78,2.3,2.5,4.48,1.1,1.67,3.8,4.5,4.4,4.07,4.19,2.36,2.9,1.4,2.25,2.09,2.63,3.19,2.68,3.1,,3.6,3.65,6.2,3.4,3.2
June,,,,,1.25,2.95,2.3,0.45,1.35,1.6,4.3,0.3,3.05,1.5,4.22,3.17,4,4.55,3.34,2.06,4.54,2.36,1.49,2.04,1.81,2.24,4.46,10.15,3.62,2.81,1.75,4.05,5.93,3.51,1.45,0.69,2.78,2.88,2.43,2.08,3.56,0.74,3.06,1.5,5.27,1.05,3.71,4.22,9.27,2.17,2.92,7.03,1.19,2.64,3.81,5.15,4.08,4.5,6.3,4.63,1.03,0.98,1.3,4.45,5.35,5.86,4.6,3.88,6.6,1.09,4.63,1.55,6.23,3.45,5.66,,3.74,2.7,4.7,4.9,2.6
July,,,,,6.75,2.3,6.25,3.65,8,3.15,3.95,3.1,1.7,3.1,4.8,7.71,4.85,1.77,0.95,2.6,3.3,3.1,4.91,4.6,3.2,3.8,4.11,4.78,5,9.09,3.07,1.32,5.83,2.02,4.66,4.52,3.41,1.65,5.63,2.02,6.95,2.69,7.25,7.1,3.75,3.1,6.6,3.75,5.59,4.28,4.6,6.45,8.43,5.1,3.42,3.45,7.85,4,7.1,10.2,6.1,1.7,6.22,4.3,5.1,5.21,7.3,5.79,4.3,5.7,5.37,4.55,3,7.02,9.54,,5.5,5.8,4.1,5.5,9.5
August,,,,,2.6,2.7,2.65,1.9,3.7,7.3,6.6,11.07,7.3,2.3,6.41,6,4.4,5.55,7.14,2.6,6.09,3.65,3.55,8.95,3.75,4.52,5.49,7.4,5.25,3.24,9.83,4.44,6.87,3.51,3.8,4.82,3.07,6.23,5.11,6.04,3.09,6.91,6.08,6.03,7,5.05,4.72,7.67,7.62,8.43,8.64,4.65,2.21,3.51,6.69,3.1,4.68,3.13,4.2,2.8,3.95,7.8,6.2,9.98,3.85,3.32,9.19,0.22,4.3,4.1,9.05,5.45,8.22,6.5,8.09,,14.45,5.1,5.9,0.5,6
September,,,,,4,6.9,5.6,5.2,3,3.55,4.9,5.65,7.1,4.5,0.83,1.13,6.23,4.34,2.26,6.61,4.17,2.1,1.63,6.13,2.27,4.7,2.23,1.22,7.3,3.25,0.72,3.65,1.69,3.72,2.85,0.85,3.86,4.75,10.69,3.91,3.78,2.76,5.1,6.5,7.22,5.22,6.39,8.65,3.65,4.11,3.54,3.87,7.33,2.01,5.85,8.85,5.97,4.9,2.9,2.5,8.7,2.45,5.3,6.5,9.2,5.2,9.53,5.2,7.41,2.07,9.5,5.7,5.85,7.9,8.34,,3.7,10.1,6.2,1.3,4.8
October,,,,,4.25,6.25,6,2.8,2.25,4.35,3.1,3.75,6.1,7.85,3.9,5.73,4.3,2.32,4.67,3.65,7.03,4.45,4.06,10.64,4.07,4.2,8.63,6,1.41,7.07,3.51,4.44,4.45,2.71,1.18,1.19,7.76,6.35,5.45,3.29,1.84,3.8,1.72,7.54,5.65,6.65,3.97,5.2,7.22,9.09,9.22,4.54,7.76,6.42,7.45,9.21,6.15,2,16.98,2.13,5.63,8.3,10.1,5.97,7.4,6.32,0.59,0.76,5.6,7.53,5.5,1.98,4.47,3,13.15,,4.3,8.4,5.8,5,3.7
November,,,,,1.7,3.8,4.3,3,4.95,2,5.7,5.2,3.6,3.18,4.1,3.45,1.72,5.8,7.02,4.1,4.5,3.25,3.6,4.4,3.7,5.53,4.53,5.47,4.46,2.39,3.72,6.71,4.75,5.45,4.36,1.98,3.74,6.48,2.49,2.91,3.67,2.34,2.97,6.64,4.45,3.03,6.33,5.19,8.1,9.1,6.05,8.12,5.33,2.15,1.5,5.08,6.19,1.9,6.4,7.1,7.16,3.18,1.6,4.97,7.49,0.61,7.52,6.75,5.3,6.35,7.45,10.1,3.19,6.2,9.23,,1.8,2.4,2.5,6.4,8.8
