NEWCASTLE & GATESHEAD W.W. SWINBURN WOODFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NZ240640,Long,-1.626637,Lat,54.970047,Elevation,500,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,1.49,4.22,1.36,1.02,3.1,3.06,2.67,1.37,2.36,2.04,2.97,2.76,2.14,5.43,1.06,4.5,4.05,0.94,0.58,0.48,1.28,3.23,5.03,1.58,5.83,1.33,1.35,1.06,2.64,1.74,1.88,1.85,2.75,5.18,1.55,1.89,1.46,3.3,5.12,2.01,1.74,,,,,,,
February,,,1.63,1.22,2.12,2.26,2.51,3.56,3.39,3.38,1.47,1.78,2.61,1.17,1.12,1.45,1.9,3.24,1.39,2.23,1.17,4.43,1.96,1.18,1.33,0.99,2.09,0.79,1.73,1.39,1.87,0.16,3.66,5.55,5.63,2.64,0.7,3,1.73,1.25,4.88,2.71,1.33,,,,,,,
March,,,2.92,1.58,2.63,0.98,4.04,1.6,2.52,1.36,2.84,1.27,4.54,2.11,1.53,2.24,2.87,4.35,0.68,3,2.08,4.4,0.98,1.72,1.47,1.78,2.38,2.03,4.93,2.83,1.99,3.58,1.26,0.34,1.91,3.5,3.63,4.22,2.97,1.3,2.42,3.02,3.6,,,,,,,
April,,,1.53,1.66,1.38,1.08,2.84,5.21,3.75,2.61,1.23,3.41,2.08,0.75,2.36,0.64,1.63,2.38,1.87,1.49,2.22,1.65,1.95,1.07,1.63,2.18,2.02,1.52,1.93,4.24,1.08,1.73,1.46,0.69,1.8,1.17,1.47,1.49,2.38,3.83,2.39,1.39,1.38,,,,,,,
May,,,1.97,1.93,1.6,2.98,1.75,2.18,1.22,2.62,1.13,0.51,2.03,1.9,1.2,0.49,2.13,3.79,4.36,2.61,1.22,2.93,0.23,1.74,2.02,3.1,3.81,1.78,0.77,1.28,2.11,2.24,3.85,1.98,3.2,0.62,1.02,1.36,1.67,4.43,2.24,2.72,3.13,,,,,,,
June,,,3.89,3.77,1.82,0.5,1.78,1.25,0.55,1.82,1.8,2.18,2.42,1.97,1.28,1.81,3.94,1.65,2.4,5.47,1.54,1.44,2.72,2,0.33,0.99,2.4,0.31,2.28,0.44,2.7,1.07,4.69,2.07,3.9,1.58,2.27,3.89,1.91,1.28,4.95,2.01,2.38,,,,,,,
July,,,2.19,1.57,0.42,3.21,1.04,3.4,0.5,0.38,1.11,2.72,4.98,3.14,2.11,5.1,1.34,3.47,0.56,3.46,3.75,3.54,4.16,4.49,3.8,1.21,3.51,1.83,4.42,3.84,3.91,3.89,2.2,3.35,2.82,4.8,2.94,1.69,1.02,3.7,2.45,2.65,3.58,,,,,,,
August,,,3.48,1.99,0.87,2.42,4.17,2.57,1.3,1.75,2.32,3.77,2.88,2.54,2.4,1.77,1.08,5.54,3.51,3.49,2.06,6.02,3.29,2.65,1.22,3.29,2.24,2.8,2.31,3.44,4.93,5.97,5.09,2.85,3.33,4.18,1.61,3.32,3.17,1.38,5.96,3.14,2.64,,,,,,,
September,,,1.55,2.78,2.29,0.72,4.72,2.09,1.51,5.31,1.35,3.85,4.13,2.58,3.49,2.58,4.23,4.13,2.08,1.77,4.81,4.25,1.72,3.6,2.05,1.94,3.14,4.56,1.15,1.16,1.69,3.12,3.55,2.63,0.87,0.73,3.4,3.13,1,3.43,1.61,1.17,1.4,,,,,,,
October,,,1.96,4.39,5.23,6.72,1.18,1.2,4.99,1.65,4.36,2.89,6.87,2.62,2.54,3.39,2.86,2.01,3.06,1.54,2.67,3.96,3.66,3.02,1.48,3.09,5.63,1.82,1.26,4.77,2.22,2.38,5.16,1.49,3.93,4.3,4.13,1.75,6.48,2.36,6.55,2.74,3.34,,,,,,,
November,,,0.93,2.3,2.05,2.84,4.18,0.38,2.3,3.22,1.72,1.76,3.42,1.41,2.7,4.2,3.32,4.27,5.06,2.16,3.74,1.55,3.96,1.34,1.74,3.15,4.39,4.03,7.11,0.9,4.56,2.21,1.56,3.32,1.07,2.78,1.96,2.27,3.28,2.14,5.52,5.2,1.83,,,,,,,
December,,,1.39,2.84,2.9,1.29,2.53,3.15,4.47,3.89,3.87,3.13,5.12,1.82,4.93,5.06,7.73,1.49,3.14,1.37,3.53,4,4.29,2.33,2.97,1.69,4.27,3,1.11,1.2,1.4,4.24,1.57,1.64,1.82,2.88,5.78,2.96,3.08,5.02,3.8,3.56,5.45,,,,,,,
Total,,,24.93,30.25,24.67,26.02,33.84,29.65,29.17,29.36,25.56,29.31,44.05,24.77,27.8,34.16,34.09,40.82,32.16,29.53,29.37,38.65,30.2,28.37,25.07,24.99,41.71,25.8,30.35,26.55,31.1,32.33,35.93,27.76,33.03,34.36,30.46,30.97,30.15,33.42,47.89,32.32,31.8,,,,,,,
