MORECAMBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SD431645,Long,-2.871051,Lat,54.073271,Elevation,24,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,2.68,0.68,3.45,4.3,4.3,1.77,2.01,3.86,5.33,2.17,4.95,2.72,4.94,3.04,6.03,1.86,3.5,4.88,2.6,4.37,2.85,2.17,4.1,4.8,3.8,6.02,3.43,4.27,3.72,2.99,4.16,3.94,9.33,1.8,5.1,4.75,4.68,3.11,4.57,1.77,3.52,2.34,5.07,3.83,2.28,0.51,3.78,5.61,4.58,3.51,3.99,3.42,6.93,2.13,1.69,4.13,3.89,2.01,3.34,2.06,3.06,4.06,4.02,2.44,5.64
February,,,,,,,1.51,2.44,2.5,2.34,3.09,1.35,1.02,3.42,4.06,1.91,2.87,2.42,2.72,3.49,7.14,4.81,2.92,2.57,3.49,4.37,2.98,1.53,3.66,1.46,2.48,0.26,3.95,4.64,0.67,4.44,4.59,2.79,4.98,0.93,0.26,3.79,0.05,3.41,0.15,4.85,1.38,5.1,1.43,2.7,1.72,3.9,1.59,2,1.4,3.89,3.13,0.78,2.12,2.02,4.03,2.99,1.07,1.06,3.17,2.42,0.26,3.16,5.31,1.34,3.48
March,,,,,,,5.73,4.4,0.89,1.79,0.49,3.21,2.41,4.54,2.99,2.72,3.34,4.84,3.27,3.4,1.44,1.58,7.99,4.27,4.05,1.67,1.27,1.85,1.57,4.66,4.77,3.5,2.02,0.97,1.82,1.28,1.53,3.15,2.88,0.87,1.91,0.47,2.75,3.01,2.06,1.29,1.71,1.65,1.28,1.66,3.59,2.37,2.07,1.09,0.5,2.44,0.89,5.48,2.2,2.09,2.18,3.86,2.34,0.49,2.36,1.11,1.07,2.5,1.61,2.05,1.46
April,,,,,,,1.87,2.17,2.35,3.46,2.2,1.62,1.39,1.76,3.5,3.28,1.53,2.28,2.65,3.51,2.35,2.82,0.69,5.7,0.95,2.43,2.23,1.22,1.14,1.57,4.22,1.34,1.66,2.96,1.6,2.56,1.56,2.03,1.6,1.39,1.84,1.9,2.82,2.06,3.29,2.96,0.48,3.17,0.34,2.33,1.9,1.17,1.61,2.29,3,1.67,1.21,3.82,1.27,3.35,2.55,1.64,3.27,2.98,1.04,2.51,1.16,0.49,1.41,2.17,3.12
May,,,,,,,0.38,1.65,2.36,2.48,2.34,0.82,2.7,3.19,2.93,1.36,5.3,5.47,3.95,1.99,1.53,1.69,1.56,2.18,2.13,1.41,3.51,2.28,2.56,1.55,3.91,2.28,2.44,2.59,5.3,4.86,2.3,1.92,1.13,1.98,1.08,1.92,5.11,2.76,4.29,1.34,1.97,2.08,3.58,0.82,1.79,2.84,2.83,4.05,2.91,2.63,1.21,3.59,1.34,2.47,1.02,1.47,2.34,1.84,2.62,3.11,2.2,3.06,3.86,2.02,2.18
June,,,,,,,2.52,3.56,2.26,1.38,2.57,1.48,0.79,1.88,1.33,2.36,2.42,8.09,2.59,1.98,2,2.5,5.43,1.99,1.02,0.86,2,2.67,1.97,1.51,1.97,0.34,2.73,0.7,2.51,0.45,2.87,3.17,6.31,1.44,1.28,6.79,2.39,2.01,1.55,3.77,3.18,2.91,4.14,3.59,0.37,0.36,1.06,2.11,2.9,3.79,3.29,2.95,5.16,0.36,2.14,1.28,4.35,1.54,4.2,3.56,1.7,1.88,3.54,4.24,1.24
July,,,,,,,4.29,0.94,0.26,3.35,2.22,1.83,3.19,3.53,1.37,1.49,2.11,4.24,3.71,6.81,3.97,0.92,4.97,1.27,4.17,3.79,1.97,1.07,4.29,0.72,4.78,1.22,4.44,4.08,3.13,3.15,3.98,3.61,4.32,2.91,3.15,4.53,4.86,3.74,1.94,1.55,2.93,1.94,4.26,5.88,3.38,1.02,3.73,4.66,3.05,2.47,4.49,3.51,1.82,3.76,3.36,2.24,1.35,3.87,4.63,1.78,4.37,3.28,2.57,3.68,5.71
August,,,,,,,3.08,3.95,5.47,1.31,4.8,2.87,2.9,5.89,2.59,5.27,4.49,4.04,5.73,3.66,6.48,3.85,5.56,1.85,2.59,3.5,6.45,8.19,3.5,4.09,2.16,6.73,4.49,5.85,3.61,3.22,3.54,6.66,6.15,5.44,5.51,3.87,1.36,2.75,3.93,2.96,2.98,2.27,2.47,1.81,1.2,3.6,4.11,6.39,2.9,0.79,4.35,0.58,4.19,2.97,6.19,3.75,4.15,3.45,4.66,1.63,9.71,4.23,3.7,0.33,5.25
September,,,,,,,5.7,4.29,1.5,4.29,2.01,0.94,1.15,6.83,2.22,3.33,1.09,0.88,5.17,3.02,0.44,4.44,1.72,3.4,3.01,0.57,2.72,3.27,9.13,2.01,2.53,1.87,3.76,4.11,5.2,3.83,3.99,6.81,2.72,2.57,2.23,2.53,4.41,0.76,4.4,8.38,6.3,2.66,1.32,1.41,4.33,1.25,3.82,4.73,5.1,3.83,5.87,3.54,5.12,1.34,7.57,3.42,3.35,4.33,7.45,2.9,2.74,5.82,4.48,0.6,3.82
October,,,,,,,4.27,2.18,4.09,2.93,7.05,3.83,4.32,9.12,3.22,3.23,6.98,5.77,2.31,7.75,2.47,5.49,5.11,3.38,2.1,0.97,5.8,5.41,4.02,2.52,1.16,2.64,0.94,6.55,4.06,4.42,3.78,3.19,5.44,5.23,7.61,3.51,5.24,5.68,6.05,6.1,2.95,1.91,8.67,0.97,5.49,6.43,4.21,5.16,4.45,4.85,0.4,0.27,2.39,5.3,4.03,1.1,3.49,1.8,8.72,2.09,3.43,6.57,4.84,3.77,2.96
November,,,,,,,1.62,5.13,3.8,2.96,3.63,4.15,2.82,3.97,3.14,4.08,4.36,4.67,5.82,2.11,5.99,5.8,5.71,4.09,4.65,1.77,3.1,4.29,2.09,2.42,1.95,2.35,2.02,5.25,2.16,2.29,6.13,4.38,6.57,8.03,4.7,7.62,3.16,1.79,1.47,4.53,5.36,1.73,5.88,4.84,4.7,1.96,0.87,3.38,6.09,0.08,5.95,5.32,3.55,4.45,4.87,7.14,1.96,5.2,6.56,1.87,1.48,1.53,1.53,4.17,7.74
December,,,,,,,4.93,5.4,3.52,2.84,5.08,4.17,3.45,3.85,3.77,1.29,4.09,5.89,4.46,10.7,4.83,7.7,4.26,2.52,5.34,6.5,2.7,1.92,6.97,5.49,2.89,4.8,4.62,4.39,6.08,2.48,1.36,1.1,3.68,7.11,4.34,3.74,2.83,0.67,5.28,2.87,5.77,2.46,4.4,2.47,4.45,1.67,4.84,1.82,3.11,2.82,4.91,2.1,2.9,5.76,2.27,8.56,4.3,2.35,4.69,4.71,4.11,4.38,3.64,7.79,4.5
Total,,,,,,,38.58,36.79,32.45,33.43,39.78,28.04,28.15,51.84,36.45,32.49,43.53,51.31,47.32,51.46,44.67,43.46,49.42,38.1,36.1,32.21,37.58,35.87,45,32.8,36.62,33.35,36.5,46.36,39.86,35.97,39.79,42.75,55.11,39.7,39.01,45.42,39.66,31.75,38.98,42.37,38.53,30.22,42.84,32.31,35.2,27.08,34.52,43.29,39.99,32.77,39.69,35.36,38.99,36,41.9,41.58,35.86,30.92,53.44,29.75,35.29,40.96,40.51,34.6,47.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904 May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
