"CHESTER LEAD WORKS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR4022,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.93,0.46,2.06,2.92,2.71,1.14,3.41,3.20,0.90,,,
February,1.37,3.10,1.78,2.03,2.76,2.41,0.93,0.32,0.92,,,
March,1.16,2.69,1.62,1.17,3.09,1.46,1.67,1.09,1.53,,,
April,1.13,0.88,3.59,0.79,0.92,1.55,1.54,0.61,1.01,,,
May,2.88,1.58,2.16,1.09,0.94,1.38,6.74,1.83,0.59,,,
June,2.01,1.98,3.95,2.94,2.06,2.34,2.09,1.42,2.06,,,
July,6.66,1.55,3.52,1.86,4.08,1.05,2.60,2.20,5.82,,,
August,2.04,3.86,2.53,1.64,1.05,1.36,0.93,1.49,3.62,,,
September,2.13,1.83,1.80,5.07,1.95,3.30,3.18,2.94,1.03,,,
October,4.66,2.50,2.45,3.41,1.13,5.63,4.27,2.56,0.92,,,
November,2.64,2.31,4.13,2.62,2.17,2.89,2.54,1.06,4.20,,,
December,5.03,2.54,4.32,1.24,1.99,0.90,3.77,1.87,1.72,,,
Total,32.64,25.28,33.91,26.78,24.85,25.41,33.67,20.59,24.32,,,
Calc annual,32.64,25.28,33.91,26.78,24.85,25.41,33.67,20.59,24.32,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,,
