CAWTHORNE CANNON HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE273084,Long,-1.589226,Lat,53.5715,Elevation,350,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,1.6,4.3,2.14,1.74,2.5,3.87,3.6,3.44,3.29,1.26,1.85,3,3.02,1.83,5.24,1.23,3.82,1.81,2.57,2,2,1.63,3.44,4.5,3.26,5.6,1.93,4.01,2.25,3.37,3.73,2.74,2.42,2.72,6.11,1.2,1.59,2.32,3.44,0.54,2.42,1.84,4.27,,3.12,3.25,5.75
February,,,,,2.15,4.07,5.35,0.76,3.07,2.42,2.9,0.07,2.59,5.39,1.47,4.26,2.21,0.92,3.98,0.6,0.96,3.32,0.44,5.44,0.23,3.49,3.6,4.99,0.75,1.2,2.36,3.9,0.67,1.59,1.44,1.5,4.43,2.84,1.7,1.36,4.86,3.38,0.87,1.91,2.9,3.13,1.13,,5,0.12,2.29
March,,,,,2.82,0.7,5.3,2.82,1.09,4.15,2.57,1.25,1.99,2.07,1.16,0.99,1.19,2.31,2.38,0.16,3.39,0.58,1.41,2.16,3.13,0.9,2.36,3.09,0.22,2.5,1.96,4.53,1.93,0.96,0.35,0.65,1.49,5.66,0.89,0.86,1.45,3.71,2.03,1.45,2.36,2.71,0.99,,2.25,1.22,2.3
April,,,,,0.9,0.95,1.24,2.49,1.13,1.77,4.28,0.98,3.9,2.24,1.75,2.7,1.57,3.69,0.79,1.29,2.71,4.16,2.32,1.07,2.58,2.32,1.27,2.44,0.15,1.39,2.75,1.78,1.31,1.68,1.66,2.09,1.27,2.92,1.88,2.86,2.87,1.34,1.9,2.41,0.32,0.53,2.92,,0.54,4.54,1.04
May,,,,,1.35,1.75,2.65,2.71,3.12,1.19,4.54,1.01,0.87,3.17,3.06,4,2.98,1.57,2.29,1.33,1.17,2.45,6.19,1.83,1.09,0.44,0.95,2.83,2.79,2.18,1.18,1.66,2.76,2.29,2.07,4.87,1.58,3.17,1.32,1.6,2.29,6.25,2.11,2.33,3.37,2.86,0.62,,2.85,0.9,1.94
June,,,,,2.24,0.57,2.78,2.49,1.12,0.8,2.69,0.14,1.12,0.8,2.28,0.14,2.93,2.58,2.79,1.49,1.78,4.51,0.14,1.12,1.71,2.31,4.23,0.99,2.04,2.43,0.47,0.64,0.96,1.15,1.94,2.49,4.05,2.5,2.87,0.48,0.23,0.85,1.21,2.77,1.17,1.96,2.77,,4.68,2.21,0.75
July,,,,,2.39,4.39,1.25,0.76,3.23,3.59,5.21,0.73,3.74,3.15,2.53,0.91,3.11,2.64,0.46,2.14,6.78,3.5,2.75,1.93,1.19,0.59,3.02,2.01,2.56,5.04,3.54,1.64,1.97,0.81,2.23,1.6,2.55,1.26,1.07,4.42,2.02,2.72,1.64,3.19,1.88,0.54,5.11,,4.91,1.43,3.42
August,,,,,1.75,3.45,1.8,4.06,1.69,2.78,1.44,4.21,7.79,2.53,2.03,2.27,2.87,5.87,2.96,2.51,3.47,4.89,2.29,0.56,0.84,1.82,0.98,0.35,2.72,1.61,0.46,2.61,3.18,2.7,2.27,2.59,4.18,0.29,4.57,1.5,4.77,4.46,1.53,2.87,5.54,0.62,6.3,,2.12,0.53,4.3
September,,,,,1.53,0.87,1.37,0.93,7.84,1.52,1.67,1.05,3.64,1.61,3.12,2.25,1.63,4.38,0.35,0.49,4.59,3.78,1.13,2.37,1.85,4.18,2.58,1.38,2.09,1.08,1.31,0.3,1.17,3.27,3.8,0.99,4.26,1.13,1.25,1.1,3.25,1.27,2.33,1.93,2.51,1.01,3.66,,2.62,0.06,2.9
October,,,,,2.13,1.38,4.21,4.12,1.54,3.16,2.59,1.42,0.94,1.32,3.75,3.15,3.29,2.96,4.39,2.76,3.01,0.78,3.8,3.43,1.76,4.96,2.56,2.97,4.81,2.75,3.99,3.36,2.15,1.22,2.98,4.26,1.28,0.85,1,2.93,1.1,1.66,4.39,1.76,3.6,1.89,1.5,,1.81,1.91,7.53
November,,,,,4.27,2.36,3.64,1.87,1.59,2.04,1.61,2.07,1.31,4.43,2.33,2.56,5.19,3.99,3.76,4.99,3.04,3.11,1.4,1.84,2.05,5.18,3.98,2.01,2.92,4.4,5.93,3.3,1.38,2.45,4.78,0.27,5.27,2.44,1.36,4.49,4.57,8.56,1.62,2.23,5.41,0.87,0.77,,0.72,3.79,4.45
December,,,,,6.13,7.68,2.43,1.97,3.62,4.17,2.91,4.55,3.83,2.72,2.94,3.67,1.21,2.2,1.72,6.42,2.25,0.91,0.82,0.54,3.63,2.93,2.69,2.43,2.88,1.95,1.94,0.86,1.44,1.27,2.94,1.72,2.79,2.86,2.44,3.59,1.66,4.15,3.08,1.42,3.37,3.02,3.84,,3.98,4.61,3.56
Total,,,,,29.26,32.47,34.16,26.72,31.54,31.46,36.01,20.92,35.01,30.69,28.27,29.9,31.2,34.94,31.11,25.41,36.97,33.8,25.26,24.29,22.06,30.75,31.66,29.99,27.19,32.13,27.82,28.59,21.17,22.76,30.19,25.77,35.57,28.64,26.46,26.39,30.66,40.67,26.15,24.81,34.85,20.98,33.88,,34.6,24.57,40.23
