COWBEECH-PUMPING-STATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ611150,Long,0.29022,Lat,50.911988,Elevation,100,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,547/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,,2.47,2.88,2.13,2.65,0.95,4.25,5.37,4.3,6.28,2.07,4,2.77,5.54,1.86,1.94,2.61,1.96,4.8,1.36,1,4.07,2.54,1.17,1.52,3.68,5.3,2.41,3.79,2.99,2.32
February,,,,,,,,,,,,1.89,0.18,1.72,0.08,3.92,1.74,5.16,0.75,1.26,1.85,3.2,0.63,1.43,0.97,1.67,2.76,2.54,1.21,1.42,5.02,6.36,1.06,1.19,2.51,1.61,0.49,4.72,2.64,0.02,2.48
March,,,,,,,,,,,,0.36,1.12,2.12,3.13,0.45,1.14,4.08,0.6,1.58,2.64,2.75,3.16,0.29,0.02,1.19,1.38,6.59,0.77,1.17,1.42,4.15,2.72,0.22,3.4,1.21,0.47,1.54,1.43,2.32,2.71
April,,,,,,,,,,,,3.19,1.9,1.16,2.13,3.29,1.83,2.57,0.56,2.15,1.28,1.5,1.04,1.67,1.27,1.2,1.37,1.73,1.04,1.53,1.89,2.13,1.4,1.73,0.43,0.32,1.29,0.25,1.13,2.23,0.99
May,,,,,,,,,,,,1.9,2.62,1.43,0.42,1.45,0.66,2.07,2.47,1.2,1.9,2.21,2.62,2.27,0.84,2.25,2.74,1.88,1.95,1.34,1.07,2.24,1.31,1.6,1.8,4.9,0.66,0.86,2.24,0.71,1.52
June,,,,,,,,,,,,1.31,1.19,1.44,1.23,2.18,3.23,1.48,0.56,1.03,0.41,1.81,0.24,1.43,1.12,1.46,2.62,2.17,1.7,0.79,0.8,1.49,0.86,1.71,2.61,2.04,2.75,0.77,4.14,0.56,1.77
July,,,,,,,,,,,,3,3.78,1.71,1.46,0.13,4.09,1.17,1.78,2.16,3.08,2.7,2.01,1.65,1.84,3.44,1.75,1.98,1.73,0.39,2.01,1.91,0.66,3.38,3.99,0.53,3.64,4.17,2.78,1.48,3.18
August,,,,,,,,,,,,3.43,0.57,0.76,2.39,4.38,0.81,1.66,1.71,1.63,0,4.32,2.17,1.02,2.87,1.51,6.02,0.04,4.9,1.15,3.8,4.98,3.12,2.45,3.56,1.32,3.03,2.5,4.24,0.92,4.64
September,,,,,,,,,,,2.82,1.71,2.35,3.93,1.26,5.39,2.31,2.3,4.07,0.61,2.51,0.91,2.53,1.64,2.22,2.29,2.93,1.38,2.4,1.82,2.8,3.55,3.51,4.13,2.69,2.65,3.03,3.8,3.45,0.18,2.1
October,,,,,,,,,,,2.27,0.67,8.29,1.85,1.97,4.45,1.33,3.41,4.6,7.18,3.96,1.19,3.65,2.01,4.24,2.8,0.97,0.66,2.25,7.81,1.09,3.14,3.14,2.8,2.6,5.07,1.3,1.41,3.78,3.09,7.7
November,,,,,,,,,,,5.67,4.33,1.31,1.28,3.62,6.83,4.66,1.59,3.75,6.19,7.08,4.3,1.38,2.16,5.21,0.33,4.79,1.53,2.11,4.05,6.48,5.31,4.53,2.33,5.47,1.29,0.72,3.24,2.57,5.42,6.99
December,,,,,,,,,,,3.26,1.01,0.47,1.03,8.4,4.13,3.1,3.88,3.39,1.16,2.46,1.95,2.93,2.22,2.21,3.61,3.21,2.85,2.88,1.62,2.55,2.66,4.1,0.69,1.88,3.56,4.39,2.13,3.95,8.18,4.01
Total,,,,,,,,,,,,25.27,26.66,20.56,28.74,37.55,29.15,34.74,28.54,32.43,29.24,30.84,25.13,23.33,24.67,23.69,33.15,25.31,27.74,24.45,29.93,41.99,28.95,23.4,32.46,28.18,27.07,27.8,36.14,28.1,40.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930 Aug estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
