GREAT-SALING-GROVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL702253,Long,0.472431,Lat,51.900249,Elevation,290,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR4291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,2.5,1.05,0.73,0.73,2.12,2.14,0.65,0.7,,1.15,,1.07,,1.26,2.13,0.37,0.64,1.81,1.97,0.51,3.28,0.79,,0.81,1.34,0.8,2.61,2.73,1.03,2.55,1.3,1.12,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,-999,0.48,1.55,1.82,0.96,0.06,1.66,3.06,,0.74,,2.79,,1.18,2.7,0.68,1.02,0.57,3.09,1.03,2.01,0.43,,0.51,2.2,0.89,0.98,0.64,1.89,2.78,3.23,0.53,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,-999,1.07,2.9,1.41,2.1,1.62,0.72,0.35,,1.48,,2.8,,0.86,0.9,2.26,1.2,2,1.44,2.02,1.5,0.78,,2.34,1.13,2.14,2.95,1.37,4.16,1.15,3.76,1.66,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,1.62,1.32,1.98,2.21,,0.84,1.63,0.06,,1.04,,1.05,,1.89,0.66,1.59,0.78,2.01,0.85,1.32,0.55,1.84,,2.01,1.49,0.85,0.12,1.77,0.8,0.65,1.17,1.65,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,-999,1.42,0.69,4.11,1.04,2.2,1.36,0.98,,0.88,,1.04,,2.37,0.6,1,1.66,3.02,1.26,0.78,1.23,2.01,,1.29,1.87,1.96,0.88,1.47,1.45,1.9,2.16,1.23,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,-999,0.33,1.88,0.44,2.38,1.47,3.12,0.4,,0.36,,1.97,,0.75,2.18,1.18,3.27,5.3,1.02,2.31,1.79,1.66,,3.38,1.9,2.17,2.18,1.17,1.2,0.55,2.79,0.85,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,2.07,0.71,4.16,1.84,6.01,2.98,2.3,1.88,,3.17,,0.83,,3.72,1.09,2.4,1.3,4.06,2.19,1.27,0.56,1.38,,2.94,1.31,0.45,1.43,1.58,1.9,3.72,0.86,2.38,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,1.47,1.11,3.8,2.51,1.74,2.52,2.94,2.7,,1.9,,1.52,,0.47,2.15,1.26,3.55,3.39,1.16,2.16,0.74,1.71,,2.12,2.4,0.63,4.33,0.56,0.62,1.4,3.63,4.49,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,0.93,2.57,1.36,2.35,0.56,1.04,2.07,1.08,,0.54,,2.49,,2.66,0.81,1.25,1.38,2.16,1.65,1.24,1.24,0.47,,2.06,0.95,1.13,2.62,1.39,0.94,1.72,1.25,1.27,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,1.38,1.32,3.27,1.6,3.46,3.66,2.58,,2.01,,0.63,,1.76,1.34,1.95,1.37,4.69,0.87,0.77,3.38,2.62,,3.29,1.18,1.95,1.26,2.79,1.49,1.6,3.99,3.53,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
