"BURNLEY (QUEEN'S PARK)",,,,,,,,,,,,
Grid ref,SD849334,Long,-2.230719,Lat,53.796685,,,,,,,
Station no,2966,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.98,5.58,1.31,4.45,2.37,4.51,3.67,4.60,3.19,,,
February,3.87,1.52,1.99,3.44,2.44,1.02,3.74,7.22,0.38,,,
March,4.37,1.65,1.98,2.92,2.28,1.75,3.49,1.65,1.90,,,
April,2.34,3.27,3.37,0.74,2.41,2.60,0.31,1.13,3.23,,,
May,2.07,1.94,1.97,3.23,3.90,1.61,1.50,5.39,2.22,,,
June,1.39,2.82,2.88,2.25,2.78,2.26,2.08,4.85,3.47,,,
July,4.59,2.43,5.64,4.89,0.94,4.59,4.95,3.26,2.98,,,
August,4.99,5.70,5.29,7.04,0.83,11.52,5.56,3.83,0.73,,,
September,2.64,3.68,4.25,5.55,3.08,3.71,6.28,5.11,0.28,,,
October,1.28,5.00,2.15,7.58,2.95,2.26,5.25,3.68,,,,
November,9.08,2.08,5.38,7.23,2.47,1.60,2.29,1.69,,,,
December,9.45,4.27,1.97,6.44,5.71,5.83,5.88,3.79,,,,
Total,51.05,39.94,38.18,55.76,32.16,43.26,45.00,46.20,,,,
Calc annual,51.05,39.94,38.18,55.76,32.16,43.26,45.00,46.20,18.38,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,,
