"CRAWLEY DOWN (GRANGE HILL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,582,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.08,3.38,4.83,1.60,2.46,3.53,4.08,2.59,5.03,1.04,4.01,
February,0.56,0.71,3.05,5.75,0.78,5.10,3.03,5.40,2.00,1.08,1.91,
March,2.00,2.07,2.52,2.83,2.30,0.79,0.30,4.33,2.99,0.03,1.20,
April,3.13,1.25,3.55,2.98,3.53,3.02,3.80,2.06,2.12,0.90,1.98,
May,0.93,2.67,0.90,3.19,4.26,3.48,1.84,0.82,1.51,3.01,2.77,
June,1.42,0.05,1.40,0.39,3.81,0.13,3.76,3.94,3.04,1.46,0.64,
July,6.51,0.43,4.90,3.43,4.60,3.93,1.32,3.43,2.17,2.85,2.77,
August,1.66,1.89,3.76,2.57,3.62,2.37,2.15,6.08,3.58,3.14,3.65,
September,4.57,0.85,1.95,1.96,4.08,2.80,0.50,5.51,0.93,0.32,3.33,
October,1.64,1.35,1.24,6.99,4.02,4.50,2.65,2.66,7.83,4.89,1.63,
November,2.05,1.71,2.46,2.29,3.59,3.83,8.12,3.41,3.47,7.80,6.27,
December,3.05,1.99,4.58,3.37,5.35,3.79,0.47,4.74,4.06,10.09,3.19,
Total,31.60,18.35,35.14,37.35,42.40,37.27,33.02,44.97,38.73,36.61,33.35,
Calc annual,31.60,18.35,35.14,37.35,42.40,37.27,32.02,44.97,38.73,36.61,33.35,
Difference,0.00,0.00,0.00,0.00,-0.00,0.00,1.00,0.00,0.00,0.00,0.00,
