ASHBURTON (WEST STREET),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1699/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,6.87,7.29,13.86,6.01,4.46,8.69,6.24,11.92,0.95,1.67,,
February,7.30,0.42,3.90,0.86,5.40,5.53,3.29,2.77,3.10,11.38,,
March,5.40,4.80,1.60,0.12,2.59,3.20,13.52,2.90,1.66,3.88,,
April,1.29,3.46,1.90,3.30,1.62,2.52,6.32,3.10,2.96,2.63,,
May,2.73,8.40,7.51,0.70,3.45,6.76,3.26,3.93,2.94,3.54,,
June,2.62,0.65,1.60,4.01,4.50,3.54,3.85,2.94,0.82,1.11,,
July,1.04,2.58,3.01,4.08,2.66,1.59,2.45,1.30,2.08,5.95,,
August,6.29,4.66,3.58,4.44,2.49,6.25,1.57,4.97,2.42,5.93,,
September,0.73,3.20,4.13,3.57,4.30,7.77,2.48,2.77,3.72,5.95,,
October,1.90,3.94,6.54,8.09,7.44,3.33,1.36,4.31,11.34,1.86,,
November,3.58,1.30,3.27,12.24,1.81,13.44,3.71,2.97,6.58,10.25,,
December,5.71,9.34,4.79,5.21,10.02,7.22,3.85,10.78,2.37,4.75,,
Total,44.46,50.04,55.69,52.63,50.74,69.84,51.90,54.66,40.94,58.90,,
Calc annual,45.46,50.04,55.69,52.63,50.74,69.84,51.90,54.66,40.94,58.90,,
Difference,-1.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,0.00,0.00,,
