MOATE COOLATORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IN2390043900,Long,-7.641006,Lat,53.444857,Elevation,369,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,6138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940
January,,,,,3.07,1.64,4.07,1.54,3.33,2.39,3.82,1.77,3.75,5.53,1.72,4.53,2.4,1.67,2.76,4.13,5.12,3.54,3.16,2.92,3.4,2.86,5.12,3.31,3.84,1.97,3.37,2.27,3.08,3.03,3.87,1.45,4.14,3.56,4.6,4.53,2.71
February,,,,,4.71,1.15,2.56,2.36,2.45,1.24,4.48,3.37,3.17,1.58,4.11,3.98,3.05,2.3,3.38,1.49,2.97,0.68,3.46,3.92,0.83,4.09,2.76,2.74,3.18,4.04,0.57,2.5,0.2,3.95,0.23,3.26,1.7,4.31,1.38,2.82,3.38
March,,,,,2.75,4.53,2.42,2.87,3.36,3.19,1.99,1.57,4.58,4.06,4.14,0.67,2.16,2.58,2.12,1.99,2.82,2.8,1.92,1.4,1.08,0.53,1.39,2.83,2.97,0.52,3.8,2.43,1.08,2.93,2.93,1.68,2.07,2.66,1.18,2.37,3.16
April,,,,,1.84,1.83,1.65,2.9,1.93,5.7,2.86,2.18,0.84,4.3,1.89,2.27,3.32,1.81,1.23,1.8,2.91,1.02,2.74,2.82,3.06,3,1.33,1.48,1.55,0.92,1.3,2.85,2.03,1.64,1.41,2.9,1.79,2.53,0.11,1.83,3.2
May,,,,,2.41,1.04,3.9,3.38,3.41,1.86,2.25,2.2,1.28,4.26,2.57,0.67,3.3,2.36,2.26,2.78,3.1,2.49,1.94,1.26,3.97,4.64,2.04,1.38,1.74,2.2,2.03,3.46,1.97,1.96,1.85,1.13,1.33,2.27,3.27,0.79,2.78
June,,,,,1.65,1.23,2.19,3.66,1.01,1.95,4.54,3.97,4.46,3.16,1.85,3.13,2.83,2.13,1.53,2.72,1.48,0.2,1.27,1.47,3.15,0.88,2.42,2.5,5.75,2.4,1.58,4.38,1.2,2.89,1.94,4.85,3.63,2.59,3.46,2.12,1.11
July,,,,,2.88,1.22,3.66,2.67,2.1,3.55,3.03,4.54,3.58,1.18,3.04,4.81,2.73,3.54,4.45,1.17,4.32,3.71,3.09,2.19,4.54,2.87,4.78,3.08,1.63,3.67,3.66,3.39,3.68,2.71,1.81,0.95,7.04,3.5,5.85,4.14,2.8
August,,,,,4.4,5.55,4.39,3.55,2.99,1.27,6.05,2.52,4.79,0.83,6.12,3.7,3.65,7.8,2.8,2.57,2.45,3.14,3.7,4.57,3.66,2.2,3.24,5.18,4.23,4.15,5.69,2.9,1.06,2.34,3.6,2.79,1.73,2.22,2.42,1.75,0.89
September,,,,,3.22,1.81,1.4,1.64,4.8,2.78,0.86,2.3,0.43,3.44,1.79,2.46,2.03,2.3,5.64,2.33,1.93,1.29,3.19,3.34,6.13,2.57,2.25,4.34,2.15,1.24,3.14,2.31,4.07,1.2,5.13,5.6,4.31,5.33,2.07,2.02,1.92
October,,,,,2.25,1.31,5.86,4.52,1.55,4.58,1.4,4.7,2.47,3,1.87,4.61,7.41,5.83,3.87,1.07,2.95,2.66,1.55,4.15,3.08,2.79,3.22,2.95,5.11,4.4,4.5,1.42,3.36,2.73,4.49,3.62,2.11,1.59,6.02,1.5,5.21
November,,,,,1.86,3.05,1.71,2.25,2.47,2.48,2.76,5.23,2.9,3.39,4.42,2.8,3.81,3.46,3.07,2.41,2.67,3.93,0.89,2.81,3.55,1.92,3.46,2.02,3.92,3.68,3.85,4.51,1.8,1.43,1.6,3.82,3.18,1.11,4.65,6.66,3.49
December,,,,,2.2,1.89,2.86,3.88,3.87,4.35,3.81,5.95,4.45,3.32,5.87,5.38,3.17,2.34,5.05,6.09,2.68,3.76,3.76,2.97,5.15,2.01,1.17,2.59,3.13,5.43,3.77,2.6,4.3,2.74,4.51,2.18,2.8,2.21,2.92,2.39,4.21
Total,,,,,33.24,26.25,36.67,35.22,33.27,35.34,37.85,40.3,36.7,38.05,39.39,39.01,39.86,38.12,38.16,30.55,35.4,29.22,30.67,33.82,41.6,30.36,33.18,34.4,39.2,34.62,37.26,35.02,27.83,29.55,33.37,34.23,35.83,33.88,37.93,32.92,34.86
