EAST HARPTREE (HARPTREE HOUSE),,,,,,,,,,,,
Grid ref,ST568558,Long,-2.621021,Lat,51.299675,,,,,,,
Station no,1969/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,4.85,5.37,0.94,2.92,4.37,6.17,,,,,,
February,7.05,0.84,2.97,5.02,3.54,0.58,,,,,,
March,5.31,4.92,1.37,4.78,1.63,1.97,,,,,,
April,5.22,2.74,4.11,0.66,2.10,1.69,,,,,,
May,3.80,4.36,2.55,3.96,4.83,0.72,,,,,,
June,0.76,4.43,2.71,5.48,3.89,3.11,,,,,,
July,2.57,0.93,6.18,4.59,0.15,3.29,,,,,,
August,6.41,6.26,4.14,3.79,0.80,4.92,,,,,,
September,2.95,4.54,5.07,6.32,3.04,5.33,,,,,,
October,0.89,5.72,3.06,5.64,2.02,2.57,,,,,,
November,10.81,5.10,3.34,8.85,5.78,0.90,,,,,,
December,3.64,3.74,1.41,3.95,5.85,4.26,,,,,,
Total,54.26,48.95,37.85,55.96,38.00,35.51,,,,,,
Calc annual,54.26,48.95,37.85,55.96,38.00,35.51,0.00,0.00,0.00,0.00,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
