BIRMINGHAM SEWAGE WORKS SALTLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP105888,Long,-1.846767,Lat,52.497007,Elevation,292,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2481/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,2.91,3.17,0.7,2.58,,,,,,,,,,,,,,,,,,1.55,3.16,0.81,3.36,3.54,2.86,5.89,2.65,2.91,2.79,4.93,2.62,1.81,2.23,1.65,4.2,1.39,0.77,2.61,2.68,1.09,1.08,2.1,3.6,1.11,2.17,3.25,5.84
February,,,1.15,0.73,1.57,3.07,,,,,,,,,,,,,,,,,,2.76,0.28,2.42,2.8,3.49,0.76,1.44,2.6,2.65,1.34,1.59,1.55,2.34,2.59,1.4,1.34,0.75,4.73,2.78,0.65,1.29,2.63,2.05,0.85,2.81,4.44,0.2,2.41
March,,,3.22,3.88,1.89,0.55,,,,,,,,,,,,,,,,,,2.05,2.04,0.62,1.91,2.76,0.44,1.58,1.43,2.45,1.8,0.88,0.33,0.73,0.68,6.21,1.08,1.46,1.2,3.84,2.34,1.46,2.68,3.16,1.08,2.13,2.01,1.45,1.76
April,,,0.21,3.01,0.85,0.98,,,,,,,,,,,,,,,,,,0.63,2.27,3.11,2.01,3.11,0.17,1.84,4.6,1.74,1.35,0.92,1.99,0.96,2.1,2.32,1.37,2.13,2.02,2.47,2.73,2.36,0.63,1.09,1.33,0.21,0.87,3.41,1.13
May,,,2.02,2,1.31,1.87,,,,,,,,,,,,,,,,,,1.22,0.75,1.23,1.64,2.24,1.85,1.04,3,2.95,3.09,3.46,0.51,2.71,2.91,2.39,2.18,3.06,1.66,3.48,2.69,2.35,2.36,5.35,0.59,1.46,2.36,1.07,1.04
June,,,4.24,1.19,2.19,0.49,,,,,,,,,,,,,,,,,,1.99,0.79,2.66,3.38,0.61,2.13,1.66,0.52,0.8,0.19,1.84,1.27,2.77,3.08,1.25,2.95,0.31,1.9,1.23,1.6,1.82,3.76,2.9,1.95,0.87,4.1,0.86,2.96
July,,,3.75,1.09,3.69,5.81,,,,,,,,,,,,,,,,,,1.94,1.25,0.34,5.64,2.42,2.63,5.25,2.38,3.56,2.15,0.83,2.25,2.8,1.21,3.52,1.66,2.99,2.46,0.84,1.76,3.24,4.1,0.7,3.29,3.12,3.54,1.63,2.91
August,,,5.76,0.75,1.46,1.53,,,,,,,,,,,,,,,,,,1.02,1.93,2.05,0.69,0.93,4.49,2.63,0.54,4.43,3.01,1.78,2.55,1.57,5.12,0.64,4.27,1.58,2.87,4.28,3.76,2.42,3.55,0.43,5.04,4.28,2.42,2.81,3.32
September,,,0.66,1.52,0.81,0.61,,,,,,,,,,,,,,,,,,0.56,2.28,3.79,2.7,2.02,2.26,0.95,0.7,0.36,1.29,1.81,2.85,1.2,3.62,1.2,2.36,1.13,3.89,2.79,1.64,2.1,1.32,1.68,2.15,4.36,3.43,0.1,5.82
October,,,2.25,2.32,1.37,1.5,,,,,,,,,,,,,,,,,,3.75,1.59,2.84,2.12,2.76,2.57,3.79,3.95,2.46,2.36,1.99,2.76,3.27,0.48,0.5,2.74,4.52,0.67,0.54,4.04,2.18,3.38,1.5,1.46,1.29,2.42,2.94,5.52
November,,,1.64,2.35,3.53,2.49,,,,,,,,,,,,,,,,,,0.84,2.08,5.24,2.36,1.85,2.86,3.88,6.08,3.4,1.34,1.47,4.24,0.3,5.72,1.71,1.4,3.12,4.16,6.79,2.13,1.34,5.97,2.5,0.81,1.97,1.82,4.13,4.04
December,,,3.15,1.12,5.58,4.2,,,,,,,,,,,,,,,,,,0.47,4.2,4.25,2.41,2.16,3.87,1.34,1.79,1.5,2.88,1.14,1.66,2.81,2.58,1.89,3.89,1.33,1.59,2.66,2.87,1.48,2.05,2.08,3.21,2.37,2.85,4.59,3.64
Total,,,30.96,23.13,24.95,25.68,,,,,,,,,,,,,,,,,,18.78,22.62,29.36,31.02,27.89,26.89,31.29,30.24,29.21,23.59,22.64,24.58,23.27,32.32,24.68,29.44,23.77,27.92,34.31,28.89,23.13,33.51,25.54,25.36,25.98,32.43,26.44,40.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939 total arithmetic on record incorrect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,SALTLEY S WKS ,01/01/1933,31/12/1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
