"WORTLEY (RESERVOIR)",,,,,,,,,,,,
Grid ref,SK308998,Long,-1.537219,Lat,53.494009,,,,,,,
Station no,3144,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.86,3.47,0.59,2.47,2.10,4.91,1.91,3.88,3.27,5.31,,
February,3.60,0.62,1.87,3.05,2.41,1.29,2.91,4.72,0.11,2.50,,
March,3.73,2.02,1.52,2.30,3.25,1.10,1.66,2.22,1.50,2.18,,
April,1.49,1.80,2.43,0.37,0.46,2.77,0.23,0.54,4.00,1.27,,
May,4.57,2.06,2.53,4.26,3.50,0.62,1.02,3.40,1.08,1.98,,
June,0.88,1.43,2.48,1.85,3.14,3.30,1.64,5.63,1.27,1.03,,
July,2.12,1.81,3.14,1.54,0.73,5.66,2.77,5.41,1.69,2.93,,
August,5.04,2.16,3.26,5.71,0.36,6.07,4.44,2.72,1.15,5.82,,
September,1.30,2.52,1.46,2.07,0.82,3.74,3.87,2.96,0.02,3.70,,
October,0.92,5.04,2.00,4.05,2.17,1.73,1.82,2.02,2.33,7.27,,
November,8.06,1.70,2.31,6.68,2.28,0.84,2.54,0.68,4.51,4.82,,
December,4.43,2.04,1.41,3.61,3.31,3.89,3.40,4.09,5.23,3.53,,
Total,39.00,26.67,25.00,37.96,24.53,35.92,28.21,38.27,26.16,42.34,,
Calc annual,39.00,26.67,25.00,37.96,24.53,35.92,28.21,38.27,26.16,42.34,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
