"STOKE HARTSHILL",,,,,,,,,,,,
Grid ref,SJ867458,Long,-2.199667,Lat,53.009342,,,,,,,
Station no,RR4232,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.05,2.02,1.68,2.51,2.79,1.40,5.25,1.67,1.79,,,
February,3.50,1.54,1.63,1.45,3.01,1.22,2.90,2.14,2.28,,,
March,0.82,3.02,2.25,4.65,1.80,3.69,2.67,1.90,2.92,,,
April,1.46,2.17,2.27,2.04,1.74,2.60,1.94,1.70,2.57,,,
May,1.59,1.35,3.18,2.54,2.57,0.58,3.07,3.34,2.30,,,
June,3.88,1.91,2.19,1.23,1.10,1.96,1.97,5.12,2.25,,,
July,2.77,2.75,1.96,3.58,2.04,1.91,0.54,3.37,2.84,,,
August,4.73,3.27,3.68,4.85,4.77,4.39,2.11,3.80,4.67,,,
September,1.17,1.22,1.62,5.24,1.95,1.56,1.93,0.94,3.22,,,
October,3.51,2.78,3.61,6.55,1.43,2.89,5.67,3.55,1.43,,,
November,2.58,2.89,2.25,3.14,1.84,3.50,2.65,2.40,2.73,,,
December,4.16,4.83,2.60,1.54,2.00,0.59,4.51,2.50,3.00,,,
Total,34.22,29.75,28.92,39.32,27.04,26.29,35.21,32.43,32.00,36.00,,
Calc annual,34.22,29.75,28.92,39.32,27.04,26.29,35.21,32.43,32.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,36.00,,
