"HOLMFIRTH, SNAPE RESERVOIR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE115087,Long,-1.827802,Lat,53.574777,Elevation,1075,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,7.36,6.19,5.91,3.58,4.92,2.93,4.08,6.46,7.73,7.81,3.51,4.03,4.41,6.02,9.1,4.52,7.26,3.66,10.15,2.09,2.7,4.7,3.66,2.59,4.29,3.02,5.52,4.74,5.59,5.35,6.73
February,,,,,,,,,,,1.06,6.85,0.53,4.02,0.3,7.35,1.79,5.79,2.4,4.45,2.46,5.61,1.34,4.58,2.35,7.27,8.49,5,3.81,2.93,6.62,3.24,1.26,2.7,2.79,2.35,1.39,3.84,7.23,0.37,3.26
March,,,,,,,,,,,3.51,0.81,2.97,4.51,3.63,2.45,4.71,3.63,1.91,3.73,4.27,5.72,2.9,2.22,0.68,1.8,2.09,8.31,1.55,1.41,2.65,4.84,1.99,2.81,3.27,3.38,2,3.19,2.44,1.88,2.31
April,,,,,,,,,,,3.37,5.16,5.33,1.35,3.04,3.81,2.1,2.36,0.8,3.47,3.17,1.95,2.9,3.56,2.48,3.12,2.06,4.82,3.39,4.68,4.35,3.78,3.68,3.93,0.71,2.08,2.5,0.64,1.5,6.06,3.18
May,,,,,,,,,,,2.67,3.46,6.18,1.81,3.34,0.69,1.68,2.77,4.56,2.09,0.93,2.72,3.75,3.08,4.9,3.91,2.07,3.82,1.81,2.68,2.73,4.47,1.69,2.24,3.95,5.44,1.41,1.36,4.51,1.46,2.68
June,,,,,,,,,,,4.11,5.96,0.25,2.87,2.07,3.65,5.11,1.9,4.95,2.78,0.66,1.28,1.34,3.15,2.56,5.94,4.19,3.21,5.11,0.74,1.44,1.45,3.27,3.99,3.08,3.4,3.73,1.4,5.46,2.71,1.61
July,,,,,,,,,,,7.56,4.8,5.51,3.02,3.21,2.38,3.71,2.9,4.46,7.4,4.24,1.72,4.78,2.72,2.74,1.76,4.4,1.78,1.55,3.36,2.66,2.93,2.26,5.62,5.01,1.36,8.2,3.36,5.93,3.3,4.9
August,,,,,,,,,,,4.87,6.15,3.31,2.7,2.84,2.34,2.09,1.71,3.88,2.35,2.29,7.22,5.89,7.06,5.79,3.47,4.23,0.29,4.12,2.88,3.82,6.91,4.56,3.38,5.92,0.68,10.1,6.12,3.6,0.73,5.76
September,,,,,,,,,,,5.15,5.18,4.66,2.75,3.02,7.38,5.86,2.17,1.75,1.56,4.62,0.63,3.93,3.6,6.26,3.83,7.62,2.27,2.74,1.37,6.01,2.42,4.76,3.2,6.27,2.17,4.27,5.74,4.5,0.28,3.51
October,,,,,,,,,,,6.69,2.63,7.85,5.46,5.41,11.82,6.5,3.36,9.82,2.78,4.26,6.41,7.69,2.48,4.69,7.9,1.54,1.11,2.48,4.38,2.9,1.05,6.52,3.16,7.37,1.37,3.2,5.07,3.98,4.62,7.56
November,,,,,,,,,,,6.13,6.35,3.88,2.32,3.18,7.37,6.35,1.84,7.38,9.2,9.71,3.97,1.67,4.38,8.99,0.54,8.9,7.48,2.24,7.17,6.36,10.83,1.29,3.9,8.62,2.02,2.21,3.23,1.58,4.76,8.18
December,,,,,,,,,,,3.47,2.46,2.5,0.6,5.2,3.95,4.68,2.9,4.7,5.46,4.91,3.45,4.59,2.21,5.32,2.63,4.54,4.7,3.98,10.27,1.8,8.83,4.41,1.89,6.63,6.88,5.74,3.68,5.64,9.5,6.22
Total,,,,,,,,,,,55.95,56,48.88,34.99,40.16,56.12,48.66,37.79,54.34,53.08,45.03,44.71,45.19,45.06,55.86,46.69,57.39,46.45,42.93,43.96,44.04,55.45,39.35,39.41,57.91,34.15,50.27,42.37,51.96,41.02,55.9
