"MOORE, UPLANDS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2735,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,,,,,,,3.50,6.01,2.18,4.19,
February,,,,,,,,1.50,3.03,0.98,0.22,
March,,,,,,,,3.11,1.86,0.75,2.82,
April,,,,,,,,2.52,0.83,0.71,2.26,
May,,,,,,,,1.22,1.35,1.67,1.47,
June,,,,,,,,4.56,4.93,1.37,1.38,
July,,,,,,,,2.34,1.86,1.91,5.44,
August,,,,,,,,5.46,2.92,3.05,3.58,
September,,,,,,,,5.70,1.28,1.52,3.23,
October,,,,,,,,2.72,3.33,4.89,4.81,
November,,,,,,,,3.30,4.38,5.67,3.65,
December,,,,,,,,1.63,1.93,4.28,3.72,
Total,,,,,,,,37.56,33.71,28.98,36.77,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.56,33.71,28.98,36.77,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,
