"MANCHESTER PLYMOUTH GROVE",,,,,,,,,,,,
Grid ref,SJ857961,Long,-2.216846,Lat,53.461450,,,,,,,
Station no,RR1434,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.34,1.79,2.49,,,,,,,,,
February,2.77,1.48,1.25,,,,,,,,,
March,0.66,2.15,1.61,,,,,,,,,
April,2.50,2.11,,,,,,,,,,
May,1.69,1.10,3.08,,,,,,,,,
June,3.29,1.80,1.04,,,,,,,,,
July,2.47,3.30,2.14,,,,,,,,,
August,4.73,1.56,2.78,,,,,,,,,
September,1.23,0.78,0.99,,,,,,,,,
October,4.77,2.82,,,,,,,,,,
November,2.10,3.84,,,,,,,,,,
December,4.28,4.61,,,,,,,,,,
Total,34.83,27.34,,,,,,,,,,
Calc annual,34.83,27.34,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
