"WOOLWICH N WOOLWICH PUMPING STATION",,,,,,,,,,,,
Grid ref,TQ437799,Long,0.068863,Lat,51.499778,,,,,,,
Station no,57,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,3.53,1.00,1.29,0.70,,
February,,,,,,,1.67,0.97,1.05,0.69,,
March,,,,,,,0.84,0.68,1.84,2.83,,
April,,,,,,,0.57,2.63,1.95,1.44,,
May,,,,,,,1.42,1.96,1.51,1.15,,
June,,,,,,,2.50,1.57,2.76,2.68,,
July,,,,,,,0.54,0.98,3.06,3.30,,
August,,,,,,,1.38,1.49,2.64,1.67,,
September,,,,,,,1.55,0.55,1.03,2.44,,
October,,,,,,,2.91,2.59,1.71,3.49,,
November,,,,,,,3.61,1.97,0.60,0.69,,
December,,,,,,,1.47,2.41,1.41,2.28,,
Total,,,,,,,21.99,18.80,20.85,23.36,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,21.99,18.80,20.85,23.36,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,-0.00,,
