NORTH-WOOLWICH-PUMPING-STN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ437799,Long,0.068862958,Lat,51.499778,Elevation,18,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,3.53,1,1.29,0.7,1.49,0.96,2.92,3.02,0.32,3.56,0.86,0.99,2.89,3.09,2.24,1.61,2.01,0.86,2.59,1.37,1.74,1.25,2.72,0.75,2.09,1.07,1.24,1.05,1.14,1.16,3.16,3.03,2.17,4.05,2.42,2.78,1.82,4.26,,,,,,,
February,,,,,,,1.67,0.97,1.05,0.69,2.14,1.06,1.18,0.66,2.06,2.3,3.49,0.67,1.04,2.51,0.54,0.08,1.58,2.51,0.66,2.81,2.79,2.98,1.08,0.24,0.88,1.44,0.12,1.29,0.1,1.85,1.43,3.57,0.52,0.8,1.21,1.55,0.84,1.43,,,,,,,
March,,,,,,,0.84,0.68,1.84,2.83,1.31,1.76,2.19,2.28,3.49,0.51,3.64,1.49,0.93,3.43,1.38,1.03,0.95,1.89,0.72,0.69,0.16,1.94,1.62,0.05,1.38,0.23,1.35,1.85,2.15,0.36,0.94,2.79,0.26,1.14,3.3,2.77,2.83,0.31,,,,,,,
April,,,,,,,0.57,2.63,1.95,1.44,1.23,1.64,0.02,2.07,1.11,1.11,1.13,1.49,3.08,3.35,2.5,1.22,2.44,1.3,2.82,1.43,4.48,1.52,1.18,1.07,1.21,3.64,2.03,0.66,2.36,2.54,1.12,2.29,0.14,2.25,1.52,1.75,0.75,1.13,,,,,,,
May,,,,,,,1.42,1.96,1.51,1.15,1.78,0.74,0.91,1.44,1.61,3.38,1.55,3.06,2.48,0.33,0.58,0.95,0.83,1.8,3.36,1.18,1.64,1.14,2.11,1.49,2.86,2.7,3.35,1.76,0.44,1.39,0.46,2.98,1.46,1.35,1.33,1.53,2.73,1.93,,,,,,,
June,,,,,,,2.5,1.57,2.76,2.68,2.07,1.75,2.17,0.35,1.41,1.16,1.5,1.63,0.71,1.75,1.17,0.37,1.15,0.49,2.61,0.19,2.77,2.26,2.19,0.66,0.7,1.53,0.67,1.7,1.13,2.8,2.94,2.04,0.39,1.29,0.65,1.8,0.1,1.34,,,,,,,
July,,,,,,,0.54,0.98,3.06,3.3,3.49,0.37,1.2,1.8,1.34,3.82,2.47,4.21,8,2.53,3.21,0.08,2.64,2.38,2.65,3.88,1.96,2.06,2.12,1.79,1.76,2.36,2.29,1.6,0.67,0.79,2.62,0.82,1.3,2.58,3.79,2.26,1.76,1.99,,,,,,,
August,,,,,,,1.38,1.49,2.64,1.67,2.38,1.15,3.58,1.91,0.78,3.16,4.21,4.26,1.3,2.49,1.83,0.99,1.83,1.81,1.82,2.06,2.91,3.38,2.57,1.82,3.64,3.83,2.33,0.5,1.73,1.8,0.77,0.97,1.47,3.24,0.19,3.99,1.99,1,,,,,,,
September,,,,,,,1.55,0.55,1.03,2.44,0.74,1.13,2,1.45,0.51,1.68,0.94,1.56,4.84,0.98,3.1,1.74,1.75,0.9,2.78,1.79,0.94,3.73,0.62,0.28,2.38,1.44,1.92,2.32,1.18,2.82,2.13,0.96,2.41,1.3,1.22,0.63,1.28,1.35,,,,,,,
October,,,,,,,2.91,2.59,1.71,3.49,1.86,3.01,1.53,3.64,0.95,1.68,2.45,2.47,1.7,0.9,0.77,0.71,1,4.89,3.2,2.25,2.36,0.97,3.36,2.38,0.92,0.63,5.34,1.38,1.2,2.8,1.03,1.97,1.82,6.05,2.02,0.37,,2.07,,,,,,,
November,,,,,,,3.61,1.97,0.6,0.69,3.17,3.24,1.39,2.37,2.39,2.3,3.85,1.37,2.14,1.47,0.76,1.77,1.19,1.47,2.74,1.08,4.4,2.07,1.66,4.53,3.91,2.09,0.99,0.78,2.06,3.34,2.69,1.43,2.68,3.37,5.95,2.2,,1.14,,,,,,,
December,,,,,,,1.47,2.41,1.41,2.28,2.83,3.59,2.46,0.66,5.38,4.91,2.25,1.24,2.24,3.14,1.75,1.04,2.73,1.62,2.48,2.33,0.54,3.21,2.45,3.56,1.45,0.75,0.43,0.42,4.21,2.28,1.25,3.21,2.08,1.06,0.86,1.68,,1.5,,,,,,,
Total,,,,,,,21.99,18.8,20.85,23.36,24.49,20.4,21.55,21.65,21.35,29.57,28.34,24.44,31.35,25.97,19.83,11.59,20.1,21.92,28.43,21.06,26.69,26.51,23.68,18.62,23.18,21.71,22.06,15.31,18.37,23.93,20.54,26.06,16.7,28.48,24.46,23.31,,19.45,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is the Pumping Station. Altitudes match.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
