NEWPORT-WW-PANT-YR-EOS-RES-NEW-GAUGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST254915,Long,-3.0788796,Lat,51.617361,Elevation,435,ft.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,4.92,5.4,6.24,4.28,4.73,2.01,5.54,5.19,8.85,4.78,10.24,2.05,9.87,3.99,8.28,3.61,6.84,1.01,6.82,7.04,8.78,9.51,3.86,5.23,6.01,10.37,5.25,3.85,7.51,4.44,11.79,1.76,1.68,5.81,6.02,1.42,3.79,5.79,7.08,8.73,6.41,7.88,6.41
February,,,,,,,,,3.34,6.03,1.51,0.08,4.99,9.8,0.58,5.73,3.35,3.84,6.13,1.6,0.57,3.85,0.1,4.59,0.62,5.55,2.61,8.23,2.32,3.92,5.97,5.82,0.41,3.19,1.06,6.08,2.94,2.12,3.46,2.48,10.01,5.19,0.81,2.75,6.53,2.97,0.41,7.69,7.93,0.49,6.08
March,,,,,,,,,2.88,5.91,3.99,3.24,4.08,1.86,2.21,0.44,0.7,4.02,5.34,0.79,3.48,0.99,2.51,4.42,3.22,1.04,4.52,4.58,0.64,2.35,4.34,3.98,3.81,1.48,0.22,2.06,1.42,9.95,2.65,2.16,4.14,4.57,3.8,2.97,6.35,3.21,1.53,7.44,1.69,5.08,3.14
April,,,,,,,,,2.44,1.71,5.85,0.73,2.76,3.27,4.24,2.45,2.43,1.52,1.32,0.8,3.41,3.59,4.89,2.28,3.17,7.54,3.62,4.56,0.13,4.24,3.48,1.22,3.14,1.46,2.93,3,2.16,5.19,3.49,4.13,3.82,4.02,4.61,5.36,0.84,2.54,3.01,0.18,1.23,4.88,3.75
May,,,,,,,,,1.54,0.54,3.66,2.51,1.21,2.06,5.72,5.31,2.76,1.04,0.62,3.19,2.22,8.37,5.96,2.46,1.82,0.89,1.22,2.57,4.93,1.48,2.67,2.7,8.14,5.83,1.57,4.18,4.11,2.88,4.62,4.42,3.15,3.13,4.45,4.77,3.34,7.43,1.43,3.25,5.35,1.9,1.98
June,,,,,,,,,1.58,1.13,3.37,0.27,0.97,0.93,2.8,0,2.06,5.33,3.05,3.04,1.46,4.49,2.28,1.63,1.98,8.06,3.29,1.66,2.86,2.76,0.86,2.13,0.03,3.73,3.18,5.06,5.24,2.73,5.06,0.98,2.16,1.56,2.92,2.77,6.9,5.58,4.34,1.2,3.98,2.58,3.23
July,,,,,,,,2.72,6.34,1.88,6.43,1.29,4.56,1.86,5.96,3.31,2.47,4.78,2.97,2.68,4.47,4.61,4.8,3.33,1.02,0.77,9.67,3.87,5.12,11.39,5.63,3.78,3.1,3.17,3.37,4.44,2.91,3.36,2.49,1.32,7.41,1.45,3.11,7.45,4.03,0.49,4.92,5.17,5.12,4.79,6.81
August,,,,,,,,9.41,3.04,2.96,2.03,2.87,3.32,4.06,6.48,4.88,4.34,5.29,2.72,4.03,6.07,4.87,1.54,1.43,5.13,1.7,1.14,1.66,3.57,2.78,0.35,6.98,6.01,5.23,2.94,5.03,9.05,1.09,5.23,3.32,8.03,6.52,7.33,6.35,6.5,1.17,6.9,5.22,5.63,2.23,6.67
September,,,,,,,,3.43,10.83,2.81,3.73,2.67,3.02,3.48,8.19,4.82,1.42,6.28,0.51,0.79,6.2,1.91,5.69,1.96,4.4,10.16,3.73,2.13,2.91,1.37,1.55,0.56,4.85,5.16,6.16,4.37,7.84,2.8,5.14,2.86,7.21,5.65,4.22,6.63,8.42,2.37,7.23,7.8,10.69,0.33,7.16
October,,,,,,,,6.89,3.55,2.87,3.93,1.6,1.76,7.43,6.57,5.32,3.9,4.69,8.74,8.38,5.91,0.9,7.21,5.07,4.1,7.97,2.27,3.61,10.65,4.37,9.03,3.95,3.52,3.27,6.96,5.24,1.35,1.68,6.29,9.42,2.57,1.36,7.17,4.92,9.65,3.42,2.82,6.66,6.09,5.69,9.62
November,,,,,,,,2.48,3.33,2.36,3.28,3.96,2.79,4.2,3.5,2.03,8.87,5.31,7.44,14.38,5.87,10.97,2.5,1.01,1.86,7.53,6.03,3.36,8.62,10.11,12.94,3.24,0.91,3.31,10.35,0.9,8.46,6.01,3.17,4.47,6.54,10,4.99,5.14,12.47,7.07,1.76,3.11,2.38,7.48,13.37
December,,,,,,,,1.19,7.07,6.95,6.13,3.45,6.1,4.08,8.04,4.25,0.27,3.92,5.51,11.91,6.42,2.93,3.21,1.7,12.33,4.92,8.78,3.92,6.47,2.85,3.46,5.17,6.57,3.23,3.55,7.51,6.21,4.63,7.43,4.3,3.61,6.05,4.29,1.82,5.65,8.97,7.98,4.08,5.81,14.7,9.66
Total,,,,,,,,,50.86,40.55,50.15,26.95,40.29,45.04,59.83,43.73,41.42,50.8,54.59,53.64,55.95,51.47,48.97,33.49,46.49,57.14,53.7,47.19,57,57.13,54.14,44.76,46.5,49.43,47.54,51.72,59.2,46.88,60.82,41.62,60.33,55.31,53.72,52.35,74.47,51.01,49.41,60.53,62.31,58.03,77.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGR is the head of the reservoir near cottage as described in the record. Altitudes match. The New gauge is described as being 40 yards E of the Old and down the slope but the stated altitudes are the same; difference in altitude probably only a few feet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
