MARLOW (HARLEYFORD GARDENS),,,,,,,,,,,,
,,,,,,,,,,,,
Station no,997/8,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,2.26,,4.68,5.16,3.22,5.78,2.55,,
February,,,,0.15,,2.24,5.18,0.43,1.33,2.10,,
March,,,,2.52,,1.84,3.40,0.38,1.29,2.39,,
April,,,,1.51,,2.13,3.40,0.05,2.52,2.52,,
May,,,,0.74,1.49,0.77,3.60,2.09,2.86,2.19,,
June,,,,1.98,3.81,3.74,2.00,0.30,2.10,0.76,,
July,,,,1.19,1.64,3.44,1.89,1.98,3.35,2.30,,
August,,,,2.44,2.23,0.52,1.18,2.80,3.29,0.00,,
September,,,,1.85,4.60,3.17,3.18,2.20,0.35,1.42,,
October,,,,1.77,3.40,1.92,2.69,3.80,5.61,3.51,,
November,,,,1.82,4.50,3.90,1.45,4.10,5.73,6.65,,
December,,,,7.25,1.25,2.14,2.17,2.95,2.08,1.62,,
Total,,,,25.48,,30.49,35.30,24.30,36.29,28.01,,
Calc annual,0.00,0.00,0.00,25.48,22.92,30.49,35.30,24.30,36.29,28.01,,
Difference,NaN,NaN,NaN,0.00,NaN,-0.00,-0.00,0.00,0.00,0.00,,
