KINGTON GRAVEL HILL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SO299568,Long,-3.027206,Lat,52.204948,Elevation,540,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930
January,,,,,,,0.78,2.79,0.71,5.71,4.58,2.7,1.74,4,4.02,1.06,5.39,1.6,1.17,1.51,3.71,0.81,5.12,4.41,1.15,2.9,1.63,1.33,3.24,4.05,2.55,2.49,3.55,1.95,,,,,,,
February,,,,,,,0.57,2.48,2.18,4.72,4.69,0.89,1.5,2.57,5.1,1.15,2.37,1.71,1.48,0.94,4.32,2.48,1.86,1.92,3.31,5.17,4.98,0.94,2.08,3.57,1.07,0.19,3.52,7.48,,,,,,,
March,,,,,,,3.23,4.22,1.07,1.56,1.68,3.45,1.59,4.92,2.24,4.37,1.98,0.92,3.69,4.13,1.35,2.2,4.94,6.28,3.19,0.78,3.86,3.93,1.68,5.07,3.59,2.1,2.4,1.53,,,,,,,
April,,,,,,,1.05,2.91,2.24,2.51,1.5,3.14,2.17,2.27,1.35,2.92,1.05,2.34,3.81,2.37,3.05,1.6,0.39,4.16,1.52,0.97,1.01,1.79,2.12,1.53,4.91,0.71,1.8,2.34,,,,,,,
May,,,,,,,0.43,1.38,3.33,3.08,2.39,0.99,2.3,4.01,2.14,0.4,2.45,3.22,2.48,1.22,2.69,1.31,1.9,3.43,1.22,4.78,4.47,4.74,1.97,0.41,1.94,1.18,0.78,2.36,,,,,,,
June,,,,,,,1.73,3.41,1.57,2.24,2.94,2.3,3.35,3.56,1.3,2.7,1.83,2.64,1.2,3.18,5.65,2.5,4.33,1.34,1.88,1.51,1.26,2.35,0.7,0.88,3,0.3,0.79,0.72,,,,,,,
July,,,,,,,1.61,1.6,0.83,0.89,2.23,2.18,2.11,3.95,2.75,1.59,0.9,3.98,2.86,3,2.76,0.52,3.87,0.48,4.83,5.46,1.8,2.21,3.2,1.28,4.6,0.73,4.14,2.77,,,,,,,
August,,,,,,,1.71,3.94,2.21,0.5,4.19,2.33,3.69,6.29,2.4,5.9,1.86,2.4,4.07,1.66,5.25,1.67,7.8,1.16,3.24,2.61,1.93,7.67,1.72,3.17,1.04,2.98,3.59,2.7,,,,,,,
September,,,,,,,6.16,3.03,1.21,2.47,0.77,2.78,2.69,3.42,2.22,1.62,0.9,0.62,2.53,3.18,0.66,1.99,1.15,2.43,1.56,0.74,1.07,2.84,6.62,1.95,2.42,1.08,2.46,2.08,,,,,,,
October,,,,,,,3.44,1.49,6.17,3.27,5.32,2.09,3.01,7.86,0.96,1.96,5.3,7.18,2.43,5.48,4.8,2.86,3.8,5.89,2.71,4.78,6.15,4.03,1.86,1.14,4.46,1.8,0.62,4.43,,,,,,,
November,,,,,,,1,2.16,2.67,2.95,3.41,1.15,4.15,1.78,1.8,3.63,3.1,2.53,2.46,1.25,5.25,4.16,2.18,3.36,4.65,3.35,3.46,1.64,2.06,1.4,1.12,2.5,1.94,1.58,,,,,,,
December,,,,,,,5.23,5.21,3.7,3.68,5.66,5.83,2.67,2.87,2.55,0.78,2.23,3.64,4.06,5.78,8.51,7.19,4.41,1.45,6.99,7.49,2.01,0.92,3.15,3.59,2.84,1.39,4.83,2.18,,,,,,,
Total,,,,,,,26.94,34.62,27.89,33.58,39.36,29.83,30.97,47.5,28.83,28.08,29.36,32.78,32.24,33.7,48,29.29,41.75,36.31,36.25,40.54,33.63,34.39,30.4,28.04,33.54,17.45,30.42,32.12,,,,,,,
