"WIMBORNE (CORFE MULLEN, FOREST HILL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1608,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,4.22,3.23,4.52,1.54,3.73,5.04,5.24,2.27,5.73,,4.66,
February,0.64,0.42,2.68,7.19,0.66,5.33,2.28,3.54,2.90,,0.94,
March,2.36,1.38,2.55,1.34,1.29,1.07,0.70,3.11,2.83,,1.58,
April,3.57,0.89,3.56,4.11,4.08,3.31,4.19,2.45,2.16,,2.62,
May,1.59,1.72,0.68,1.54,4.53,4.19,2.45,1.24,1.61,,3.15,
June,2.46,0.62,0.83,0.44,1.79,0.00,3.47,2.38,2.21,,0.46,
July,5.45,0.34,4.93,0.77,2.98,3.10,1.70,3.02,1.81,,1.87,
August,1.44,1.50,4.36,2.31,2.42,3.28,0.68,3.53,2.82,12.42,4.26,
September,1.52,0.89,1.66,2.44,3.37,3.50,0.76,6.18,2.21,0.66,3.84,
October,3.04,1.43,1.54,5.51,5.20,4.49,4.89,2.83,8.73,3.74,2.23,
November,1.75,2.33,2.25,2.04,3.62,3.07,10.39,3.41,4.76,9.65,6.98,
December,3.00,1.32,3.76,4.45,6.27,4.01,0.66,4.57,4.26,7.57,4.59,
Total,31.04,16.07,33.32,33.68,39.94,40.39,37.41,38.53,42.03,34.04,37.18,
Calc annual,31.04,16.07,33.32,33.68,39.94,40.39,37.41,38.53,42.03,34.04,37.18,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,
