LEICESTER-GILROES-CEMETERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SK562064,Long,-1.170682,Lat,52.652427,Elevation,294,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,2504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,0.79,3.62,3.7,1.11,2.14,1.23,2.15,2.37,4.41,2.53,2.54,3.36,1.29,2.28,1.67,2.74,2.78,4.23,1.57,2.97,1.47,1.38,1.69,1.81,0.97,3.86,3.31,3.09,4.43,2.37,3.38,2.91,3.98,2.72,1.76,2.16,1.3,3.77,1.43,0.83,3,1.97,0.93,1.2,2.2,3.77,1.21,2.91,3.15,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,1.67,1.36,0.83,1.27,2.61,4.72,0.9,1.56,2.38,1.24,0.25,2.55,3.3,0.59,2.4,2.84,2.08,2.01,0.46,0.68,2.69,0.31,2.8,0.68,2.05,2.44,3.1,0.78,1.01,5.15,2.57,1.06,1.04,1.89,1.86,3.42,1.48,1.88,0.84,3.49,2.6,0.63,1.45,2.29,1.95,0.8,3.36,3.03,0.04,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,1.83,2.68,3.61,2.24,1.01,4.53,1.48,1.08,3.3,2.62,1.05,1.97,1.35,0.78,1.09,1.01,2.38,1.3,0.09,2.07,0.25,1.71,2.55,1.83,0.96,1.43,3.02,0.28,1.52,2.07,3.49,1.8,1.28,0.44,0.8,0.87,5.16,0.95,1.72,0.95,3.56,2.79,1.62,2.06,2.96,1.01,2.33,1.86,1.91,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,1.18,0.17,2.42,1.13,0.79,1.14,1.68,2.12,1.87,4.92,1.04,2.88,1.65,2.26,1.6,1.83,1.65,0.83,1.27,3.21,3.63,2.75,1.47,3.77,3.47,2.35,2.76,0.03,1.69,2.18,1.76,1.26,0.83,2.22,1.24,1.74,2.23,1.36,2.51,1.88,2.22,1.86,2.01,0.53,1.01,1.05,0.22,0.6,2.22,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.35,3.17,1.56,1.45,1.82,2.3,2.47,1.82,1.06,2.26,1.69,0.8,1.83,4.85,3.53,2.8,1.25,0.95,2.33,2.76,2.79,5.31,1.93,0.75,0.77,0.69,2.88,1.8,1.09,1.34,3.25,3.19,2.64,0.8,3.05,2.22,1.48,2.58,2.66,2.78,3.47,2.31,1.86,2.53,4.23,0.87,1.46,1.48,0.56,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,1.8,4.19,1.16,2.24,1.62,1.45,2.79,0.87,0.86,1.49,0.8,0.86,0.53,2.21,0.05,1.97,4.47,4.2,1.45,1.55,2.19,1.39,1.87,0.75,3.21,4.51,0.97,1.28,1.47,1.15,1.22,0.76,3.09,1.51,2.86,3.18,1.2,2.02,0.31,1.71,1.61,2.39,2.71,2.94,3.43,3.23,1.02,3.96,1.1,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,0.19,3.89,1.27,2.6,6.17,1.18,1.64,2.65,3.79,3.57,0.33,4.35,5.03,2.8,1.95,2.89,2.55,1.23,2.09,4.03,3.41,3.49,1.59,0.75,0.85,5.09,3.55,2.48,4.21,3.84,5.13,2.24,0.76,2.04,2.94,1.8,3.73,1.09,3.23,2.16,1.54,0.39,2.16,2.12,1.09,4.2,3.4,3.64,1.49,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,1.76,6.09,1.05,1.1,2.93,2.49,5.17,1.81,2.62,0.74,4.53,5.26,2.2,2.39,1.91,2.75,3.53,2.39,1.89,2.43,5.14,1.89,0.66,2,1.39,0.82,0.69,3.86,4.15,0.3,4.68,3.23,1.43,2.1,2.18,5.67,0.16,4.97,1.62,2.64,3.78,2.79,2.31,4.44,0.38,4.99,2.48,2.05,0.58,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,1.61,0.84,1.55,0.79,1.06,0.89,1.78,4.18,2.07,1.84,0.83,2.14,2.53,2.86,2.7,1.45,4.51,0.71,0.66,3.69,2.51,2.39,1.68,1.57,4.04,2.34,1.19,2.38,1.4,0.95,0.4,0.92,1.77,4.25,1.09,4.51,0.94,2.86,1.98,3.22,1.12,1.34,1.48,1.99,1.66,1.87,5.45,2.35,0.12,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,2.19,2.25,3.21,1.71,1.48,2.09,3.2,1.55,1.71,1.48,2.35,0.69,2.98,4.42,2.99,2.41,1.79,3.76,3.17,2.16,0.66,3.55,3.07,1.55,3.19,1.51,3.13,2.24,4.13,3.84,2.58,3.34,2.06,2.65,3.67,1.13,0.2,2.7,5.01,0.68,0.82,2.57,2.35,3.39,1.67,1.58,1.22,2.16,2.03,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
