"LEICESTER (GILROES CEMETERY)",,,,,,,,,,,,
Grid ref,SK562064,Long,-1.170682,Lat,52.652427,,,,,,,
Station no,2504,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.00,1.97,0.93,1.20,2.20,3.77,1.21,2.91,3.15,5.22,,
February,2.60,0.63,1.45,2.29,1.95,0.80,3.36,3.03,0.04,1.66,,
March,3.56,2.79,1.62,2.06,2.96,1.01,2.33,1.86,1.91,1.10,,
April,2.22,1.86,2.01,0.53,1.01,1.05,0.22,0.60,2.22,0.94,,
May,3.47,2.31,1.86,2.53,4.23,0.87,1.46,1.48,0.56,1.10,,
June,1.61,2.39,2.71,2.94,3.43,3.23,1.02,3.96,1.10,2.71,,
July,1.54,0.39,2.16,2.12,1.09,4.20,3.40,3.64,1.49,3.33,,
August,3.78,2.79,2.31,4.44,0.38,4.99,2.48,2.05,0.58,3.03,,
September,1.12,1.34,1.48,1.99,1.66,1.87,5.45,2.35,0.12,3.71,,
October,0.82,2.57,2.35,3.39,1.67,1.58,1.22,2.16,2.03,4.14,,
November,4.55,2.00,1.31,4.76,1.36,0.88,1.75,1.76,2.37,3.23,,
December,1.66,2.66,0.87,2.47,1.73,2.72,2.15,2.40,3.19,3.66,,
Total,29.93,23.70,21.06,30.72,23.67,26.97,26.05,28.20,18.76,33.83,,
Calc annual,29.93,23.70,21.06,30.72,23.67,26.97,26.05,28.20,18.76,33.83,,
Difference,-0.00,-0.00,-0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,,
