"BRINSOP VICARAGE",,,,,,,,,,,,
Grid ref,SO441443,Long,-2.817380,Lat,52.094205,,,,,,,
Station no,RR4667,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.92,1.72,,,,,,,,,,
February,4.16,0.69,,,,,,,,,,
March,1.49,2.01,,,,,,,,,,
April,0.47,2.36,,,,,,,,,,
May,2.31,0.56,,,,,,,,,,
June,1.62,2.41,,,,,,,,,,
July,1.73,3.72,,,,,,,,,,
August,3.02,1.58,,,,,,,,,,
September,0.54,1.48,,,,,,,,,,
October,2.76,1.03,,,,,,,,,,
November,2.15,0.72,,,,,,,,,,
December,4.88,4.68,,,,,,,,,,
Total,28.05,22.96,,,,,,,,,,
Calc annual,28.05,22.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
