FELSTED SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL679205 ,Long,0.436701,Lat,51.857829,Elevation,248,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,2.69,1.17,3.01,1.52,1.56,2.88,2.74,2.62,1.91,2.99,1.22,2.71,1.87,2.5,1.74,3.13,1.73,1.74,1.74,1.19,1.81,1.48,2.09,3.6,3.64,2.76,5.12,1.17,2.02,2.34,4.11,1.44,1.59,1.27,2.1,3.4,1.2,1.56,2.08,2.34,1.05,1.11,2.48,3.44,1.31,1.92,2.25,2.12
February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,0.46,2.13,2.8,3.7,0.61,0.62,2.93,0.39,0.38,1.77,3.19,0.77,2.51,2.36,3.61,1.44,0.45,0.45,1.8,0.3,1,0.18,2.51,1.44,3.24,0.43,0.58,1.01,1.89,0.91,1.14,0.86,1.48,2.14,2.05,1.43,1.26,3.66,5.14,0.67,1.28,2.02,1.79,0.54,2.19,3.09,0.15,1.68
March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16,1.27,3.91,1.2,4.08,1.67,1.06,2.53,1.19,0.89,1.63,1.61,0.78,0.9,0.03,2.12,2.44,0.02,1.28,0.14,1.45,1.81,2.11,0.41,0.66,2.92,0.32,1.47,2.8,3.08,2.17,0.32,0.23,0.99,1.02,4.94,0.99,0.8,0.55,2.84,3.25,0.39,2.12,1.21,0.87,1.19,0.83,1.66,1.16
April,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,2.02,0.76,0.65,0.97,1.99,2.44,3.09,4.44,1.38,2.15,1.07,2.62,1.55,3.23,1.95,1.05,1.64,1.95,3.32,1.3,1.03,1.93,2.55,1.39,2.95,0.28,3,1.56,1.33,1,1.06,1.68,0.89,0.94,1.87,2.1,1.54,1.84,2.69,0.96,2.33,0.22,0.18,1.14,0.15,1,2.58,0.5
May,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85,1.75,1.53,0.96,2.21,1.98,1.53,0.47,1.49,0.95,0.71,1.27,4.35,2.14,1.52,0.38,1.56,1.1,1.9,2.58,3.73,1.5,0.61,1.62,1.44,2.34,1.71,0.78,0.7,1.41,1.99,1.32,0.89,2.49,2.04,0.56,2.13,2.08,1.57,2.37,0.73,1.63,2.21,4.66,0.55,0.95,2.63,0.69,1.68
June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,1.24,1.61,0.62,2.17,2.45,0.93,1.45,1.14,0.21,1.01,0.78,2.26,0.35,3.09,3.15,2.65,0.59,0.82,1.14,0.41,1.17,1.17,3.6,2.81,1.68,0.36,1.87,0.29,0.4,0.39,2.95,1.85,2.67,2.87,2.73,2.78,0.63,2.1,0.96,1.17,1.75,2.88,3.3,1.64,1.94,4.98,0.64,1.66
July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,1.53,2.28,3.09,0.94,1,4.54,2.48,4.01,0.52,2.75,1.3,3.39,4.08,2.31,2.61,1.56,1.62,2.29,4.42,2.58,1.27,2.08,0.36,3.3,1.58,1.42,2.79,3.12,2.15,2.53,1.84,1.33,2.5,2.99,4.43,1.13,2.68,3.87,1.01,0.65,3.3,2.41,0.44,4.27,3.24,2.93,1.48,2.89
August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31,0.28,0.74,3.05,3.84,5.01,1.42,2.08,1.61,1.74,2.05,1.81,2.04,2.58,1.29,3.19,2.07,1.42,2.93,3.74,0.94,0.46,2.69,1.75,0.57,0.88,0.76,3.01,0.13,3.95,2.04,1.23,1.89,1.78,3.76,0.3,4.11,1.36,1.53,2.97,2.06,1.66,2.92,1.07,4.79,2.19,3.61,0.76,4.54
September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,0.51,1.05,0.85,0.99,1.28,4.82,0.81,2.92,2.28,2.26,1.72,2.86,2.44,0.91,4.04,0.68,0.82,3.77,1.69,1.77,1.71,1.06,3.01,1.84,1.42,3.33,1.33,0.74,0.43,1.6,2.03,2.79,2.47,2.58,1.61,1.25,0.89,3.11,4.28,2.55,2.09,1.17,1.87,2.66,2.5,3.74,0,4.93
October,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,3.8,1.55,1.6,3.67,3.4,1.58,0.77,0.97,1.33,0.77,4.66,3.75,2.93,2.18,1.75,3.33,2.87,1.04,0.61,5.06,1.77,0.75,2.1,1.47,1.55,2.48,6.8,1.71,1.37,3.79,1.49,3.19,2.14,0.88,0.14,2.38,5.27,0.26,0.67,2.17,3.26,1.82,3.81,2.41,1.9,2.42,1.66,5.56
November,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,2.61,2.48,2.78,3.96,1.85,1.76,1.93,0.55,1.58,1.23,1.98,2.94,1.66,3.94,2.22,2.23,4.32,3.51,1.7,0.96,1.13,1.46,4.11,2.74,2.01,2.21,4.17,6.96,2.34,1.79,1.46,3.08,0.21,3.11,0.99,1.97,2.45,4.29,3.83,3.95,1.19,3.34,0.63,0.47,2.75,1.65,2.63,3.6
