"NANTWICH (BADDILY W.W.)",,,,,,,,,,,,
Grid ref,SJ604505,Long,-2.592196,Lat,53.050284,,,,,,,
Station no,2762/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.85,3.02,0.95,1.95,2.17,3.92,1.35,2.53,2.64,,,
February,2.24,0.87,1.44,2.66,1.87,0.44,2.38,4.20,0.33,,,
March,4.65,1.34,0.91,2.43,2.30,1.23,2.09,1.06,1.55,,,
April,1.70,2.59,2.88,0.37,1.41,2.09,0.46,0.58,,,,
May,3.01,2.00,1.70,2.29,3.02,0.62,1.31,2.29,,,,
June,1.07,1.89,1.62,4.45,3.19,2.28,1.64,4.68,,,,
July,2.09,1.97,3.04,3.44,0.51,3.69,5.09,3.79,,,,
August,3.28,1.82,2.56,3.72,1.03,6.77,4.64,3.15,,,,
September,1.86,2.13,2.69,2.66,2.78,2.50,6.18,5.40,,,,
October,0.91,4.05,2.03,4.87,1.97,2.42,2.13,2.65,,,,
November,5.96,1.95,1.83,5.05,1.58,0.96,1.52,2.16,,,,
December,3.70,3.01,1.39,3.41,3.01,2.71,1.31,2.88,,,,
Total,32.32,26.64,23.04,37.30,24.84,29.63,30.10,35.37,,,,
Calc annual,32.32,26.64,23.04,37.30,24.84,29.63,30.10,35.37,4.52,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,,
