"BOLTON, ASH LAWN, HEATON, & BLOOMFIELD, HEATON.",,,,,,,,,,,,
Grid ref,SD683096,Long,-2.480280,Lat,53.582025,,,,,,,
Station no,2849,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,6.10,3.18,4.52,3.12,3.73,2.36,6.66,2.23,3.67,2.25,,
February,3.73,1.92,2.31,4.00,3.87,3.13,4.76,2.10,4.22,1.62,,
March,1.03,3.54,2.94,4.25,2.21,3.86,3.46,3.54,3.74,4.05,,
April,2.53,3.37,2.72,2.00,2.72,4.08,2.23,2.18,3.12,3.96,,
May,2.14,1.25,4.47,4.62,2.96,0.82,4.04,4.12,3.60,3.16,,
June,2.76,2.44,1.22,2.33,1.50,2.83,2.28,7.56,2.56,3.19,,
July,2.31,2.56,4.04,3.94,1.72,2.54,2.07,4.08,5.73,6.69,,
August,6.70,3.45,3.21,5.91,4.72,5.65,5.68,5.19,3.71,3.61,,
September,2.39,1.35,2.41,5.81,1.70,3.05,2.30,1.40,4.97,3.21,,
October,6.94,4.07,5.92,9.85,2.92,4.98,7.39,3.86,2.40,5.90,,
November,4.38,4.90,2.79,5.20,3.98,4.77,3.58,3.84,3.24,1.82,,
December,5.51,5.20,3.92,2.02,3.44,0.85,5.54,4.31,3.58,8.32,,
Total,46.52,37.23,40.47,53.05,35.47,38.92,49.99,44.41,44.54,47.78,,
Calc annual,46.52,37.23,40.47,53.05,35.47,38.92,49.99,44.41,44.54,47.78,,
Difference,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
