WAREHAM-STOKEFORD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY867872,Long,-2.18954,Lat,50.6843,Elevation,65,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,5.14,4.97,5.36,2.51,6.3,1.73,4.53,2.91,2.82,2.42,3.04,0.86,5.7,6.84,3.65,5.84,3.87,4.73,4.52,7.54,2.15,2.05,3.82,3.39,6.57,0.94,0.86,3.54,,,,,,,,,
February,,,,,0.6,5.97,2.4,3.23,3.02,0.65,0.9,2.49,0.04,4.65,0.11,3.39,3.54,6.34,0.89,2.09,4.9,4.5,0.1,1.12,0.51,2.16,2.92,2.1,1.24,1.37,5.56,6.72,,,,,,,,,
March,,,,,1.67,0.77,0.62,3.46,3.33,0.12,1.32,1.19,1.96,3.59,3.33,1.12,4.26,4.54,0.26,1.19,3.34,3.75,2.56,0.88,0.51,1.02,1.32,8.31,0.93,1.43,1.7,4.04,,,,,,,,,
April,,,,,3.29,2.66,4.43,2.64,1.87,1,2,2.31,3.27,1.76,1.74,3.8,2,2.59,0.01,2.51,1.89,2.14,2.07,1.12,1.96,0.77,2.67,2.11,1.47,1.59,2.79,2.96,,,,,,,,,
May,,,,,5.41,4.36,2.83,0.65,1.45,2.48,4.14,3.41,2.87,1.5,0.7,2.22,0.49,4.18,1.81,1.27,1.57,3.25,4.24,2.23,0.38,2.37,3.76,2.3,2.37,1.93,1.42,2.85,,,,,,,,,
June,,,,,1.87,0.17,3.61,2.79,2.16,1.63,0.51,2.66,2.75,0.8,1.6,3.71,1.83,0.58,0.51,2.98,0.25,1.53,0.35,0.86,2.4,3.18,3.39,1.78,2.07,0.83,1.06,0.23,,,,,,,,,
July,,,,,3.37,2.94,1.79,2.07,1.78,1.19,1.97,4.56,2.38,2.31,0.35,0.41,5.17,2.21,1.9,4.81,2.78,1.78,1.49,2.21,3.3,0.92,1.01,1.29,1.04,0.52,5.86,1.75,,,,,,,,,
August,,,,,2.88,2.86,0.8,3.73,2.86,1.71,3.61,3.64,0.84,1.15,4.3,3.42,0.15,1.77,1.96,3.1,0.01,4.23,4.66,1.9,1.93,2.01,4.18,1.04,3.85,1.09,3.73,4.73,,,,,,,,,
September,,,,,3.6,3.89,0.68,6.18,2.38,0.53,3.7,1.82,3.47,2.19,3.06,3.64,2.85,3.04,2.54,1.14,1.89,1.18,3.86,2.23,2.27,2.83,5.11,1.45,3.2,4.63,4.29,4.28,,,,,,,,,
October,,,,,5.13,4.95,4.17,3.22,7.51,4.76,2.66,0.7,6.7,2.22,1.75,6.26,1.71,5.11,3.8,6.19,5.22,1.37,4.59,4.94,4.41,4.29,1.95,1.46,2.63,7.93,1.4,1.13,,,,,,,,,
November,,,,,5.41,3.52,10.7,3.66,4.1,9.59,6.16,5.48,2.8,0.94,2.18,8.31,3.65,2.22,5.96,7.24,10.24,1.93,2.15,2.33,6.87,1.42,5.97,2.11,2.14,4.53,6.92,9.24,,,,,,,,,
December,,,,,5.74,4.61,0.66,5.01,3.62,7.9,5.24,1.04,1.66,1.32,9.85,5.32,3.61,4.6,4.27,2.3,3.02,2.43,5.44,3.95,2.6,5.01,4.64,3.69,5.45,2.06,2.81,2.98,,,,,,,,,
Total,,,,,44.11,41.67,38.05,39.15,40.38,33.29,36.74,32.21,31.56,24.85,32.01,42.46,34.96,44.02,27.56,40.66,38.98,32.82,36.03,31.31,29.29,28.03,40.74,31.03,32.96,28.85,38.4,44.45,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stockford House Stokeford Dorset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934 Jan 1st Gauge moved 11yrds SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
