WASHBURN HEAD,,,,,,,,,,,,
Grid ref,SE100629,Long,-1.848713,Lat,54.061951,,,,,,,
Station no,RR8063,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.43,1.97,1.99,2.84,3.74,2.58,,,,,,
February,4.99,1.06,0.88,3.89,2.94,3.91,,,,,,
March,0.98,3.13,1.84,5.86,2.39,4.22,,,,,,
April,2.51,1.69,1.69,1.69,2.58,2.36,,,,,,
May,1.19,0.99,1.97,3.37,2.34,0.47,,,,,,
June,5.38,1.69,1.72,1.75,1.72,1.56,,,,,,
July,2.71,2.53,2.16,3.29,1.37,,,,,,,
August,3.77,3.09,2.44,3.26,2.42,,,,,,,
September,0.95,1.66,1.65,4.60,1.80,,,,,,,
October,3.43,3.02,3.30,8.69,1.62,,,,,,,
November,2.32,2.86,2.74,1.83,2.87,,,,,,,
December,5.46,2.41,3.68,2.54,2.15,,,,,,,
Total,39.12,26.10,26.06,43.61,27.94,,,,,,,
Calc annual,39.12,26.10,26.06,43.61,27.94,15.10,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
