"PETERHEAD, STOCK BRIDGE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,NK 07275 45715,Long,-1.880267,Lat,57.501586,Elevation,150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950
January,,,,,,,,,,3.57,2.27,1.73,2.47,2.09,2.44,1.05,4.19,2.08,3.54,2.26,1.73,3.14,1.45,2.09,1.4,1.59,4.76,5.21,2.4,4.24,1.67,2.81,4.33,2.82,2.26,,,,,,
February,,,,,,,,,,1.89,1.58,0.61,1.99,4.67,1.93,2.95,3.6,2.13,0.73,2.94,1.19,2.8,0.48,3,0.82,1.35,1.97,3.41,1.16,2.03,2.06,3.06,1.74,0.93,1.68,,,,,,
March,,,,,,,,,,1.81,2.8,1.96,2.29,1.47,2.39,1.6,1.35,2.02,2.45,0.37,1.12,0.61,3.76,1.63,1.44,1.6,1.19,2.7,0.86,1.99,1.76,2.05,0.84,1.14,1.94,,,,,,
April,,,,,,,,,,1.47,1.77,0.91,2.97,2.55,1.74,2.07,2.33,2.84,1.74,1.81,3.02,1.41,3.49,1.28,3.4,3.23,0.67,1.07,0.37,1.07,1.87,1.99,0.69,1.72,2.21,,,,,,
May,,,,,,,,,,0.8,3.62,1.81,1.16,4.78,4.25,2.76,2.26,2.82,1.15,1.3,1.16,3.33,1.11,0.95,3.47,1.44,0.76,1.13,2.28,0.84,1.52,1.5,1.78,2.82,1.88,,,,,,
June,,,,,,,,,,1.16,0.15,0.84,2.13,1.27,1.41,1.7,1.65,2.57,2.22,1.89,1.97,2.26,0.8,1.31,0.85,3.09,0.86,1.61,2.29,1.41,0.52,0.9,0.95,1.43,1.78,,,,,,
July,,,,,,,,,,0.63,2.34,1.6,3.9,1.03,4.11,2.27,2.28,2.23,1.35,2.66,2.21,3.16,2.19,2.71,1.74,1.97,3.28,2.95,3.16,4.81,6.44,4.68,2.15,1.11,2.36,,,,,,
August,,,,,,,,,,2.4,2.56,1.81,2.69,5.36,4.43,2.25,3.09,1.42,1.85,3.09,6.53,2.73,1.61,0.84,2.78,2.12,1.53,2.35,1.04,1.71,1.99,3.65,1.71,3.49,1.68,,,,,,
September,,,,,,,,,,2.41,2.59,1.31,2.64,2.74,3.65,4.9,4.32,6.65,3.03,1.43,3.94,1.34,2.98,1.5,2.13,3.77,3.63,1.19,2.54,1.68,3.95,0.56,2.6,2.66,1.66,,,,,,
October,,,,,,,,,,2.7,1.61,1.63,2.49,3.79,2.41,3.04,5.68,3.93,2.42,2.91,3.97,1.65,5.37,5.41,2.54,2.4,1.81,2.94,2.96,3.32,2.72,5.53,4.58,2.73,3.38,,,,,,
November,,,,,,,,,,3.55,1.57,2.54,2.6,4.24,2.53,2.28,3.58,3.56,3.55,3.2,4.14,3.73,1.74,2.75,2.62,4.31,2,1.61,2.19,4.17,6.97,5.43,1.28,3,2.77,,,,,,
December,,,,,,,,,,5.47,2.61,1.84,1.61,4.15,1.92,3.03,1.68,2.32,2.61,4.99,3.14,1.77,1.33,2.45,3.89,4.29,1.99,3.8,3.2,2.31,3.16,1.25,2.69,1.8,2.95,,,,,,
Total,,,,,,,,,,27.86,25.47,18.59,28.94,38.14,33.21,29.9,36.01,34.57,26.64,28.85,34.12,27.93,26.31,25.92,27.08,31.16,24.45,29.97,24.45,29.58,34.63,33.41,25.34,25.65,26.55,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,5655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyd Stn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
