"BRENTWOOD SHENFIELD RECTORY",,,,,,,,,,,,
Grid ref,TQ604951,Long,0.316187,Lat,51.631848,,,,,,,
Station no,RR4648,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,2.71,0.85,0.96,2.11,2.17,1.17,3.77,0.87,1.11,0.84,,
February,3.00,1.32,1.20,0.75,2.81,0.91,2.09,1.04,1.81,0.89,,
March,0.80,2.00,1.39,2.14,1.59,3.26,1.48,1.04,2.11,3.13,,
April,1.08,1.77,0.52,1.83,0.84,2.20,0.70,2.88,2.65,1.69,,
May,1.04,1.31,3.09,1.97,1.80,1.19,1.71,1.76,1.52,1.30,,
June,1.97,1.03,3.23,6.36,1.15,2.95,1.77,1.85,0.88,3.81,,
July,1.45,2.65,1.42,7.32,2.05,2.49,1.18,1.55,3.52,3.72,,
August,2.94,1.53,3.64,4.13,1.33,2.82,0.79,1.97,3.03,1.90,,
September,0.84,1.53,0.60,2.33,1.38,1.57,1.94,0.58,1.21,2.49,,
October,1.97,2.48,2.00,5.63,1.34,1.24,4.57,3.38,1.88,4.81,,
November,2.17,0.58,1.84,2.68,1.59,2.38,4.23,2.20,1.04,1.06,,
December,2.76,3.31,1.28,1.63,2.40,0.79,2.42,2.97,2.31,3.22,,
Total,22.73,20.36,21.17,38.88,20.45,22.97,26.65,22.09,23.07,28.86,,
Calc annual,22.73,20.36,21.17,38.88,20.45,22.97,26.65,22.09,23.07,28.86,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
