DERRYCASTLE [KILLALOE],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,IR7164878077,Long,-8.421639,Lat,52.853139,Elevation,580,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909
January,,,,,,,,,,2.89,1.25,0.32,2.72,7.95,6.12,3.58,6.26,5.16,2.67,3.73,7.34,2.86,3.36,2.93,5.1,2.56,2.12,2.29,4.18,6.65,6.55,4.96,4.65,5.07,,,,,,
February,,,,,,,,,,5.31,3.44,4.8,4.2,4.52,4.36,4.09,2.73,2.46,0.52,4.63,1.52,0.4,3.76,5.23,5.69,1.88,2,3.44,4.06,3.67,4.78,1.51,1.97,4.23,,,,,,
March,,,,,,,,,,2.53,4.81,2.7,5.64,0.87,4.22,2.61,3.65,1.66,4.49,2.79,3.62,2.23,0.74,0.76,3.64,3.98,6.73,5.86,1.7,1.87,0.48,3.8,3.27,8.09,,,,,,
April,,,,,,,,,1.94,1.96,4.3,2.17,4.65,2.27,1.94,2.83,3.2,2.58,2.21,3.61,1.17,1.98,2.08,0.85,4.2,1.99,1.71,5.97,4.41,5.93,3.23,3.55,2.15,2.02,,,,,,
May,,,,,,,,,5.02,2.94,2.64,4.07,2.77,3.27,3.45,2.79,6.18,2.16,2.99,3.04,2.92,2.69,4.53,3.02,4.47,1.04,0.42,1.75,3.24,3.95,2.54,0.93,2.97,4.14,,,,,,
June,,,,,,,,4.32,9.09,6,4.32,5.45,3.87,3.1,0.54,2.33,2.5,0.5,5.72,0.67,3.46,2.24,2.59,3.12,3.36,1.52,2.27,4.01,3.84,1.93,5.28,3.26,1.62,1.69,,,,,,
July,,,,,,,,2.51,1.34,3.64,6.76,2.61,6.09,7.73,3.87,3.69,4.77,3.84,4.37,3.14,4.15,1.73,4.15,2.94,4.79,4.09,7.43,3.54,2.45,3.09,2.2,1.48,2.4,5.96,,,,,,
August,,,,,,,,6.93,5.1,4.73,2.44,6.6,4.04,6.59,1.73,3.67,3.59,4.05,2.93,6.6,4.36,10.36,8.76,5.3,3.98,5.86,3.19,7.9,9.41,2.35,8.4,4.58,2.13,5.39,,,,,,
September,,,,,,,,3.14,4.3,6.48,2.99,2.77,3.47,4.49,3.88,6.87,5.06,3.5,1.53,1.78,4.59,3.94,6.56,4.43,0.55,1.39,8.55,4.01,4.56,3.63,2.45,6.78,1.17,4.87,,,,,,
October,,,,,,,,6.21,5.6,2.28,3.01,3.16,4.31,5,3.34,5.06,5.96,2.96,2.01,4.15,3.9,4.24,2.29,3.65,3.85,4.56,3.56,3.27,3.05,2.62,6.18,4.21,3,5.95,,,,,,
November,,,,,,,,8.12,2.28,0.88,5.9,4.98,6.95,6.96,4.32,3.36,3.71,3.25,5.05,2.67,7.64,3.47,5.47,3.03,6.64,5.17,1.61,8.24,7.02,4.03,6.91,3.42,4.91,3.15,,,,,,
December,,,,,,,,6.63,,3.61,5.37,5.37,4.59,3.48,7.72,2.39,7,4.24,5.13,5.41,2.51,10.2,2.86,6.03,5.45,5.01,7.39,6.47,4.51,6.85,7.07,4.32,4.86,5.22,,,,,,
Total,,,,,,,,,,43.25,47.23,45,53.3,56.23,45.49,43.27,54.61,36.36,39.62,42.22,47.18,46.34,47.15,41.29,51.72,39.05,46.98,56.75,52.43,46.57,56.07,42.8,35.1,55.78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878 Dec part estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
