"EPSOM - RUXLEY LANE SEWAGE WORKS",,,,,,,,,,,,
Grid ref,TQ203648,Long,-0.273199,Lat,51.369527,,,,,,,
Station no,144/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,3.08,1.82,0.94,1.13,2.21,3.42,1.48,,,,,
February,6.33,0.80,1.19,2.21,1.33,0.26,2.80,,,,,
March,3.12,2.38,0.37,1.81,0.99,0.66,0.78,,,,,
April,2.93,1.19,2.16,0.29,0.24,1.19,0.25,,,,,
May,1.87,2.76,1.25,3.02,3.44,0.23,1.60,,,,,
June,0.95,2.20,1.34,3.68,1.98,1.63,1.10,,,,,
July,1.62,0.67,3.35,2.96,0.90,5.55,2.86,,,,,
August,2.59,2.58,1.37,2.30,1.27,3.01,3.31,,,,,
September,3.23,3.56,2.98,2.24,1.32,2.00,2.58,,,,,
October,0.78,2.45,3.18,2.16,2.80,1.27,1.69,,,,,
November,6.00,2.86,1.12,4.11,0.72,0.52,,,,,,
December,2.03,2.20,0.58,1.86,2.02,2.68,,,,,,
Total,34.53,25.47,19.83,27.77,19.22,22.42,,,,,,
Calc annual,34.53,25.47,19.83,27.77,19.22,22.42,18.45,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
