SALCEY-FOREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP852573,Long,-0.754594,Lat,52.207348,Elevation,370,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1103/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,0.68,2.62,1.25,1.61,2.08,3.64,2.21,2.53,3.09,1.18,3.39,1.55,3.76,2.82,4.58,1.41,3.31,1.74,,1.68,1.72,0.89,4.02,3.23,2.79,5.26,2.57,3.5,2.46,3.75,1.45,1.27,1.5,1.86,4.3,0.98,0.59,2.53,1.44,0.86,0.92,1.95,3.83,1.4,2.73,3.83,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,1.44,2.98,4.22,1.18,0.87,3.3,0.79,0.68,1.91,4.53,0.57,3.5,2.35,4,2.77,0.89,1.16,2.82,0.26,2.05,0.48,2.54,1.72,3.25,0.84,0.92,2.11,2.06,0.62,0.84,1.11,1.48,2.02,1.62,1.1,1.19,3.34,3.29,0.59,1.07,2.13,1.52,0.4,2.46,3.24,0.03,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,3.04,1.06,5.5,1.53,0.62,4.04,1.99,0.84,1.87,2.23,0.73,0.75,0.56,2.23,1.92,0,1.84,1,,2.32,1.61,0.41,1.37,3.04,0.29,1.85,2.31,3,1.75,0.82,0.19,0.6,1.29,5.64,0.87,1.67,0.97,3.64,3.21,0.61,2.53,2.05,0.82,1.9,1.87,3.27,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,0.67,0.87,1.44,1.49,3.11,1.99,4.24,1.24,3.78,2.03,3.24,1.57,3.06,1.51,1.73,1.56,2.06,2.99,2.26,0.65,1.57,3.59,2,2.93,0.17,2.85,2.63,1.31,0.96,0.77,1.67,0.94,1.46,2.23,1.54,1.68,1.53,2.85,1.99,1.85,0.25,0.73,0.76,0.42,0.88,1.92,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,0.86,1.3,1.64,1.85,1.76,1.04,2.04,1.45,1.84,0.92,5.82,2.65,3.36,0.9,1.15,1.65,2.11,2.48,4.3,1.55,0.63,1.56,1.11,4.39,1.83,1.56,1.7,2.57,2.86,1.75,1.08,1.44,2.66,1.14,5.11,2.54,2.96,2.68,2.67,1.86,2.19,4.6,0.41,2.14,2.02,0.42,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,2.24,1.2,2.55,2.09,0.57,0.78,1.79,0.26,0.63,0.46,2.85,0,3.24,3.13,2.57,1.28,0.65,1.53,0.62,3.26,0.9,3.25,3.14,1.74,1.16,2.31,0.95,1.18,0.71,2.21,2.28,1.83,2.03,1.21,2.11,0.5,2.28,0.8,1.02,1.88,2.33,2.44,2.65,2.18,5.34,0.83,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,1.13,1.64,4.37,1.8,2.52,2.71,3.17,3.17,0.36,3.85,2.15,3.66,3.9,,2.95,2.35,1.17,3.13,2.31,2.32,1.33,2.06,0.82,6.08,2,1.49,3.25,3.59,2.78,2.22,0.47,1.86,1.77,1.51,1.93,1.52,1.48,3.47,1.22,0.3,2.79,3.22,0.11,5,2.64,2.41,2.54,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,0.82,1.94,1.43,3.1,6.51,1.1,2.47,1.02,1.45,5.2,1.65,2.68,1.95,1.67,4.67,2.66,1.03,2.94,3.61,2.52,0.78,1.71,2.35,0.33,1.11,4.92,5.31,0.08,4.78,2.57,1.97,2.62,1.96,3.91,0.01,3.27,1.49,1.18,3.79,3.54,2.63,5.01,0.38,3.56,1.7,2.53,0.61,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,2.45,1.21,2.25,0.7,1.88,5.42,1.64,2.01,1.19,2.78,2.64,3.56,4.36,1.77,5.93,0.69,0.23,4.84,2.59,2.48,2.08,2.38,4.48,3.35,1.85,1.74,0.57,0.86,0.37,0.75,1.78,2.69,2.52,3.62,1.21,2.53,1.3,3.04,2.78,2.54,1.06,2.73,1.36,1.91,5.32,2.58,0.12,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,4.13,3.09,1.82,2.34,3.23,1.6,1.36,1.18,1.37,0.6,3.6,4.11,3.49,2.21,2.1,4.25,3.24,1.88,0.39,2.98,1.78,1.36,3.35,2,3.11,3.04,5.92,2.8,2.24,2.06,2.16,2.96,3.81,1.69,0.26,3.88,4.47,0.78,0.65,3.63,2.23,2.31,1.44,1.31,1.9,2.16,1.59,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
