LITTLE MASSINGHAM RECTORY,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6649,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.10,2.57,3.23,,,,,,,,,
February,0.88,0.54,2.95,,,,,,,,,
March,1.57,1.15,2.30,,,,,,,,,
April,3.36,1.77,2.83,,,,,,,,,
May,2.12,1.44,1.05,,,,,,,,,
June,1.57,0.30,1.86,,,,,,,,,
July,2.83,0.74,4.68,,,,,,,,,
August,1.70,1.86,2.32,,,,,,,,,
September,2.69,1.10,4.31,,,,,,,,,
October,1.25,1.54,1.53,,,,,,,,,
November,0.78,1.54,1.99,,,,,,,,,
December,-999.00,1.64,2.60,,,,,,,,,
Total,23.76,16.19,31.65,,,,,,,,,
Calc annual,20.85,16.19,31.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,2.91,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
