THETFORD-LYNFORD-HALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL8193894005,Long,0.6797361,Lat,52.513561,Elevation,50,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1458/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,1.7,0.96,,1.87,3.65,2.03,1.56,,,,,,,2.92,2.27,4.7,1.52,2.11,2.9,3.86,2.11,,0.97,1.7,,1.11,1.01,2.94,2.36,0.97,1.74,1.88,3,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,0.71,2.08,,1.7,1.28,0.3,0.53,,,,,,,2.82,0.65,0.9,,2.54,0.9,0.75,1.18,1.81,1.97,1.19,,0.83,3.18,2.75,0.85,1.36,2.12,2.41,1.31,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,0.74,1.02,,1.82,1.28,0.15,0.76,,,,,,,3.24,0.52,2,2.7,3.45,1.81,0.52,0.38,1.7,1.23,5.36,,0.91,0.39,3.61,2.84,0.56,2.6,1.72,0.74,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,1.95,2.56,,1.64,1.32,0.76,2.17,,,,,,,2.72,0.53,2,1.63,1.27,0.62,0.91,1.6,1.66,0.95,1.07,,1.86,2.34,3.24,1.4,2.54,0.3,0.71,0.88,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,3.08,2.05,,0.75,1.89,1.47,2.77,,,,,,,1.83,2.11,0.94,1.06,1.97,2.03,1.81,1.39,3.16,1.06,0.84,,2.03,1.87,1.69,1.51,1.93,2.36,2.45,0.84,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,2.78,0.64,,3.45,2.71,0.63,,,,,,,3.34,1.55,1.39,1.72,0.49,1.23,0.82,2.72,1.26,1.65,2.87,2.87,,0.75,2.52,1.25,1.12,3.15,2.31,1.95,2.56,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,2.21,1.01,,2.71,1.88,3.3,,,,,,,5.17,1.57,1.43,2,2.88,1.9,3.55,1.21,3.25,0.88,5.65,1.49,1.71,2.39,6.99,1.06,1.16,2.84,2.74,0.11,2.13,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,2.3,2.35,,1.97,2.52,1.4,,,,,,,1.2,2.72,1.8,3.03,0.35,3.92,1.35,1.72,1.45,2.72,3.57,0.11,2.65,2.2,3.11,2.95,3.23,2.21,5.05,1.05,3.68,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,3.56,3.05,,2.22,0.79,0.53,,,,,,,2.6,1.88,2.73,2.63,1.29,0.47,2.13,1.86,3.32,2.66,2.48,0.83,1.68,1.54,2.65,2.46,2.36,1.21,1.82,2.11,1.36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,3.99,2.11,,1.88,2.81,3.4,,,,,,,1.44,1.54,2.62,4.26,1.73,1.46,3.41,1.51,3.22,2.71,1.18,0.22,2.06,3.74,0.6,0.77,2.71,2.17,2.66,2.91,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
