SARRATT-MICKLEFIELD-GREEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ0491698427,Long,-0.48410968,Lat,51.674825,Elevation,380,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,3.24,1.56,2.99,2.4,3.76,2.29,4.82,1.55,3.31,1.64,2.02,2.27,1.82,0.8,4.68,4.86,3.54,5.72,2.75,2.5,,4.3,0.65,,,2.1,5.07,1.22,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,2.99,4.17,0.7,3.83,2.29,4.06,2.08,0.85,0.83,2,0.25,2.29,0.31,2.47,2.46,4.63,0.53,1.1,2.03,2.07,,,1.05,,,,1.24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,2.08,2.98,1.23,1,0.23,2.72,2.24,0.05,1.32,0.19,2.06,3.52,2.43,0.61,1.24,2.95,0.33,1.66,2.79,2.68,,0.43,0.26,,,,0.69,0.99,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,3.7,1.85,3.09,1.99,3.33,1.95,1.16,1.29,2.32,2.97,2.9,1.17,2.11,3.64,1.36,2.96,0.2,3.57,1.8,2.19,,1.13,2.34,,,,1.63,1.23,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.34,2.19,4.95,2.57,2.34,,1.44,2.94,2.91,2.71,5.29,1.51,1.66,1.24,0.61,3.52,1.8,1.19,1.89,2.19,,2.58,1.05,,,,2.96,1.86,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,1.21,0.51,2.67,0.05,3.08,,2.23,1.75,0.63,1.57,1.06,1.16,1.7,4.3,4.72,2.55,0.62,2.2,1.59,2.05,,1.59,1.45,,,,4.31,0.17,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,4.18,3.52,4.2,4.34,2.79,2.78,1.95,2.82,2.91,3.33,2.36,1.35,1.28,0.65,5.07,1.7,1.35,2.7,2.32,6.38,,2.13,1.57,,2.34,1.38,1.69,1.77,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,3.31,2.48,3,3.55,0.78,3.7,2.4,0.81,3.66,4.65,4.42,0.69,2.38,4.02,0.4,2.56,2.11,2.22,0.13,4.71,,1.96,3.14,,4.36,0.18,1.54,1.35,4.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,3.13,2.15,3.39,3.04,2.7,6.24,1.08,0.6,3.05,1.89,2.38,2.06,2.21,5.5,3.97,3.24,1.62,1.75,1.79,0.59,,1.99,3.39,,4.67,1.09,2.57,0.78,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,0.93,5.3,4.35,2.98,2.56,3.02,3.97,4.08,1.46,0.69,5.02,1.7,1.68,3.35,1.95,2.61,3.61,4.5,3.44,1.09,,3.33,4.23,4.1,1.71,0.16,1.95,6.7,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
