BENTLEY COLLIERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SE571073,Long,-1.139471,Lat,53.559223,Elevation,23,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,3172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960
January,,,,,,,,,,1.83,3.08,1.52,1.04,1.94,1.41,1.53,2.66,3.13,1.59,3.83,2.29,3.27,2.26,2.73,2.15,2.07,1.82,2.22,4.31,0.79,1.22,1.6,1.81,0.37,1.27,1.62,3.41,1.06,2.26,2.18,4.58
February,,,,,,,,,,0.73,0.42,1.77,0.25,3.05,0.96,2.18,2.57,2.81,1.32,0.54,2.19,2.77,1.19,0.71,1.8,1.45,2.19,1.99,1.12,0.88,4.13,2.44,0.4,1.54,1.92,1.83,1.35,1.56,3.8,0.05,1.89
March,,,,,,,,,,0.05,2.11,0.13,1.57,3.22,1.69,1.03,1.15,2.63,0.38,1.67,1.66,3.3,1.94,0.52,0.43,0.48,1.09,4.4,0.55,1.47,1.07,2.33,1.89,0.56,1.55,2.48,0.75,1.09,1.8,0.78,1.36
April,,,,,,,,,,0.74,2.39,3.15,1.63,0.87,2.19,1.5,1.12,3.14,0.07,1.51,1.9,1.11,0.82,0.99,2.25,1.62,0.92,1.89,1.3,2.15,3.16,0.63,0.71,1.87,0.24,0.69,2.07,0.13,0.24,2.82,0.55
May,,,,,,,,,,1.14,1.54,2.51,6.37,2.44,0.7,0.41,1.13,3.08,2.68,1.67,0.55,1.33,2.37,1.99,2.01,1.57,1.92,1.53,1.55,1.74,2.05,4.26,1.4,1.5,3.29,2.52,0.3,1.08,1.95,0.43,0.83
June,,,,,,,,,,1.17,2.14,6.03,0.81,2.95,1.44,2.05,3.97,2.37,1.67,1.63,0.7,0.27,1.13,1.14,2.07,2.42,2.62,3.02,2.17,0.39,1.29,0.79,1.56,1.09,1.51,2.73,4.63,2.39,4.38,1.22,0.46
July,,,,,,,,,0.59,1.25,5.71,4.03,4.47,1.25,1.71,0.56,3.2,2.63,2.8,3.38,4.57,3.21,1.28,0.86,2.04,1.46,3.81,0.9,0.8,3.34,1.83,1.78,1.85,2.35,1.29,0.76,3.84,3.78,4.27,0.95,2.33
August,,,,,,,,,2.78,1.77,2.32,4.31,1.63,0.26,1.19,1.75,1.55,0.05,2.31,1.19,0.54,1.83,3.34,1.97,2.83,1.96,4.75,0.51,3.14,1.76,3.88,4.24,0.94,2.3,5.53,0.72,5.36,5.92,2.55,0.33,4.16
September,,,,,,,,,0.35,0.88,3.97,3.03,1.27,2.16,1.4,4.21,1.86,1.14,1.68,1.22,0.84,0.32,2.13,3.19,3.24,1.43,2.81,1.14,1.07,0.67,2.4,1.15,1.9,1.46,1.41,0.74,1.82,3.26,1.5,0,3.18
October,,,,,,,,,4.16,2.2,1.85,0.76,2.65,4.41,1.33,2.85,2.04,2.93,2.75,2.6,3.19,2.22,2.3,1.49,2.26,2.84,1.22,0.68,1.27,3.5,1.08,1.34,2.75,1.59,2.72,1.7,1.12,1.18,1.32,1.54,5.75
November,,,,,,,,,2.47,3.67,2.69,2.83,1.27,1.82,2.08,4.22,2.66,1.48,2.38,3.5,4.65,2.89,1.46,1.5,3.62,0.23,4.73,1.33,0.93,2.78,3.87,4.99,1.53,1.32,4.22,1.86,0.68,2.4,0.82,2.84,3.24
December,,,,,,,,,1.9,4.24,1.76,0.8,0.73,0.34,3.55,2.45,1.09,3.44,3.27,2.17,2.21,0.52,1.24,0.79,1.64,1.52,2.25,2.35,2.39,1.75,1.11,1.61,1.45,1.02,2.46,2.35,2.02,1.97,3.17,2.74,2.06
Total,,,,,,,,,,19.67,29.98,30.87,23.69,24.71,19.65,24.74,25,28.83,22.9,24.91,25.29,23.04,21.46,17.88,26.34,19.05,30.13,21.96,20.6,21.22,27.09,27.16,18.19,16.97,27.41,20,27.35,25.82,28.06,15.88,30.39
