"HAWKSWORTH (REVA RESERVOIR)",,,,,,,,,,,,
Grid ref,SE153426,Long,-1.768752,Lat,53.879373,,,,,,,
Station no,3292/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,0.45,2.85,1.10,3.85,1.94,2.49,2.46,3.98,,
February,,,1.82,2.16,1.81,1.83,2.56,4.29,0.25,2.11,,
March,,,0.74,1.86,2.02,1.13,1.96,1.72,1.30,1.76,,
April,,,2.40,0.49,0.95,2.98,0.37,0.80,3.02,1.17,,
May,,,1.26,3.37,3.30,0.85,1.25,3.74,1.20,1.33,,
June,,,2.21,1.76,1.73,2.21,1.56,4.08,1.74,0.72,,
July,,,3.21,1.91,0.78,4.91,2.56,3.50,2.16,4.26,,
August,,,3.58,7.02,0.85,6.31,5.07,3.05,0.43,3.54,,
September,,,2.34,3.34,1.19,4.00,5.25,3.52,0.15,3.15,,
October,,,2.16,4.63,2.19,1.42,2.62,2.70,3.10,5.08,,
November,,,3.42,4.94,2.38,0.76,1.98,0.78,4.04,5.38,,
December,,,1.74,3.74,4.12,3.03,3.15,3.98,5.01,3.11,,
Total,,,25.33,38.07,22.42,33.28,30.27,34.65,24.86,35.59,,
Calc annual,0.00,0.00,25.33,38.07,22.42,33.28,30.27,34.65,24.86,35.59,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
