"SAINT CROSS, WINCHESTER",,,,,,,,,,,,
Grid ref,SU475279,Long,-1.323755,Lat,51.048493,,,,,,,
Station no,RR7639,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,,,,,0.23,1.65,1.01,,
February,,,,,,,,1.58,1.25,0.44,,
March,,,,,,,,0.92,3.54,4.26,,
April,,,,,,,,4.28,2.08,1.64,,
May,,,,,,,,2.28,1.50,1.38,,
June,,,,,,,,1.50,0.82,4.70,,
July,,,,,,,,1.21,1.88,1.73,,
August,,,,,,,,,4.33,,,
September,,,,,,,,0.49,1.80,3.17,,
October,,,,,,,,6.42,1.20,7.59,,
November,,,,,,,,2.78,1.33,0.58,,
December,,,,,,,,4.79,2.99,3.94,,
Total,,,,,,,,,24.37,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.48,24.37,30.44,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,NaN,,
