MARAZION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SW526305,Long,-5.4615,Lat,50.1234,Elevation,30,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,3.19,3.66,,,,,,,,,,7.22,0.98,2.21,3,3.98,3.47,3.13,6.17,3.49,2.48,2.72,6.04,2.37,1.77,3,3.77,6.57,1.28,3.63,0.94,5.71,6.77,3.55,2.43,4.73,5.78,2.29,5.9,1.83,1.48,2.63,4.49,1.76,4.7,8.08,1.19,5.4,1.77,2.96,5.54,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,6.62,2.19,,,,,,,,,,4.6,3.35,3.91,3.13,5.22,3.77,5.11,2.02,0.85,0.93,3.98,2,0.09,5.21,4.58,2.33,0.37,0.83,3.61,1.91,3.62,5.68,2.4,2.34,1.81,7.31,1.11,5.7,2.2,2.74,0.75,5.52,2.72,4.27,1.31,5.05,7.27,6.44,1.43,1.88,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,4.08,1.07,,,,,,,,,,1.48,3.23,3.38,1.26,2.12,3.35,1.85,3.69,1.5,5.1,4.14,1.9,3.49,1.08,0.23,1.63,2.52,2.76,5.07,1.67,1.14,2.79,2.74,2.44,4.86,2.31,5.87,1.56,1.06,5.27,5.45,0.88,3.91,6.29,4.88,7.71,0.7,6.92,4.5,2.31,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,3.63,4.18,,,,,,,,,,2.78,2.27,1.05,5,1.62,2.2,2.71,3.29,0.7,1.68,2.41,3.18,1.71,1.49,0.23,2.92,1.92,0.66,4.51,2.02,2.52,1.75,4.32,2.75,1.71,1.41,2.38,1.39,5.02,1.72,2.36,2.57,2.32,0.36,5,1.89,1.64,1.51,1.47,1.15,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,0.78,3.08,,,,,,,,,,1.79,1.45,0.86,1.88,1.81,1.02,3.22,1.94,1.26,1.34,2.71,5.63,2.88,1.72,0.77,2.81,0.11,0.03,1.4,4.02,1.85,1.69,1.14,1.37,2.55,3.17,0.75,4.96,3.05,2.22,0.82,2.45,0.83,1.67,3.86,1.03,2.68,1.9,1.36,0.92,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,3.29,,,,,,,,,,,5.84,1.39,3.4,4.31,2.91,1.21,2.34,1.05,0.1,3.83,0.58,2.73,2.47,1.56,1.25,2,1.48,1.09,1.84,1.56,1.17,3.11,2.71,2.68,1.98,1.21,2.79,1.79,2.29,1.36,2.02,1.75,2.23,3.66,1.24,2.25,3.06,1.31,4.65,0.82,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,3.28,,,,,,,,,,,3.46,3.62,2.9,4.41,2.79,3.22,0.71,4.23,1.24,5.57,3.04,4.7,2.41,1.35,4.95,4.7,2.67,2.79,2.4,0.39,0.82,0.83,0.6,2.36,3.68,2.92,1.34,1.67,1.93,2.11,1.8,2.56,1.61,5.4,0.32,5.17,3.77,1.8,1.35,3.01,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,4.97,,,,,,,,,,,5.2,0.32,3.73,3.25,1.27,1.82,1.93,1.7,1.5,3.48,2.76,3.23,6.05,4.34,1.56,2.43,2.04,1.8,4.58,2.31,1.19,2.59,1.08,2.05,4.23,2.75,5.37,1.71,1.75,4.39,1.97,3.53,2.31,10.49,1.52,2.39,1.91,2.73,5.55,1.17,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,3.09,4.9,,,,,,,,,,4.33,2.6,2.01,4.09,6.14,2.96,6.11,2.99,3.97,1.44,1.97,1.74,3.23,2.72,2.84,2.44,0.32,4.88,5.03,0.78,2.97,1.76,3.69,2.63,3.63,2.46,1.22,1.25,2.36,3.87,0.93,0.39,3.49,1.36,3.17,2.71,1.76,1.98,3.49,7.78,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
