DORCHESTER-WOLLASTON-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SY693906,Long,-2.436198,Lat,50.714213,Elevation,200,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,5.87,5.58,2.78,1.27,3.6,6.74,1.1,8.95,1.8,1.58,1.32,4.61,2.27,6.32,7.33,1.42,3.71,1.66,1.38,4.1,7.16,5.68,4.72,5.53,2.09,5.04,5.06,5.68,2.85,7.07,1.64,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,4.07,5.81,1.47,2.1,2,6.1,0.62,4.3,1.7,1.9,0.44,5.15,2.9,4.03,1.77,5.58,6.56,5.04,1.4,2.11,4.09,0.55,0.08,4.24,7.94,1.02,5.3,2.36,3.82,3.24,1.91,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,0.76,1.42,2.38,2.58,5.11,1.6,5.9,1.43,0.88,3.47,5.41,0.9,2.81,7.06,3.22,6.1,1.16,3.93,3.08,1.81,5.25,3.53,1.95,4.2,1.9,2.1,0.44,0.69,4.6,3.55,0.2,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,3.66,1.52,3.38,2.3,3.96,1.23,2.15,1.3,4.51,2.55,1.8,2.02,2.29,0.07,3.34,1.27,1.1,0.61,1.45,1.61,2.88,4.82,1.07,3.55,3.77,3.66,2.9,3.01,2.34,1.74,0.65,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,1.24,1.85,1.15,2.45,3.46,3.5,0.37,3.44,2,1.9,1.25,2.3,2.21,2.06,2.38,1.74,2.5,2.31,1.55,1.37,0.82,1.82,2.72,0.91,1.9,5.76,4.82,2.7,1.1,1.24,2.04,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,1.37,2.9,1.08,3.18,1.82,1,1.74,1.85,2.11,0.25,4.28,2.6,1.95,3.5,0.66,0.46,0.91,1.9,1.3,1.22,0.75,2.66,0.36,1.3,0.48,1.67,0.68,3.13,2.54,1.9,1.04,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,2.83,0.88,1.7,1.82,3.18,3.02,0.35,1.3,1.31,2.09,3.47,2.82,0.12,2.2,0.37,3.94,5.2,1.25,2.3,4.76,2.38,6.02,0.7,5.94,1.12,4.75,3.8,1.7,3.1,2.2,1.62,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,1.97,2.98,2.97,4.22,6.05,3.45,3.42,0.83,1.76,5.64,3.45,3.63,0.7,7.76,1.47,3.7,1.6,3.8,5.66,2.31,4.02,1.68,2.4,3.24,2.4,3.06,4.47,0.84,4.45,3.6,2.3,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,2.91,1.75,3.98,1.8,3.35,3.4,2.6,1.21,0.9,2.72,2.95,0.24,1.15,2.2,3.86,2.22,2.34,3.25,2.46,9.52,2.22,1.98,0.9,2.3,4.28,5.02,4.06,0.73,7.42,2.22,0.54,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,1.91,2.58,3.13,2.94,8.62,2.56,2.65,6.56,10.5,5.24,10.2,5.03,5.41,5.26,4.6,3.4,5.86,7.38,5.5,2.37,2.35,3.02,1.05,1.51,6.5,6.22,5.6,4.06,3.5,7.85,4.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
