PARSON-DROVE-CLOUGHS-CROSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TF369094,Long,0.022907,Lat,52.665035,Elevation,6,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,1.24,1.43,2.39,1,1.99,1.56,2.91,1.66,1.44,1.83,1.26,1.6,0.54,2.48,1.36,2.9,1.49,1.75,2.05,0.83,1.4,0.83,1.96,2.5,3.04,2.26,3.47,1.21,2.41,2.23,3.73,1.94,1.49,1.58,1.2,3.13,1.11,0.95,2.31,1.56,1.17,1.08,1.77,3.75,0.95,2.12,3.18,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,0.4,0.74,2.63,2.59,0.66,0.87,2.42,0.75,0.7,1.83,2.38,0.76,1.57,1.57,1.97,0.8,0.74,0.72,2.28,0.33,1.47,0.58,1.31,2.1,2.43,0.72,0.38,2.17,2.16,0.75,0.46,1.18,1.39,1.8,1.05,0.49,0.62,3.05,2.35,0.43,1.7,2.08,2.14,1.07,2.39,3.24,0.17,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,2.45,2.34,1.25,3.39,1.28,0.55,2.13,1.7,1.01,1.49,2.25,0.37,1.22,0.19,1.65,1.23,0.19,1.63,0.33,1.06,2.25,1.26,0.41,0.84,2.79,0.31,1.64,1.83,3.25,1.26,0.93,0.26,0.36,1.23,3.27,0.5,0.93,0.47,3.22,2.58,0.71,2.04,1.52,0.46,1.77,1.41,1.74,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,1.32,0.92,0.33,0.94,1.28,1.76,2.05,2.95,1.09,2.2,0.81,1.53,1.28,1.74,1.68,0.9,0.86,2.2,2.16,2.21,1.14,1.81,2.38,1.82,3.29,0.24,1.74,1.33,0.8,0.62,0.98,2.5,0.9,0.95,1.92,0.91,1.51,2.22,2.45,1.14,1.74,0.3,0.71,0.8,0.2,0.85,1.01,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,2.35,0.82,1.91,1.82,0.95,1.57,0.7,2.78,1.43,0.64,0.88,3.9,2.67,2,0.39,1.71,1.28,0.39,2.37,3.52,1.31,0.61,0.6,1.12,3.96,1.99,0.86,0.97,2.51,2.48,2.29,1,1.55,0.68,0.23,3.47,2.05,2.51,3.27,2.22,1.59,2.57,2.38,0.81,1.38,3.14,0.56,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,0.76,2.04,0.73,1.95,2.23,0.48,0.91,2.13,0.44,1,0.47,1.74,0.21,2.91,3.22,2.8,1.27,3.28,1.99,0.78,1.99,0.87,3.87,3.32,1.64,0.83,1.85,0.79,1.19,0.46,2.27,1.88,1.57,2.64,4.5,2.28,0.59,1.84,0.76,1.02,3.35,2.4,2.04,2.28,1.96,4.17,0.41,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,1.85,1.13,3.16,1.18,1.81,4.63,3.42,2.45,0.2,4.28,2.67,1.78,1.98,1.44,2.41,2.39,1.6,3.99,2.96,2.58,1.09,1.57,0.65,5.5,2.37,1.7,2.35,2.74,2.79,2.83,1.33,1.78,1.19,2.76,2.36,1.29,1.29,3.57,0.68,0.36,2.13,2.02,0.17,3.4,2.44,3.29,2.65,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,1.1,1.35,4.15,3.91,4.37,1.23,2.08,1.32,1.37,1.58,1.4,1.27,2.05,0.71,2.96,1.86,0.73,2.75,3.29,2.79,0.62,1.93,0.79,0.76,1.4,1.08,1.84,0.35,3.61,2.01,1.6,2.54,2.4,2.98,0.14,2.94,1.27,2.13,3.55,2.27,2.52,4.52,1.05,3.71,1.94,3.75,0.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,1.82,0.58,0.81,1.34,1.54,4.02,1.43,2.48,0.88,2.38,2.38,1.91,2.13,2.33,3.03,0.68,0.45,4.21,3.78,2.43,2.06,1.33,2.45,1.57,1.37,2.14,1.1,0.49,0.81,1.63,1.67,3.1,1.66,2.27,0.8,1.91,0.88,2.67,1.46,2.17,1.14,1.75,1.16,1.52,3.97,2.71,0.06,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,3.87,2.06,1.29,1.53,2.78,1.79,1.22,1.98,1.32,1.22,2.32,3.98,1.87,1.94,1.89,2.99,2.8,0.71,0.65,2.99,2.42,0.94,2.43,1.26,1.93,1.76,3.73,1.65,2.45,2.33,1.09,2.71,2.62,1.4,0.18,3.2,2.46,0.65,0.92,1.9,2.2,2.3,1.86,0.9,1.03,1.39,1.48,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
