"GLASGOW QUEENS PARK",,,,,,,,,,,,
Grid ref,NS578619,Long,-4.271751,Lat,55.829324,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.08,2.68,3.47,7.16,3.98,1.87,4.77,1.86,4.68,5.36,,
February,2.68,1.40,1.65,7.27,2.23,2.43,2.84,2.68,2.39,1.78,,
March,0.28,2.06,2.39,8.11,1.68,3.17,3.53,3.94,4.03,2.46,,
April,2.14,3.30,0.86,1.40,4.39,1.92,1.23,2.38,1.37,3.33,,
May,2.19,1.91,2.15,2.68,3.36,1.55,3.92,4.08,2.62,2.15,,
June,4.04,2.81,1.99,1.78,1.35,0.79,1.61,4.04,2.52,2.98,,
July,3.03,2.39,2.63,3.84,3.81,2.87,2.35,2.80,2.03,3.58,,
August,4.36,3.59,2.71,6.71,3.45,3.60,5.28,4.65,2.68,2.69,,
September,3.70,2.85,3.56,3.20,3.12,2.06,1.41,1.25,3.49,1.59,,
October,5.05,3.96,2.36,7.47,1.73,2.61,5.33,6.66,1.60,5.39,,
November,6.20,3.27,2.20,2.70,2.14,3.37,4.32,2.31,3.02,2.35,,
December,7.71,4.43,4.84,3.20,3.41,3.38,3.62,5.58,3.18,4.60,,
Total,46.46,34.65,30.81,55.52,34.65,29.62,40.21,42.23,33.61,38.26,,
Calc annual,46.46,34.65,30.81,55.52,34.65,29.62,40.21,42.23,33.61,38.26,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,-0.00,,
